Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,modified,exact_match,close_match,related_match,examples,description_encoded,deprecated_trait_name,identifier,inScheme
https://w3id.org/APD/traits/trait_0012471,flower_pollen_aperture_shape,Pollen grain aperture shape,"Pollen grains are often described according to the shape, structure, and position of their apertures. This trait describes the main shape of the many described aperture types.","Aperture terminology is partly determined by the position of the aperture on the pollen grain (either at the pole or at the equator) and pollen grain polarity, in turn, is determined by the spatial orientation of the microspore in the meiotic tetrad. Definition and trait values derived from Schoenenberger et al. (2020) for their character '5002. Aperture shape (D1)''",categorical variable [STATO_0000252],NA,NA,NA,NA,androecium morphology trait [trait_group_0012408],reproductive shoot system [PO_0025082]; flower [PO_0009046],"shape [PATO_0000052]; structure [PATO_0000141]; position [PATO_0000140]; spatial pattern, distribution [PATO_0000060]",reproduction [GO_0000003]; androecium [PO_0009061]; stamen [PO_0009029]; anther [PO_0009066]; pollen aperture [GO_0062074]; pollen [PO_0025281]; pollen tube [GO_0090406]; anther theca [PO_0009069],Schönenberger 2020 [https://doi.org/10.1002/ajb2.1538],Hervé Sauquet [https://orcid.org/0000-0001-8305-3236],14/07/2021,05/02/2024,NA,NA,NA,NA,"A floral organ morphology trait [TO:0000862] which is the shape [PATO:0000052], structure [PATO:0000141], and position [PATO:0000140] of the pollen grain [PO:0025281] apertures [GO:0062074].",NA,trait_0012471,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012472,flower_pollen_apertures_count,Number of pollen grain apertures,The number of apertures per pollen grain as a continuous character.,A pollen aperture is a structurally delimited region of the pollen grain wall through which the pollen tube emerges during pollen germination and which plays a role in harmomegathy. A value of zero is scored when pollen is inaperturate (i.e. when there is no distinct aperture). Aperturate pollen is scored with integer values of 1 and above. Definition derived from Schoenenberger et al. (2020) for their character '5000. Number of apertures (C1)',continuous variable [STATO_0000251],0,100,{count},NA,androecium morphology trait [trait_group_0012408],reproductive shoot system [PO_0025082]; flower [PO_0009046],has number of [PATO_0001555]; count [NCIT_C25463],reproduction [GO_0000003]; androecium [PO_0009061]; stamen [PO_0009029]; anther [PO_0009066]; pollen aperture [GO_0062074]; pollen [PO_0025281]; pollen tube [GO_0090406]; anther theca [PO_0009069],Schönenberger 2020 [https://doi.org/10.1002/ajb2.1538],Hervé Sauquet [https://orcid.org/0000-0001-8305-3236],14/07/2021,05/02/2024,NA,NA,NA,NA,A floral organ morphology trait [TO:0000862] which is the count [NCIT:C25463] of pollen apertures [GO:0062074] per pollen [PO:0025281] grain.,NA,trait_0012472,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012473,flower_pollen_length,Pollen grain length,The largest dimension of the pollen grain.,"Palynologists typically describe pollen dimensions (and shape) using two measures, the polar axis (P) and the total breadth or diameter of the equatorial axis. Here we use P or E or another measure, whichever is the longest.",continuous variable [STATO_0000251],0,1000,um,NA,androecium morphology trait [trait_group_0012408],reproductive shoot system [PO_0025082]; flower [PO_0009046],length [PATO_0000122],reproduction [GO_0000003]; pollen [PO_0025281],NA,Hervé Sauquet [https://orcid.org/0000-0001-8305-3236],19/05/2023,05/02/2024,NA,NA,NA,NA,A floral organ morphology trait [TO:0000862] which is the length [PATO:0000122] of a pollen [PO:0025281] grain.,NA,trait_0012473,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012481,flower_structural_carpels_count,Number of structural carpels,"Number of fertile or sterile carpels in bisexual or female flowers, recorded as a continuous character (with integer values of 1 and above).","Includes the number of co-occurring carpellodes (sterile carpels) because this number is often more easily obtained from the literature than the actual number of fertile carpels. However, the number of carpellodes in male flowers is ignored for this character. In multicarpellate, unilocular gynoecia with complete carpel fusion up to the stigma (e.g., Primula), it may be difficult to assess the number of carpels unequivocally. In such cases, the number of carpels is scored only if it is well established based on atomical or developmental investigations. Similarly, in gynoecia where one or more carpels are reduced (e.g., in the pseudomonomerous gynoecia of some Arecaceae, Stauffer et al., 2002), the total number of structural carpels is only scored when unequivocally determined in the literature. Definition derived from Schoenenberger et al. (2020) for their character '401. Number of structural carpels (C1)'",continuous variable [STATO_0000251],0,10000,{count},NA,gynoecium morphology trait [trait_group_0012409],reproductive shoot system [PO_0025082]; flower [PO_0009046],has number of [PATO_0001555]; count [NCIT_C25463],reproduction [GO_0000003]; gynoecium [PO_0009062]; carpel [PO_0009030],Schönenberger 2020 [https://doi.org/10.1002/ajb2.1538],Hervé Sauquet [https://orcid.org/0000-0001-8305-3236],14/07/2021,05/02/2024,NA,NA,NA,NA,A floral organ morphology trait [TO:0000862] which is the count [NCIT:C25463] of both fertile [PATO:0000955] and female sterile [PATO:0000892] carpels [PO:0009030] in a hermaphrodite [PATO:0001340] flower [PO:0009046] or female [PATO:0000383] flower.,NA,trait_0012481,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012482,flower_structural_sex_type,Floral structural sex,"Trait that captures floral sex, distinguishing among three states, bisexual, incompletely unisexual, and unisexual.",Defined by Schoenenberger et al. (2020) for their character '100. Floral structural sex (D1)'. See the trait 'sex_type' for plant sex type.,categorical variable [STATO_0000252],NA,NA,NA,NA,floral organ morphology trait [trait_group_0012404],reproductive shoot system [PO_0025082]; flower [PO_0009046],structure [PATO_0000141]; organismal quality [PATO_0001995],reproduction [GO_0000003]; phenotypic sex [PATO_0001894]; perianth [PO_0009058]; corolla [PO_0009059]; hermaphrodite [PATO_0001340],Schönenberger 2020 [https://doi.org/10.1002/ajb2.1538],Hervé Sauquet [https://orcid.org/0000-0001-8305-3236],14/07/2021,05/02/2024,NA,NA,NA,NA,"A floral organ morphology trait [TO:0000862] which is the phenotypic sex [PATO:0001894] of a flower [PO:0009046], indicating whether individual flowers have both male [PATO:0000384] and female [PATO:0000383] reproductive structures [UBERON:0005156] (bisexual) or only one type of reproductive organ (unisexual).",NA,trait_0012482,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012483,flower_style_differentiation,Style differentiation,"Presence or absence of a style, and, when present, the shape of the style in terms of length and width in relation to ovary length and width.",This trait does not distinguish between fused or free styles. Definition and trait values derived from Schoenenberger et al. (2020) for their character '404. Style differentiation (D1)',categorical variable [STATO_0000252],NA,NA,NA,NA,gynoecium morphology trait [trait_group_0012409],reproductive shoot system [PO_0025082]; flower [PO_0009046],shape [PATO_0000052]; amount (presence or absence in organism) [PATO_0000070]; 2-D extent [PATO_0001709]; structure [PATO_0000141],reproduction [GO_0000003]; gynoecium [PO_0009062]; style [PO_0006469]; plant ovary [PO_0009072]; carpel [PO_0009030],Schönenberger 2020 [https://doi.org/10.1002/ajb2.1538],Hervé Sauquet [https://orcid.org/0000-0001-8305-3236],14/07/2021,05/02/2024,NA,NA,NA,NA,"A floral organ morphology trait [TO:0000862] which is whether a style [PO:0006469] is present [PATO:0000467] or absent [PATO:0000462], and if present, the shape [PATO:0000052] and the length [PATO:0000122], width [PATO:0000921], and thickness [PATO:0000915] of the style relative to the dimensions of the ovary [PO:0009072].",NA,trait_0012483,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012484,flower_style_fusion,Fusion of styles,"The degree of fusion of styles at anthesis, recorded on a continuous scale, from 0 (free styles) to 1 (styles fused along their entire length, but excluding the stigmatic region).","Partial fusion is recorded using an approximate number between these two extremes (e.g., 0.1 corresponds to basal fusion, 0.5 to fusion along half of the total length of the styles). This character is not applicable in unicarpellate flowers. Definition derived from Schoenenberger et al. (2020) for their character '406. Fusion of styles (C1)'",continuous variable [STATO_0000251],0,1,{dimensionless},NA,gynoecium morphology trait [trait_group_0012409],reproductive shoot system [PO_0025082]; flower [PO_0009046],dimensionless ratio [STATO_0000300]; ratio; proportion [PATO_0001470]; structure [PATO_0000141],reproduction [GO_0000003]; gynoecium [PO_0009062]; style [PO_0006469]; carpel [PO_0009030],Schönenberger 2020 [https://doi.org/10.1002/ajb2.1538],Hervé Sauquet [https://orcid.org/0000-0001-8305-3236],14/07/2021,05/02/2024,NA,NA,NA,NA,A floral organ morphology trait [TO:0000862] which is the proportion [PATO:0001470] of the length [PATO:0000122] of styles [PO:0006469] that are fused [NCIT:C124537] together.,NA,trait_0012484,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012511,fruit_dry_mass,Fruit dry mass,"Fruit dry mass, including seeds. Fruits will generally be oven-dried.",NA,continuous variable [STATO_0000251],1e-4,1000000,mg,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],mass [PATO_0000125],reproduction [GO_0000003],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,fruit dry weight [http://purl.obolibrary.org/obo/TO_0003005],NA,NA,exact match: Fruit dry mass [TOP112] (https://top-thesaurus.org/index); exact match: Fruit mass [TRY:919] (https://www.try-db.org/de/de.php); exact match: Fruit dry mass [BROT:25] (http://doi.org/10.1038/sdata.2018.135),"A fruit morphology trait [TO:0002629] which is the dry [PATO:0001824] mass [PATO:0000125] of a fruit [PO:0009001], including seeds [PO:0009010].",NA,trait_0012511,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012512,fruit_length,Fruit length,"Linear dimension from the base to the apex of a fresh fruit, even if this is not the longest dimension.",NA,continuous variable [STATO_0000251],0.01,2000,mm,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],length [PATO_0000122]; size [PATO_0000117],reproduction [GO_0000003],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,fruit length [http://purl.obolibrary.org/obo/TO_0002626],NA,NA,exact match: Fruit length [TOP92] (https://top-thesaurus.org/index); exact match: Fruit length [TRY:918] (https://www.try-db.org/de/de.php); exact match: fruit_length [GIFT:3.13] (https://gift.uni-goettingen.de); exact match: AverageFruitLength_cm [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0); exact match: MinFruitLength_cm [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0); exact match: MaxFruitLength_cm [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0); close match: maximum fruit length [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); close match: minimum fruit length [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),A fruit morphology trait [TO:0002629] which is the length [PATO:0000122] of a fresh [EnvThes:21976] fruit [PO:0009001] from the fruit proximal end [PO:0008002] (base) to the fruit distal end [PO:0008001] (apex).,NA,trait_0012512,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012513,fruit_width,Fruit width,"Greatest linear width dimension of a fresh fruit, sometimes referred to as 'diameter' in fruits where the width and height are identical; orthogonal to the fruit length, the base-to-apex dimension.",NA,continuous variable [STATO_0000251],0.01,2000,mm,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],width [PATO_0000921]; size [PATO_0000117],reproduction [GO_0000003],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,fruit width [http://purl.obolibrary.org/obo/TO_0002627],NA,NA,exact match: Fruit width [TOP96] (https://top-thesaurus.org/index); exact match: Fruit diameter [TRY:917] (https://www.try-db.org/de/de.php); exact match: fruit_width [GIFT:3.14] (https://gift.uni-goettingen.de); exact match: AverageFruitWidth_cm [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0); exact match: MinFruitWidth_cm [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0); exact match: MaxFruitWidth_cm [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0),"A fruit morphology trait [TO:0002629] which is the width [PATO:0000921] of a fresh [EnvThes:21976] fruit [PO:0009001], where width is the greatest linear dimension [PATO:0001708] perpendicular to [PATO:0002434] to the fruit length [PATO:0000122] and fruit height [PATO:0000119].",NA,trait_0012513,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012514,fruit_height,Fruit breadth,"Shorter linear width dimension of a fresh fruit and generally not reported in fruits where the width and height are identical; orthogonal to the length, the base-to-apex dimension.",NA,continuous variable [STATO_0000251],0.01,2000,mm,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],height [PATO_0000119]; size [PATO_0000117],reproduction [GO_0000003],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,NA,NA,NA,exact match: Fruit thickness [TOP100] (https://top-thesaurus.org/index); exact match: fruit_height [GIFT:3.15] (https://gift.uni-goettingen.de),"A fruit morphology trait [TO:0002629] which is the height [PATO:0000119] of a fresh [EnvThes:21976] fruit [PO:0009001], where height is the shorter linear width dimension [PATO:0001708] perpendicular to [PATO:0002434] both the fruit length [PATO:0000122] and fruit width [PATO:0000921].",fruit_breadth,trait_0012514,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012515,fruit_wall_thickness,Fruit wall thickness,"Fruit wall thickness of a mature fresh fruit. This term sometimes applies explicitly to the entire pericarp (exocarp + mesocarp + endocarp), but more frequently will have a functional meaning, referring to the outer fleshy layer which might be just some components of the peripcarp (most frequently the exocarp and mesocarp).",NA,continuous variable [STATO_0000251],0.01,1000,mm,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],thickness [PATO_0000915],reproduction [GO_0000003]; pericarp [PO_0009084]; exocarp [PO_0009085]; mesocarp [PO_0009087]; endocarp [PO_0009086],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,NA,NA,NA,NA,"A fruit morphology trait [TO:0002629] which is the thickness [PATO:0000915] of the entire pericarp [PO:0009084] (the exocarp [PO:0009085], mesocarp [PO:0009087], and endocarp [PO:0009086] combined), although it often refers just to the fleshy [PATO:0002351] components of the pericarp (most frequently the exocarp and mesocarp).",fruit_wall_width,trait_0012515,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012516,fruit_type,Fruit type,Botanical fruit type classification.,"Although this trait is explicitly for fruit types, it includes a single term `strobilus` to describe the ""fruiting body"" of non-flowering plants.",categorical variable [STATO_0000252],NA,NA,NA,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],structure [PATO_0000141]; composition [PATO_0000025]; shape [PATO_0000052],reproduction [GO_0000003],Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html]; Beentje 2010 [https://books.google.com/books?vid=ISBN1842464221]; Spjut 2003 [https://www.worldbotanical.com/fruit_types.htm],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,fruit type [http://purl.obolibrary.org/obo/TO_0000850],NA,NA,exact match: Fruit type [TRY:99] (https://www.try-db.org/de/de.php); exact match: fruit_type_1 [GIFT:3.16.1] (https://gift.uni-goettingen.de); exact match: fruit type [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); exact match: Fruit type [BROT:26] (http://doi.org/10.1038/sdata.2018.135),A fruit morphology trait [TO:0002629] which is the botanical classification [NCIT:C25161] or type [NCIT:C25284] of a fruit [PO:0009001].,NA,trait_0012516,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012517,fruit_fleshiness,Fruit fleshiness,"Binary variable, dividing entire, true fruits into 'dry' versus 'fleshy' based on whether their botanical fruit type is fleshy when mature and fresh.","This trait explicitly refers to fruit fleshiness, not diaspore or seed fleshiness; diaspore fleshiness is a separate trait.",categorical variable [STATO_0000252],NA,NA,NA,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],composition [PATO_0000025]; structure [PATO_0000141]; texture [PATO_0000150],reproduction [GO_0000003]; fleshy [PATO_0002351],Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html]; Beentje 2010 [https://books.google.com/books?vid=ISBN1842464221]; Spjut 2003 [https://www.worldbotanical.com/fruit_types.htm],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,NA,NA,NA,exact match: fruit_dryness_1 [GIFT:3.18.1] (https://gift.uni-goettingen.de); close match: Fruit type [TRY:99] (https://www.try-db.org/de/de.php),A fruit morphology trait [TO:0002629] which indicates whether a mature [PATO:0001701] fresh [EnvThes:21976] fruit [PO:0009001] is fleshy [PATO:0002351].,NA,trait_0012517,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012518,fruit_dehiscence,Fruit dehiscence,"Binary variable, dividing fruits into 'dehiscent' versus 'indehiscent' based on whether the individual fruit units are dehiscent when mature.",NA,categorical variable [STATO_0000252],NA,NA,NA,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],structure [PATO_0000141],reproduction [GO_0000003]; dehiscence [GO_0009900],Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html]; Beentje 2010 [https://books.google.com/books?vid=ISBN1842464221]; Spjut 2003 [https://www.worldbotanical.com/fruit_types.htm],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,NA,NA,NA,exact match: dehiscence_1 [GIFT:3.17.1] (https://gift.uni-goettingen.de); close match: Fruit type [TRY:99] (https://www.try-db.org/de/de.php),A fruit morphology trait [TO:0002629] which indicates whether mature [PATO:0001701] fruits [PO:0009001] are dehiscent [GO:0009900].,NA,trait_0012518,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012519,fruit_colour,Fruit colour,Human visible dominant colour of a fresh fruit's exocarp (outermost layer) at maturity.,"If a fruit is multiple colours, they are listed as a space-delimited string.",categorical variable [STATO_0000252],NA,NA,NA,NA,fruit morphology trait [trait_group_0012504],reproductive shoot system [PO_0025082]; fruit [PO_0009001],colour / color [PATO_0000014],reproduction [GO_0000003]; exocarp [PO_0009085]; pericarp [PO_0009084],Kissling 2019 [https://doi.org/10.1038/s41597-019-0189-0]; Delmas 2020 [https://doi.org/10.1111/geb.13065],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,fruit color [http://purl.obolibrary.org/obo/TO_0002617]; exocarp color [http://purl.obolibrary.org/obo/TO_0002620],NA,NA,exact match: Fruit/seed color [TRY:585] (https://www.try-db.org/de/de.php); exact match: fruit_colour [GIFT:3.22.1] (https://gift.uni-goettingen.de); exact match: MainFruitColors [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0); close match: Dispersal unit color [TRY:392] (https://www.try-db.org/de/de.php); close match: FruitColorDescription [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0),A fruit morphology trait [TO:0002629] which is the primary [NCIT:C25251] colour [PATO:0000014] of the exocarp [PO:0009085] of a mature [PATO:0001701] fruit [PO:0009001].,NA,trait_0012519,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012610,seed_dry_mass,Seed dry mass,"Dry mass of a mature seed, including both oven dried and air-dried samples.","Standard methods people will have used to dry seeds include, 'fresh' (at dispersal, mature); 'air dried' (at local ambient conditions); 'seed bank air dried' (to 15% relative humidity); and 'oven dried' (>100 deg C for a set number of hours; e.g. seed bank standard is 103 deg C for 17 hours). It is expected that some observations in AusTraits mapped onto â€˜seed_dry_mass' will actually include both the seed and some dispersal tissue, if the two cannot easily be separated; these should be mapped to 'diaspore_dry_mass'.",continuous variable [STATO_0000251],1e-5,1000000,mg,NA,seed morphology trait [trait_group_0012604],reproductive shoot system [PO_0025082]; seed [PO_0009010],mass [PATO_0000125],reproduction [GO_0000003],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html]; Saatkamp 2018 [https://doi.org/10.1111/nph.15502],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,"seed weight, seed mass [http://purl.obolibrary.org/obo/TO_0000181]; seed mass [http://vocabs.lter-europe.net/EnvThes/22229]",NA,NA,exact match: Seed dry mass [TOP111] (https://top-thesaurus.org/index); exact match: Seed dry mass [TRY:26] (https://www.try-db.org/de/de.php); exact match: seed_mass [GIFT:3.2] (https://gift.uni-goettingen.de); exact match: seed mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); exact match: Seed dry mass [BROT:27] (http://doi.org/10.1038/sdata.2018.135); close match: seed weight & seed shape [LEDA:5.2] (https://uol.de/en/landeco/research/leda/standards),A seed morphology trait [TO:0000184] which is the dry [PATO:0001824] mass [PATO:0000125] of a mature [PATO:0001701] seed [PO:0009010].,seed_mass,trait_0012610,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0012611,diaspore_dry_mass,Diaspore dry mass,"Dry mass of a plant's dispersal unit, including the seed and any dispersal appendages; synonymous with the term dispersule and often synonymous with the term disseminule.","Data mapped onto this trait have been very explicitly defined as a 'diaspore'. There will be additional values mapped as either 'seed_dry_mass' or 'fruit_dry_mass' that are also diaspores, but have identified only as being a 'seed' or 'fruit'. In addition, it is expected that some observations in AusTraits mapped onto 'seed_dry_mass' will actually include both the seed and some dispersal tissue, if the two cannot easily be separated.",continuous variable [STATO_0000251],1e-5,1000000,mg,NA,seed morphology trait [trait_group_0012604],reproductive shoot system [PO_0025082]; seed [PO_0009010],mass [PATO_0000125],dispersal [EnvThes:21038]; reproduction [GO_0000003]; seed dispersal [EnvThes:21042],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Kew Seed Information Database 2022 [https://data.kew.org/sid/sidsearch.html],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Carl Gosper [https://orcid.org/0000-0002-0962-5117]; Lydia Guja [https://orcid.org/0000-0001-5945-438X]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Mark Ooi [https://orcid.org/0000-0002-3046-0417]; Karen D. Sommerville [https://orcid.org/0000-0002-9843-6616]; Lily Dun [https://orcid.org/0000-0002-0712-5143],14/07/2021,05/02/2024,NA,NA,NA,exact match: Dispersule dry mass trait [TOP110] (https://top-thesaurus.org/index); exact match: Dispersal unit dry mass [TRY:233] (https://www.try-db.org/de/de.php); close match: seed weight & seed shape [LEDA:5.2] (https://uol.de/en/landeco/research/leda/standards),A seed morphology trait [TO:0000184] which is the dry [PATO:0001824] mass [PATO:0000125] of a seed [PO:0009010] and the seed dispersal [EnvThes:21042] structures [PATO:0000141].,diaspore_mass,trait_0012611,https://w3id.org/APD
