Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,allowed_values_levels,categorical_trait_description,categorical_trait_synonyms,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,reviewed,deprecated_trait_name,exact_match,close_match,related_match,description_encoded,identifier,categorical_trait_identifier,inScheme
https://w3id.org/APD/traits/trait_0020418,leaf_fluorescence_quantum_yield,Leaf ambient quantum yield,A trait that indicates the health of photosystem II in a light adapted leaf. Quantum yield is calculated as the ratio of (maximum fluorescence under ambient conditions)-(fluorescence under ambient conditions)/(maximum fluorescence under ambient conditions).,,numeric,0.01,1,{dimensionless},,,,,photosystem performance trait,leaf,reaction rate; enzyme activity; rate; ratio; proportion; dimensionless ratio,"quantum yield; chlorophyll fluorescence; biochemical reaction; photosystem II reaction center; photosynthesis, light reaction; electron transport chain",Maxwell & Johnson 2000 (https://doi.org/10.1093/jexbot/51.345.659); Long 1993 (https://doi.org/10.1007/BF00195081),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),29/03/2023,31/05/2023,,Leaf photosynthesis: quantum efficiency of photosystem II (maximum potential; FvFm) [TRY:3393] (https://www.try-db.org/de/de.php),,,"Ambient quantum yield [TO:0012004] of photosystem II [GO:0009539], as determined through chlorophyll fluorescence [GO:0090546]. Quantum yield is the ratio [PATO:0001470] of photons [NCIT:C88112] absorbed to photons emitted [SIO:000384] through fluorescence.",trait_0020418,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020419,leaf_gas_exchange_quantum_yield,"Leaf quantum yield, gas exchange measurement","Ambient quantum yield of photosystem II, as determined through gas exchange measurements. Quantum yield is the ratio of photons absorbed to photons emitted through fluorescence.",,numeric,0.01,1,{dimensionless},,,,,photosystem performance trait,leaf,reaction rate; enzyme activity; rate; ratio; proportion; dimensionless ratio,"quantum yield; chlorophyll fluorescence; biochemical reaction; photosystem II reaction center; photosynthesis, light reaction; electron transport chain",Singsaas 2001 (https://doi.org/10.1007/s004420000624),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),21/04/2023,31/05/2023,,,,,"Ambient quantum yield [TO:0012004] of photosystem II [GO:0009539], as determined through gas exchange measurements. Quantum yield is the ratio [PATO:0001470] of photons [NCIT:C88112] absorbed to photons emitted [SIO:000384] through fluorescence.",trait_0020419,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020510,leaf_dark_respiration_per_area,"Leaf respiration rate per unit leaf area, in the dark (Rdark)","The respiration rate of a leaf in the dark (absence of photosynthetically active radiation), calculated as the production of CO2 per unit leaf area.",Respiration is heavily temperature dependent and the measurement temperature should be specified in the methods or as a context property.,numeric,1,15000,nmol{CO2}/m2/s,,,,,respiration rate trait,leaf,reaction rate; per unit area; ratio; proportion; rate,cellular respiration; carbon dioxide; dark; biochemical reaction,Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,Leaf dark respiration rate per leaf area [TOP361] (https://top-thesaurus.org/index); Leaf respiration rate in the dark per leaf area [TRY:54] (https://www.try-db.org/de/de.php),,,"The cellular respiration [GO:0045333] rate [PATO:0000161] of plant leaves [PO:0025034] in the dark (absence of any photosynthetically active radiation [ENVO:01001864]), recorded per unit leaf area [PATO:0001323].",trait_0020510,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020511,leaf_dark_respiration_per_dry_mass,"Leaf respiration rate per unit leaf dry mass, in the dark (Rdark)","The respiration rate of a leaf in the dark (absence of photosynthetically active radiation), calculated as the production of CO2 per unit leaf dry mass.",Respiration is heavily temperature dependent and the measurement temperature should be specified in the methods or as a context property.,numeric,0.1,1000,nmol{CO2}/g/s,,,,,respiration rate trait,leaf,reaction rate; ratio; proportion; rate,cellular respiration; carbon dioxide; dark; biochemical reaction,Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,Leaf dark respiration rate per leaf dry mass [TOP362] (https://top-thesaurus.org/index); Leaf respiration rate in the dark per leaf dry mass [TRY:41] (https://www.try-db.org/de/de.php),,,"The cellular respiration [GO:0045333] rate [PATO:0000161] of plant leaves [PO:0025034] in the dark (absence of any photosynthetically active radiation [ENVO:01001864]), recorded per unit leaf dry mass [TO:0001014].",trait_0020511,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020512,leaf_light_respiration_per_area,"Leaf respiration rate per unit leaf area, in the light (Rday)","The respiration rate of a leaf in ambient light (ambient photosynthetically active radiation), calculated as the production of CO2 per unit leaf area.",Respiration is heavily temperature dependent and the measurement temperature should be specified in the methods or as a context property.,numeric,10,10000,nmol{CO2}/m2/s,,,,,respiration rate trait,leaf,reaction rate; per unit area; ratio; proportion; rate,cellular respiration; carbon dioxide; biochemical reaction,Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,Leaf respiration rate in light per leaf area [TRY:512] (https://www.try-db.org/de/de.php),,,"The cellular respiration [GO:0045333] rate [PATO:0000161] of plant leaves [PO:0025034] exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels, recorded per unit leaf area [PATO:0001323].",trait_0020512,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020513,stem_dark_respiration_per_area,"Stem respiration rate per unit stem area, in the dark","The respiration rate of a stem in the dark (absence of photosynthetically active radiation), calculated as the production of CO2 per unit stem area.",Respiration is heavily temperature dependent and the measurement temperature should be specified in the methods or as a context property.,numeric,0.01,10,umol{CO2}/m2/s,,,,,respiration rate trait,stem,reaction rate; ratio; proportion; rate,cellular respiration; carbon dioxide; dark; biochemical reaction,,Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,stem_respiration_per_dry_mass,Stem respiration rate per stem dry mass [TRY:519] (https://www.try-db.org/de/de.php),,,"The cellular respiration [GO:0045333] rate [PATO:0000161] of plant stems [PO:0009047] in the dark (absence of any photosynthetically active radiation [ENVO:01001864]), recorded per unit stem area [PATO:0001323].",trait_0020513,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020610,leaf_stomatal_conductance_per_area_ambient,Leaf stomatal conductance to water vapour per unit leaf area under ambient conditions (gsw),"The rate of gaseous water diffusion through stomata in a leaf exposed to ambient light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, recorded per unit leaf area.","Stomatal conductance refers to both the rate of water vapour diffusion exiting the leaf and carbon dioxide diffusion entering the leaf, but is reported here as the rate of water exiting the leaf.",numeric,0.1,2000,mmol{H2O}/m2/s,,,,,gas exchange trait,leaf,conductivity; per unit area; ratio; proportion; rate,stomatal conductance; water; stomata; stomatal pore; diffusion; NA,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,stomatal_conductance_per_area_ambient,Stomatal conductance for h2o [TOP368] (https://top-thesaurus.org/index); Stomata conductance per leaf area [TRY:45] (https://www.try-db.org/de/de.php); leaf stomatal conductance for H2O per leaf area [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,"The stomatal conductance [EnvThes:21211] to water vapour of plant leaves [PO:0025034] exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323]. Stomatal conductance is the rate [PATO:0000161] of gaseous [MESH:D005740] water [CHEBI:15377] diffusion [NCIT:C82333] through stomata [PO:0008032].",trait_0020610,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020611,leaf_stomatal_conductance_per_area_at_Amax,Leaf stomatal conductance to water vapour per unit leaf area during Amax measurement (gsw),"The rate of gaseous water diffusion through stomata in a leaf exposed to saturating light (photosynthetically active radiation) levels and saturating carbon dioxide concentrations, recorded per unit leaf area.","Stomatal conductance refers to both the rate of water vapour diffusion exiting the leaf and carbon dioxide diffusion entering the leaf, but is reported here as the rate of water exiting the leaf.",numeric,0.1,2000,mmol{H2O}/m2/s,,,,,gas exchange trait,leaf,conductivity; per unit area; ratio; proportion; rate,stomatal conductance; water; stomata; stomatal pore; diffusion; NA,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,stomatal_conductance_per_area_at_Amax,Stomatal conductance for h2o [TOP368] (https://top-thesaurus.org/index); Stomata conductance per leaf area [TRY:45] (https://www.try-db.org/de/de.php); leaf stomatal conductance for H2O per leaf area [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,"The stomatal conductance [EnvThes:21211] to water vapour of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and saturating atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323]. Stomatal conductance is the rate [PATO:0000161] of gaseous [MESH:D005740] water [CHEBI:15377] diffusion [NCIT:C82333] through stomata [PO:0008032].",trait_0020611,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020612,leaf_stomatal_conductance_per_area_at_Asat,Leaf stomatal conductance to water vapour per unit leaf area during Asat measurement (gsw),"The rate of gaseous water diffusion through stomata in a leaf exposed to saturating light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, recorded per unit leaf area.","Stomatal conductance refers to both the rate of water vapour diffusion exiting the leaf and carbon dioxide diffusion entering the leaf, but is reported here as the rate of water exiting the leaf.",numeric,0.1,2000,mmol{H2O}/m2/s,,,,,gas exchange trait,leaf,conductivity; per unit area; ratio; proportion; rate,stomatal conductance; water; stomata; stomatal pore; diffusion; NA,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,stomatal_conductance_per_area_at_Asat,Stomatal conductance for h2o [TOP368] (https://top-thesaurus.org/index); Stomata conductance per leaf area [TRY:45] (https://www.try-db.org/de/de.php); leaf stomatal conductance for H2O per leaf area [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,"The stomatal conductance [EnvThes:21211] to water vapour of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323]. Stomatal conductance is the rate [PATO:0000161] of gaseous [MESH:D005740] water [CHEBI:15377] diffusion [NCIT:C82333] through stomata [PO:0008032].",trait_0020612,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020630,leaf_stomatal_resistance_ambient,Leaf stomatal water vapour resistance under ambient conditions,Leaf stomatal water vapour resistance under ambient light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations.,"Stomatal resistance is the inverse of leaf stomatal conductance and is regularly used in environmental models and meteorology. An equation converts between stomatal resistance in distance units and stomatal conductance in molar units obtained through gas exchange readings (""Plants and Microclimate"" by H.G. Jones (1992), page 55 and Appendix 3; ""Elevated Carbon Dioxide Impacts on Soil and Plant Water Relations"" by M.B. Kirkham (2011), page 149).",numeric,10,1000000,s/m,,,,,gas exchange trait,leaf,conductivity; rate; resistance,stomata; stomatal pore; atmospheric carbon dioxide; water; stomatal conductance; diffusion; NA,Jones 1992 (https://doi.org/10.1017/CBO9780511845727); Kirkham 2016 (https://doi.org/10.1201/b10812),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,stomatal_resistance_conductance_ambient,,,Stomatal conductance for h2o [TOP368] (https://top-thesaurus.org/index); Leaf water storage transfer resistance [TRY:714] (https://www.try-db.org/de/de.php),"The stomatal [PO:0008032] water vapour resistance [SWEET:propConductivity/Resistance] of plant leaves [PO:0025034] exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323]. Stomatal resistance is the resistance to the diffusion [NCIT:C82333] of carbon dioxide [CHEBI:16526] through stomata.",trait_0020630,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020640,leaf_mesophyll_conductance_per_area,Leaf mesophyll conductance to carbon dioxide per unit leaf area (gm),"The rate of carbon dioxide movement between sub-stomatal cavities (intracellular space) and chloroplasts, per unit leaf area",,numeric,0.01,2000,mol{CO2}/m2/s,,,,,gas exchange trait,leaf,conductivity; per unit area; ratio; proportion; rate,carbon dioxide; intercellular space; chloroplast; diffusion; mesophyll; airway conductance,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232); Flexas 2012 (https://doi.org/10.1016/j.plantsci.2012.05.009); Evans 2009 (https://doi.org/10.1093/jxb/erp117); Warren 2006 (https://doi.org/10.1071/FP05298),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,Leaf mesophyll conductance [TRY:964] (https://www.try-db.org/de/de.php),,,"The diffusion [NCIT:C82333] rate [PATO:0000161] of carbon dioxide [CHEBI:16526] in plant leaves [PO:0025034] from intercellular spaces [PO:0025379] to chloroplasts [GO:0009507], recorded per unit leaf area [PATO:0001323].",trait_0020640,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020641,leaf_mesophyll_conductance_per_mass,Leaf mesophyll conductance to carbon dioxide per unit leaf mass (gm),"The rate of carbon dioxide movement between sub-stomatal cavities (intracellular space) and chloroplasts, per unit leaf mass",,numeric,0.01,10,mmol{CO2}/g/s,,,,,gas exchange trait,leaf,conductivity; ratio; proportion; rate,carbon dioxide; intercellular space; chloroplast; diffusion; mesophyll; airway conductance,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232); Flexas 2012 (https://doi.org/10.1016/j.plantsci.2012.05.009); Evans 2009 (https://doi.org/10.1093/jxb/erp117); Warren 2006 (https://doi.org/10.1071/FP05298),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,Leaf mesophyll conductance [TRY:964] (https://www.try-db.org/de/de.php),,,"The diffusion [NCIT:C82333] rate [PATO:0000161] of carbon dioxide [CHEBI:16526] in plant leaves [PO:0025034] from intercellular spaces [PO:0025379] to chloroplasts [GO:0009507], recorded per unit leaf dry mass [TO:0001014].",trait_0020641,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020660,leaf_transpiration_per_area_ambient,Leaf transpiration per unit leaf area under ambient conditions (E),"The rate of water loss from a leaf exposed to ambient light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, recorded per unit leaf area.","This trait assumes measurements were made on a leaf under changer conditions. Commercial gas exchange systems create wind inside the chamber to measure transpiration, which means transpiration inside chambers is not the same as transpiration with no chamber involved.",numeric,0.1,50,mmol{H2O}/m2/s,,,,,transpiration rate trait,leaf,rate; ratio; proportion,transpiration; water; stomata; stomatal pore; vapor; NA,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,leaf_transpiration,Leaf transpiration rate per leaf area [TRY:111] (https://www.try-db.org/de/de.php),,Leaf photosynthetic A/Ci curve: transpiration rate per leaf area [TRY:3367] (https://www.try-db.org/de/de.php),"The transpiration [ENVO:02500035] rate [PATO:0000161] of plant leaves [PO:0025034] exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323]. Transpiration rate is the rate at which plants lose water [CHEBI:15377] vapor [NCIT:C63390] through their stomata [PO:0008032].",trait_0020660,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020661,leaf_transpiration_per_area_at_Amax,Leaf transpiration per unit leaf area during Amax measurement (E),"The rate of water loss from a leaf exposed to saturating light (photosynthetically active radiation) levels and saturating carbon dioxide concentrations, recorded per unit leaf area.","This trait assumes measurements were made on a leaf under changer conditions. Commercial gas exchange systems create wind inside the chamber to measure transpiration, which means transpiration inside chambers is not the same as transpiration with no chamber involved.",numeric,0.1,50,mmol{H2O}/m2/s,,,,,transpiration rate trait,leaf,rate; ratio; proportion,transpiration; water; stomata; stomatal pore; vapor; NA,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,leaf_transpiration_at_Amax,Leaf transpiration rate per leaf area [TRY:111] (https://www.try-db.org/de/de.php),,Leaf photosynthetic A/Ci curve: transpiration rate per leaf area [TRY:3367] (https://www.try-db.org/de/de.php),"The transpiration [ENVO:02500035] rate [PATO:0000161] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and saturating atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323]. Transpiration rate is the rate at which plants lose water [CHEBI:15377] vapor [NCIT:C63390] through their stomata [PO:0008032].",trait_0020661,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020662,leaf_transpiration_per_area_at_Asat,Leaf transpiration per unit leaf area during Asat measurement (E),"The rate of water loss from a leaf exposed to saturating light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, recorded per unit leaf area.","This trait assumes measurements were made on a leaf under changer conditions. Commercial gas exchange systems create wind inside the chamber to measure transpiration, which means transpiration inside chambers is not the same as transpiration with no chamber involved.",numeric,0.1,50,mmol{H2O}/m2/s,,,,,transpiration rate trait,leaf,rate; ratio; proportion,transpiration; water; stomata; stomatal pore; vapor; NA,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,leaf_transpiration_at_Asat,Leaf transpiration rate per leaf area [TRY:111] (https://www.try-db.org/de/de.php),,Leaf photosynthetic A/Ci curve: transpiration rate per leaf area [TRY:3367] (https://www.try-db.org/de/de.php),"The transpiration [ENVO:02500035] rate [PATO:0000161] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323]. Transpiration rate is the rate at which plants lose water [CHEBI:15377] vapor [NCIT:C63390] through their stomata [PO:0008032].",trait_0020662,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020663,leaf_dark_transpiration_per_area,"Leaf transpiration rate per unit leaf area, in the dark","The rate of water loss from a leaf in the dark (no photosynthetically active radiation) and ambient carbon dioxide concentrations, recorded per unit leaf area.",,numeric,1e-4,10,mmol{H2O}/m2/s,,,,,transpiration rate trait,leaf,rate; ratio; proportion,transpiration; water; stomata; stomatal pore; vapor; dark,Ely 2021 (https://doi.org/10.1016/j.ecoinf.2021.101232),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,Leaf transpiration rate at nighttime [TRY:1267] (https://www.try-db.org/de/de.php),,,"The transpiration [ENVO:02500035] rate [PATO:0000161] of plant leaves [PO:0025034] in the dark (absence of any photosynthetically active radiation [ENVO:01001864]) and exposed to ambient atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033], recorded per unit leaf area  [PATO:0001323]. Transpiration rate is the rate at which plants lose water [CHEBI:15377] vapor [NCIT:C63390] through their stomata [PO:0008032].",trait_0020663,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020664,integrated_plant_transpiration,Integrated plant transpiration,"The rate of water loss integrated across an entire plant, as calculated across longer periods of time under experimental conditions, recorded per unit leaf area.",,numeric,0.01,1,g/cm2{leaf}/d,,,,,transpiration rate trait,whole plant; leaf,rate; ratio; proportion; duration,transpiration; water; stomata; stomatal pore; vapor,,Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,whole_plant_transpiration,Crown (canopy) transpiration [TRY:749] (https://www.try-db.org/de/de.php),,,"Rate [PATO:0000161] of water [CHEBI:15377] loss integrated across an entire plant [PO:0000003], recorded per unit leaf [PO:0025034] area [PATO:0001323] and measured across a duration [PATO:0001309] of at least one day.",trait_0020664,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020665,whole_plant_sapflow,Whole plant sapflow,"The rate of water flow (velocity) through a plant stem, recorded per unit leaf area.",,numeric,,,m3{H20}/m2{sapwood}/h,,,,,transpiration rate trait,whole plant; leaf,rate; ratio; proportion; velocity,transpiration; water; stomata; stomatal pore,O'Grady 2010 (https://prometheusprotocols.net/function/water-relations/sap-flow/standardised-protocol-for-sap-flow-measurements/); McElrone & Bleby 2010 (https://prometheusprotocols.net/function/water-relations/sap-flow/),David Ellsworth (https://orcid.org/0000-0002-9699-2272),22/05/2023,31/05/2023,,Stem sap flow rate [TRY:3796] (https://www.try-db.org/de/de.php),,,"Rate [PATO:0000161] of water [CHEBI:15377] flow (velocity [PATO:0002242]) through a plant stem [PO:0009047], recorded per unit leaf [PO:0025034] area [PATO:0001323].",trait_0020665,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020710,leaf_photosynthetic_nitrogen_use_efficiency_maximum,Leaf photosynthetic nitrogen use efficiency during Amax measurement (PNUE),"The ratio of photosynthesis (CO2 assimilation rate) to leaf nitrogen content, where photosynthesis has been measured in a leaf exposed to saturating light (photosynthetically active radiation) levels and saturating carbon dioxide concentrations; PNUE.","Leaf nitrogen content and photosynthetic rate can be record either per unit leaf area or per unit leaf mass, but both must have the same denominator.",numeric,0.1,1000,umol{CO2}/g{N}/s,,,,,gas exchange trait; live leaf mineral and ion content trait,leaf,reaction rate; mass; ratio; proportion; rate; efficiency,photosynthetic rate; nitrogen atom; biochemical reaction; NA,Field & Mooney 1986 (https://books.google.com/books?vid=ISBN0521262968),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,"Leaf photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency, PNUE [TRY:135] (https://www.try-db.org/de/de.php)",,,"The ratio [PATO:0001470] of a leaf's [PO:0025034] photosynthetic rate [TO:0001015] to its nitrogen [CHEBI:25555] content, where photosynthesis is measured in plant leaves whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and saturating atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033].",trait_0020710,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020711,leaf_photosynthetic_nitrogen_use_efficiency_saturated,Leaf photosynthetic nitrogen use efficiency during Asat measurement (PNUE),"The ratio of photosynthesis (CO2 assimilation rate) to leaf nitrogen content, where photosynthesis has been measured in a leaf exposed to saturating light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations; PNUE.","Leaf nitrogen content and photosynthetic rate can be record either per unit leaf area or per unit leaf mass, but both must have the same denominator.",numeric,0.1,1000,umol{CO2}/g{N}/s,,,,,gas exchange trait; live leaf mineral and ion content trait,leaf,reaction rate; mass; ratio; proportion; rate; efficiency,photosynthetic rate; nitrogen atom; biochemical reaction; NA,Field & Mooney 1986 (https://books.google.com/books?vid=ISBN0521262968),Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,"Leaf photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency, PNUE [TRY:135] (https://www.try-db.org/de/de.php)",,,"The ratio [PATO:0001470] of a leaf's [PO:0025034] photosynthetic rate [TO:0001015] to its nitrogen [CHEBI:25555] content, with the photosynthesis measurements made on leaves which are saturated [NCIT:C61427] by photosynthetically active radiation [ENVO:01001864] and which are exposed to ambient [NCIT:C62306] atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033].",trait_0020711,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020712,leaf_photosynthetic_phosphorus_use_efficiency_maximum,Leaf photosynthetic phosphorus use efficiency during Amax measurement PPUE),"The ratio of photosynthesis (CO2 assimilation rate) to leaf phosphorus content, where photosynthesis has been measured in a leaf exposed to saturating light (photosynthetically active radiation) levels and saturating carbon dioxide concentrations; PPUE.","Leaf phosphorus content and photosynthetic rate can be record either per unit leaf area or per unit leaf mass, but both must have the same denominator.",numeric,1,10000,umol{CO2}/g{P}/s,,,,,gas exchange trait; live leaf mineral and ion content trait,leaf,reaction rate; mass; ratio; proportion; rate; efficiency,photosynthetic rate; phosphorus atom; biochemical reaction; NA,,Belinda Medlyn (https://orcid.org/0000-0001-5728-9827); David Ellsworth (https://orcid.org/0000-0002-9699-2272),14/07/2021,31/05/2023,,,,,"The ratio [PATO:0001470] of a leaf's [PO:0025034] photosynthetic rate [TO:0001015] to its phosphorus [CHEBI:28659] content, where photosynthesis is measured in plant leaves whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and saturating atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033].",trait_0020712,,https://w3id.org/APD
