Entity,label,description,identifier,inScheme,prefix,vocabulary
http://purl.obolibrary.org/obo/PATO_0000383,female,A biological sex quality inhering in an individual or a population that only produces gametes that can be fertilised by male gametes.,PATO_0000383,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000384,male,A biological sex quality inhering in an individual or a population whose sex organs contain only male gametes.,PATO_0000384,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000404,coiled,A shape quality inhering in a bearer by virtue of the bearer's being curled or wound [especially in concentric rings or spirals].,PATO_0000404,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000407,flat,"A quality inhering in a bearer by virtue of the bearer's having a horizontal surface without a slope, tilt, or curvature.",PATO_0000407,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000410,pinnate,A shape quality inhering in a bearer by virtue of the bearer's having leaflets or leaflets-like structures on each side of a common axis.,PATO_0000410,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000453,glabrous,A pilosity quality inhering in a bearer by virtue of the bearer's lack of hairs or bristles.,PATO_0000453,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000454,hairy,A pilosity quality inhering in a bearer by virtue of the bearer's being covered with hair or hairlike projections.,PATO_0000454,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.,PATO_0000462,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000467,present,A quality inhering in a bearer by virtue of the bearer's existence.,PATO_0000467,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000573,"increased length, long",A length quality which is relatively large.,PATO_0000573,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000591,"increased thickness, thickened; high thickness; stout",A thickness which is relatively high.,PATO_0000591,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000599,decreased width,A width which is relatively small.,PATO_0000599,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000600,increased width,A width which is relatively large.,PATO_0000600,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000617,bent,A shape quality inhering in a bearer by virtue of the bearer's having one or more angle(s) in its length.,PATO_0000617,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000892,female sterile,"A female fertility quality inhering in a female by virtue of the bearer's being incapable of initiating, sustaining, or supporting reproduction.",PATO_0000892,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000915,thickness,A 1-D extent quality which is equal to the dimension through an object as opposed to its length or width.,PATO_0000915,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000918,volume,A 3-D extent quality inhering in a bearer by virtue of the bearer's amount of 3-dimensional space it occupies.,PATO_0000918,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000921,width,A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,PATO_0000921,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000955,fertile,"A fertility quality inhering in a bearer by virtue of the bearer's being capable of initiating, sustaining, or supporting reproduction.",PATO_0000955,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000965,symmetry,"A pattern quality of inhering in a bearer by virtue of the correspondence in size, shape, and relative position of the bearer's parts on opposite sides of a dividing line or median plane or about a center or axis.",PATO_0000965,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000982,permeable,A permeability quality inhering in a bearer by virtue of the bearer's being capable to be permeated or pervaded by a gas or liquid (as by osmosis or diffusion).,PATO_0000982,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002079,physical quality,A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities.,PATO_0002079,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001019,"mass density, density",A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.,PATO_0001019,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001021,energy,A physical quality inhering in a bearer by virtue of the bearer's capacity to do work.,PATO_0001021,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001024,power,A physical quality inhering in a bearer by virtue of the bearer's rate of doing work.,PATO_0001024,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001025,pressure,A physical quality that inheres in a bearer by virtue of the bearer's amount of force per unit area it exerts.,PATO_0001025,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001026,work,A physical quality which is equal to the energy transferred by a force to a moving object.,PATO_0001026,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.,PATO_0001029,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001031,elasticity,A physical quality inhering in a bearer by virtue of the bearer's disposition to recover its size and shape after deformation in any way.,PATO_0001031,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001034,strain,A physical quality inhering in a bearer by virtue of the relative change in the bearer's length or the bearer's volume when being stretched or squashed.,PATO_0001034,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001035,force,A physical quality inhering in a bearer by virtue of the bearer's rate of change of momentum.,PATO_0001035,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001046,resistance to,A quality inhering in a bearer by virtue of the bearer's disposition to resist to a stimulus.,PATO_0001046,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001190,juvenile,A maturity quality inhering in a bearer by virtue the bearer's being not fully grown or developed.,PATO_0001190,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001195,proximal to,A spatial quality inhering in a bearer by virtue of the bearer's being located more centrally than another entity.,PATO_0001195,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001206,serrated,A shape quality inhering in a bearer by virtue of having sharp straight-edged teeth pointing to the apex.,PATO_0001206,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001230,strength,A quality inhering in a bearer by virtue of the bearer's power or force.,PATO_0001230,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001234,distal to,A spatial quality inhering in a bearer by virtue of the bearer's being located further from a more centrally located entity.,PATO_0001234,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001297,reflectivity,A radiation reflective quality inhering in a bearer by virtue of the ratio of the energy of a wave reflected from its surface to the energy possessed by the wave striking the bearer's surface.,PATO_0001297,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.,PATO_0001309,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001323,area,A 2-D extent quality inhering in a bearer by virtue of the bearer's two dimensional extent.,PATO_0001323,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001328,actinomorphic,A symmetry quality inhering in a bearer by virtue of the bearer's being capable of division into symmetrical halves by any longitudinal plane passing through the axis.,PATO_0001328,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001334,diameter,A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.,PATO_0001334,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001340,hermaphrodite,A biological sex quality inhering in an organism or a population with both male and female sexual organs in one individual.,PATO_0001340,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001351,area density,A density quality which inheres in a bearer by virtue of some influence exerted by the bearer's mass on a given area.,PATO_0001351,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001353,volume density,A density quality which inheres in a bearer by virtue of some influence exerted by the bearer's mass on a given volume.,PATO_0001353,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001365,spiny,"A surface feature shape quality inhering in a bearer by virtue of the bearer's having spines, thorns or similar thin projections on its surface.",PATO_0001365,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001374,ploidy,"A cellular quality inhering in a bearer by virtue of the bearer's number of homologous sets of chromosomes in the nucleus or primary chromosome-containing compartment of the cell, each set essentially coding for all the biological traits of the organism.",PATO_0001374,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001394,diploid,"A ploidy quality inhering in a bearer by virtue of the bearer's having two copies (homologs) of each chromosome, usually one from the mother and one from the father.",PATO_0001394,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001421,alive,A viability quality inhering in a bearer by virtue of the bearer's condition before death.,PATO_0001421,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001422,dead,A viability quality inhering in a bearer by virtue of the cessation of the bearer's life.,PATO_0001422,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001470,ratio; proportion,A quality inhering in a bearer by virtue of the bearer's magnitude in respect to a related entity.,PATO_0001470,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001487,senescent,A time quality inhering in a bearer by virtue of the bearer's growing old; aging.,PATO_0001487,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001537,soluble in,A solubility quality inhering in a substance by virtue of the bearer's disposition to dissolve in a liquid.,PATO_0001537,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001538,insoluble in,A solubility quality inhering in a substance by virtue of the bearer's inability of a substance to dissolve in a liquid.,PATO_0001538,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001555,has number of,"The number of parts of a particular type that the bearer entity has. This is a relational quality, and thus holds between two entities: the bearer of the quality, and the type of parts.",PATO_0001555,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001585,conductivity,A physical quality inhering in a bearer by virtue of the bearer's disposition to transmit of an entity through a medium.,PATO_0001585,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001591,curvature,A surface shape quality inhering in a bearer by virtue of the bearer's exhibiting a degree of bending.,PATO_0001591,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001595,depth,A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimension.,PATO_0001595,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001620,turgor,A structural quality inhering in a cell or blood vessel or capillary by virtue of the bearer's being in a rigid state of fullness resulting from pressure of the contents against the wall or membrane.,PATO_0001620,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001667,attached to,An attachment quality inhering in a bearer by virtue of the bearer's connection or association with another entity.,PATO_0001667,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001701,mature,"A quality inhering in a bearer by virtue of the bearer's exhibiting complete growth, differentiation, or development.",PATO_0001701,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001708,1-D extent,A size quality inhering in an bearer by virtue of the bearer's extension in one dimension.,PATO_0001708,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001709,2-D extent,A size quality inhering in an bearer by virtue of the bearer's extension in two dimensions.,PATO_0001709,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001710,3-D extent,A size quality inhering in an bearer by virtue of the bearer's extension in three dimensions.,PATO_0001710,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001711,perimeter,An 1-D extent quality inhering in two-dimensional bearer by virtue of being equal to the distance around it.,PATO_0001711,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001729,shedability,An organismal quality inhering in a bearer by virtue of the bearer's disposition to lose an entitity by natural process.,PATO_0001729,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001731,deciduous,A quality inhering in a plant by virtue of the bearer's disposition to shed foliage.,PATO_0001731,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001733,evergreen,A quality inhering in a plant by virtue of the bearer's disposition to retain foliage.,PATO_0001733,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001824,dry,A wetness quality inhering in a bearer by virtue of the bearer's not being covered by a liquid.,PATO_0001824,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001854,vertical,A spatial pattern inhering in a bearer by virtue of the bearer's being situated at right angles to the horizon.,PATO_0001854,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001855,horizontal,A positional quality inhering in a bearer by virtue of the bearer's being in the plane of the horizon.,PATO_0001855,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001894,phenotypic sex,An organismal quality inhering in a bearer by virtue of the bearer's physical expression of sexual characteristics.,PATO_0001894,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001925,surface feature shape,"This quality either inheres directly in the surface, or in the entity that has the surface. For example, to say that a particular fly wing is curved is shorthand for saying the wing has a surface which is curved. A surface shape quality inhering in a bearer by virtue of the bearer's shape of features present on its surface or outer shell.",PATO_0001925,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001951,whorled,A spatial pattern inhering in a bearer by virtue of the bearer's being in opposition round a common axis.,PATO_0001951,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001963,revolute,A curled quality inhering in a bearer by virtue of the bearer's edges of its surface being rolled backwards spirally on each side.,PATO_0001963,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001979,lobed,A shape quality inhering in a bearer by virtue of the bearer's being partly divided into a determinate number of regions.,PATO_0001979,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001995,organismal quality,A quality that inheres in an entire organism or part of an organism.,PATO_0001995,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002009,branchiness,A shape quality inhering in a bearer by virtue of the degree to which there are subdivisions or offshoots in a bearer entity.,PATO_0002009,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002046,abaxial,A spatial quality inhering in a bearer by virtue of the bearer's being away from or on the opposite side of the central axis.,PATO_0002046,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002047,adaxial,A spatial quality inhering in a bearer by virtue of the bearer's being located on the side nearest to the axis of an organ or organism.,PATO_0002047,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002211,recurved,A curvature quality inhering in a bearer by virtue of the bearer's being curved backward or inward.,PATO_0002211,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002266,3-D shape,A shape that inheres in a 3 dimensional entity.,PATO_0002266,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002267,edge shape,[no definition],PATO_0002267,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002284,tension,A physical quality that pertains by virtue of a pulling force that is directed away from the bearer and attempts to stretch or elongate the bearer.,PATO_0002284,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002326,angle,An orientation inhering in a bearer by virtue of the bearer's placement at an angle.,PATO_0002326,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002351,fleshy,A structural quality inhering in a bearer by virtue of the bearer resembling or containing flesh.,PATO_0002351,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002352,herbaceous,A quality inhering in a bearer by virtue of the bearer's upper parts die back to the rootstock at the end of the growing season.,PATO_0002352,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002354,active,A quality of an physical object that is currently realizing one of its functions.,PATO_0002354,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002384,waxy,Presence of long chain aliphatic lipids on the surface of an organism.,PATO_0002384,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002434,perpendicular to,A spatial quality inhering in a bearer by virtue of the bearer's being located at a right angle relative to another entity.,PATO_0002434,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002482,slit-like,Shape quality inhering in a bearer by virtue of the bearer exhibiting a narrow and elongate opening.,PATO_0002482,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0005006,differentiated from,A morphology quality inhering in a bearer by virtue of the bearer's being morphologically distinguishable from another entity.,PATO_0005006,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0085001,salinity,An osmolarity quality inhering in a bearer by virtue of the total amount of ionic salts dissolved in the bearer.,PATO_0085001,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0000405,curled,A shape quality inhering in a bearer by virtue of the bearer's having parallel chains in undulate fashion on the border. ,PATO_0000405,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0001510,functional,A functionality quality held by the bearer when the latter is able to perform a regular function(s).,PATO_0001510,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002205,capacitance,Capacitance is also a measure of the amount of electrical energy stored (or separated) for a given electric potential. A quality inhering in a bearer by virtue of the bearer's ability to hold an electrical charge.,PATO_0002205,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PATO_0002242,velocity,A physical quality inhering in a bearer by virtue of the bearer's rate of change of the position.,PATO_0002242,http://purl.obolibrary.org/obo/,obo,Phenotypic Quality Ontology
http://purl.obolibrary.org/obo/PCO_0000001,population,"A collection of organisms, all of the same species, that live in the same place.",PCO_0000001,http://purl.obolibrary.org/obo/,obo,Population and Community Ontology
http://purl.obolibrary.org/obo/PO_0000003,whole plant,A plant structure [PO:0005679] which is a whole organism.,PO_0000003,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000022,plant cuticle,"A portion of plant substance [PO:0025161] composed of cutin [PO:0025385], a polyester matrix of hydroxy- and hydroxy epoxy fatty acids C16 and C18 chains, embedded and overlayed with cuticular wax [PO:0025386] and forming a layer on the surface of a plant epidermis [PO:0005679]. The plant cuticle is produced in and secreted by epidermal cells [PO:0004013] of leaves [PO:0025034], stems [PO:0009047], fruits [PO:0009001], and other aerial plant structures. It has as parts an inner cuticle proper [PO:0025387] and an outer layer of epicuticular wax [PO:0025388].",PO_0000022,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000034,vascular system,"A maximal portion of vascular tissue [PO:0009015] in a whole plant [PO:0000003], collective plant structure [PO:0025497], multi-tissue plant structure [PO:0025496], or cardinal part of multi-tissue plant structure [PO:0025498].",PO_0000034,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000037,shoot axis apex,A shoot axis (PO:0025029) that is the most distal part of a shoot system (PO:0009006) and has as parts a shoot apical meristem (PO:0020148) and the youngest primordia (PO:0025127).,PO_0000037,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000049,leaf lamina abaxial epidermis,A portion of leaf lamina epidermis that covers the abaxial/lower surface of a leaf lamina.,PO_0000049,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000050,leaf lamina adaxial epidermis,A portion of leaf lamina epidermis that covers the adaxial/upper surface of a leaf lamina.,PO_0000050,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000055,bud,An undeveloped shoot system (PO:0009006).,PO_0000055,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000056,flower bud,A bud that develops into a flower.,PO_0000056,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000074,parenchyma cell,A relatively unspecialized ground tissue cell with a nucleate protoplast.,PO_0000074,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000077,sclerenchyma cell,A ground tissue cell [PO:0025030] with a lignified secondary cell wall.,PO_0000077,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000282,trichome,A unicellular or multicellular plant structure (PO:0009011) that forms a non-sclerified outgrowth from the epidermis (PO:0005679).,PO_0004510,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000293,guard cell,One of a pair of cells flanking the stomatal pore.,PO_0000293,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0000301,tracheids,A tracheary element [PO:0000290] that has no perforations in its cell wall.,PO_0000301,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0001052,vascular leaf expansion stage,During this stage leaf shaping (GO:0010358) occurs which is defined as the developmental process that pertains to the organization of a leaf in three-dimensional space once the structure has initially formed. A vascular leaf development stage (PO:0025570) during which vascular leaf size increases primarily through cell expansion.,PO_0001052,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0001095,plant embryo true leaf formation stage,"A true leaf is vascular leaf [PO:0009025] that forms after the formation of the cotyledons [PO:0020030] or a coleoptile [PO:0020033]. Not all species form true leaves in the plant embryo development stage [PO:0007631]. If it occurs, a plant embryo true leaf formation stage is preceded by either a plant embryo cotyledonary stage [PO:0001078] or a plant embryo coleoptilar stage [PO:0001094], depending upon the species.",PO_0001095,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0002000,stomatal complex,A portion of shoot system epidermis [PO:0006035] that has as parts two guard cells [PO:0000293] and a stomatal pore [PO:0008032]. May also contain subsidiary cells [PO:0000284].,PO_0002000,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0004013,epidermal cell,A native plant cell [PO:0025606] that is part of a portion of epidermis [PO:0005679].,PO_0004013,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0004513,sapwood,A portion of secondary xylem [PO:0005848] that has as parts living secondary xylem parenchyma cells.,PO_0004513,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0004518,bark,"A portion of plant tissue [PO:0009007] outside the vascular cambium [PO:0005598] or the xylem [PO:0005352]; in older trees may be divided into dead outer bark and living inner bark, which consists of secondary ...",PO_0004518,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0004533,axial secondary xylem parenchyma,A portion of secondary xylem parenchyma [PO:0004532] that is part of an axial system [PO:0025410] and has as parts axial secondary xylem parenchyma cells [PO:0004526].,PO_0004533,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0004534,ray secondary xylem parenchyma,A portion of secondary xylem parenchyma [PO:0004532] that is part of a ray system [PO:0025411] and has as parts ray secondary xylem parenchyma cells [PO:0004527].,PO_0004534,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0005011,anther dehiscence zone,"A dehiscence zone (PO:0025092) that is part of an anther (PO:0009066). Extends along the entire length of the anther and is observed as an indentation between the locules of each theca. Upon anther maturation, cell separation within the dehiscence zone allows the anther wall to break open and pollen to be released.",PO_0005011,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0005051,hypodermis,A portion of ground tissue [PO:0025059] that is the outermost layer of a portion of cortex [PO:0005708].,PO_0005051,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0005352,xylem,A portion of vascular tissue [PO:0009015] that has as part one or more tracheary elements [PO:0000290].,PO_0005352,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0005647,spongy mesophyll,"Leaf mesophyll parenchyma characterized by little elongated cells, that are not closely packed and have conspicuous intercellular spaces.",PO_0005647,http://purl.obolibrary.org/obo/,obo,Plant Ontology
http://purl.obolibrary.org/obo/PO_0005648,palisade mesophyll,Parenchyma containing closely packed elongated chlorenchymatous cells oriented perpendicular to the leaf surface and which are active in photosynthesis,PO_0005648,http://purl.obolibrary.org/obo/,obo,Plant Ontology
