Subject,Predicate,Object
<http://doi.org/10.2307/1938268>,<http://purl.org/dc/terms/title>,"""Seed Size and Plant Growth Form as Factors in Dispersal Spectra""@en"
<http://doi.org/10.1071/BT20048>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wigley 2020""^^[xsd:string]"
<http://doi.org/10.1071/BT20048>,<http://purl.org/dc/terms/bibliographicCitation>,"""Wigley, Benjamin J., et al. A handbook for the standardised sampling of plant functional traits in disturbance-prone ecosystems, with a focus on open ecosystems. *Australian Journal of Botany* 68(8), 473-531 (2020).""@en"
<http://doi.org/10.1071/BT20048>,<http://purl.org/dc/terms/identifier>,"""doi:10.1071/BT20048""^^[xsd:string]"
<http://doi.org/10.1071/BT20048>,<http://purl.org/dc/terms/title>,"""A handbook for the standardised sampling of plant functional traits in disturbance-prone ecosystems, with a focus on open ecosystems""@en"
<http://en.wikipedia.org/wiki/Glossary_of_leaf_morphology>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wikipedia 2022 Glossary of leaf morphology""^^[xsd:string]"
<http://en.wikipedia.org/wiki/Glossary_of_leaf_morphology>,<http://purl.org/dc/terms/bibliographicCitation>,"""Wikimedia Foundation. Glossary of leaf morphology. *Wikipedia*  https://en.wikipedia.org/wiki/Glossary_of_leaf_morphology (2022).""@en"
<http://en.wikipedia.org/wiki/Glossary_of_leaf_morphology>,<http://purl.org/dc/terms/identifier>,"""url:en.wikipedia.org/wiki/Glossary_of_leaf_morphology""^^[xsd:string]"
<http://en.wikipedia.org/wiki/Glossary_of_leaf_morphology>,<http://purl.org/dc/terms/title>,"""Glossary of leaf morphology""@en"
<http://en.wikipedia.org/wiki/Leaf#Arrangement_on_the_stem>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wikipedia 2022 Leaf arrangement on the stem""^^[xsd:string]"
<http://en.wikipedia.org/wiki/Leaf#Arrangement_on_the_stem>,<http://purl.org/dc/terms/bibliographicCitation>,"""Wikimedia Foundation. Leaf arrangement on the stem. *Wikipedia*  https://en.wikipedia.org/wiki/Phyllotaxis (2022).""@en"
<http://en.wikipedia.org/wiki/Leaf#Arrangement_on_the_stem>,<http://purl.org/dc/terms/identifier>,"""url:en.wikipedia.org/wiki/Leaf#Arrangement_on_the_stem""^^[xsd:string]"
<http://en.wikipedia.org/wiki/Leaf#Arrangement_on_the_stem>,<http://purl.org/dc/terms/title>,"""Leaf arrangement on the stem""@en"
<http://doi.org/10.1890/0012-9658%281997%29078%5B2542%3ALPOWSI%5D2.0.CO%3B2>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Williams 1997""^^[xsd:string]"
<http://doi.org/10.1890/0012-9658%281997%29078%5B2542%3ALPOWSI%5D2.0.CO%3B2>,<http://purl.org/dc/terms/bibliographicCitation>,"""Williams, Rikkaine J., et al. Leaf phenology of woody species in a north Australian tropical savanna. *Ecology* 78(8), 2542-2558 (1997).""@en"
<http://doi.org/10.1890/0012-9658%281997%29078%5B2542%3ALPOWSI%5D2.0.CO%3B2>,<http://purl.org/dc/terms/identifier>,"""doi:10.1890/0012-9658%281997%29078%5B2542%3ALPOWSI%5D2.0.CO%3B2""^^[xsd:string]"
<http://doi.org/10.1890/0012-9658%281997%29078%5B2542%3ALPOWSI%5D2.0.CO%3B2>,<http://purl.org/dc/terms/title>,"""Leaf phenology of woody species in a north Australian tropical savanna""@en"
<http://doi.org/10.1046/j.1365-2435.2001.00522.x>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wright & Cannon 2001""^^[xsd:string]"
<http://doi.org/10.1046/j.1365-2435.2001.00522.x>,<http://purl.org/dc/terms/bibliographicCitation>,"""Wright, I. J., and K. Cannon. Relationships between leaf lifespan and structural defences in a low-nutrient, sclerophyll flora. *Functional Ecology* 15(3), 351-359  (2001).""@en"
<http://doi.org/10.1046/j.1365-2435.2001.00522.x>,<http://purl.org/dc/terms/identifier>,"""doi:10.1046/j.1365-2435.2001.00522.x""^^[xsd:string]"
<http://doi.org/10.1046/j.1365-2435.2001.00522.x>,<http://purl.org/dc/terms/title>,"""Relationships between leaf lifespan and structural defences in a low-nutrient, sclerophyll flora""@en"
<http://doi.org/10.3732/ajb.0900178>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Zanne 2010""^^[xsd:string]"
<http://doi.org/10.3732/ajb.0900178>,<http://purl.org/dc/terms/bibliographicCitation>,"""Zanne, Amy E., et al. Angiosperm wood structure: global patterns in vessel anatomy and their relation to wood density and potential conductivity. *American Journal of Botany* 97(2), 207-215  (2010).""@en"
<http://doi.org/10.3732/ajb.0900178>,<http://purl.org/dc/terms/identifier>,"""doi:10.3732/ajb.0900178""^^[xsd:string]"
<http://doi.org/10.3732/ajb.0900178>,<http://purl.org/dc/terms/title>,"""Angiosperm wood structure: Global patterns in vessel anatomy and their relation to wood density and potential conductivity""@en"
<https://doi.org/10.1111/j.1654-1103.2003.tb02160.x>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Bradstock & Kenny 2003""^^[xsd:string]"
<https://doi.org/10.1111/j.1654-1103.2003.tb02160.x>,<http://purl.org/dc/terms/bibliographicCitation>,"""Bradstock, R.A. and Kenny, B.J. An application of plant functional types to fire management in a conservation reserve in southeastern Australia. *Journal of Vegetation Science* 14, 345-354 (2003).""@en"
<https://doi.org/10.1111/j.1654-1103.2003.tb02160.x>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/j.1654-1103.2003.tb02160.x""^^[xsd:string]"
<https://doi.org/10.1111/j.1654-1103.2003.tb02160.x>,<http://purl.org/dc/terms/title>,"""An application of plant functional types to fire management in a conservation reserve in southeastern Australia""@en"
<https://doi.org/10.1890/12-0621.1>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Gosper 2013""^^[xsd:string]"
<https://doi.org/10.1890/12-0621.1>,<http://purl.org/dc/terms/bibliographicCitation>,"""Gosper, C.R., Prober, S.M. and Yates, C.J. Estimating fire interval bounds using vital attributes: implications of uncertainty and among-population variability. *Ecological Applications* 23, 924-935 (2013).""@en"
<https://doi.org/10.1890/12-0621.1>,<http://purl.org/dc/terms/identifier>,"""doi:10.1890/12-0621.1""^^[xsd:string]"
<https://doi.org/10.1890/12-0621.1>,<http://purl.org/dc/terms/title>,"""Estimating fire interval bounds using vital attributes: implications of uncertainty and among-population variability""@en"
<https://doi.org/10.1111/nph.16793>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Dellinger 2020""^^[xsd:string]"
<https://doi.org/10.1111/nph.16793>,<http://purl.org/dc/terms/bibliographicCitation>,"""Dellinger, A. S. Pollination syndromes in the 21st century: Where do we stand and where may we go? *New Phytologist*, nph.16793  (2020).""@en"
<https://doi.org/10.1111/nph.16793>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/nph.16793""^^[xsd:string]"
<https://doi.org/10.1111/nph.16793>,<http://purl.org/dc/terms/title>,"""Pollination syndromes in the 21st century: Where do we stand and where may we go?""@en"
<https://doi.org/10.1007/s00442-006-0523-z>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Lord & Westoby 2006""^^[xsd:string]"
<https://doi.org/10.1007/s00442-006-0523-z>,<http://purl.org/dc/terms/bibliographicCitation>,"""Lord, J.M., Westoby, M. Accessory costs of seed production. *Oecologia* 150, 310–317 (2006).""@en"
<https://doi.org/10.1007/s00442-006-0523-z>,<http://purl.org/dc/terms/identifier>,"""doi:10.1007/s00442-006-0523-z""^^[xsd:string]"
<https://doi.org/10.1007/s00442-006-0523-z>,<http://purl.org/dc/terms/title>,"""Accessory costs of seed production""@en"
<https://doi.org/10.1111/j.1469-8137.2010.03439.x>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Blackman 2010""^^[xsd:string]"
<https://doi.org/10.1111/j.1469-8137.2010.03439.x>,<http://purl.org/dc/terms/bibliographicCitation>,"""Blackman, C. J., Brodribb, T. J., & Jordan, G. J.  Leaf hydraulic vulnerability is related to conduit dimensions and drought resistance across a diverse range of woody angiosperms. *New Phytologist* 188(4), 1113-1123 (2010).""@en"
<https://doi.org/10.1111/j.1469-8137.2010.03439.x>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/j.1469-8137.2010.03439.x""^^[xsd:string]"
<https://doi.org/10.1111/j.1469-8137.2010.03439.x>,<http://purl.org/dc/terms/title>,"""Leaf hydraulic vulnerability is related to conduit dimensions and drought resistance across a diverse range of woody angiosperms""@en"
<https://doi.org/10.1002/ece3.7544>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Cross & Lambers 2021""^^[xsd:string]"
<https://doi.org/10.1002/ece3.7544>,<http://purl.org/dc/terms/bibliographicCitation>,"""Cross, A. T., & Lambers, H.  Calcicole–calcifuge plant strategies limit restoration potential in a regional semi‐arid flora. *Ecology and Evolution*, 11(11), 6941-6961 (2021).""@en"
<https://doi.org/10.1002/ece3.7544>,<http://purl.org/dc/terms/identifier>,"""doi:10.1002/ece3.7544""^^[xsd:string]"
<https://doi.org/10.1002/ece3.7544>,<http://purl.org/dc/terms/title>,"""Calcicole–calcifuge plant strategies limit restoration potential in a regional semi-arid flora""@en"
<https://doi.org/10.1007/BF02803249>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Tyler 2003""^^[xsd:string]"
<https://doi.org/10.1007/BF02803249>,<http://purl.org/dc/terms/bibliographicCitation>,"""Tyler, G. Some ecophysiological and historical approaches to species richness and calcicole/calcifuge behaviour—contribution to a debate. *Folia Geobotanica*, 38, 419–428 (2003).""@en"
<https://doi.org/10.1007/BF02803249>,<http://purl.org/dc/terms/identifier>,"""doi:10.1007/BF02803249""^^[xsd:string]"
<https://doi.org/10.1007/BF02803249>,<http://purl.org/dc/terms/title>,"""Some ecophysiological and historical approaches to species richness and calcicole/calcifuge behaviour—contribution to a debate.""@en"
<https://doi.org/10.1016/j.ppees.2019.125497>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Vesk & Yen 2019""^^[xsd:string]"
<https://doi.org/10.1016/j.ppees.2019.125497>,<http://purl.org/dc/terms/bibliographicCitation>,"""Vesk, P. A., & Yen, J. D.  Plant resprouting: how many sprouts and how deep? Flexible modelling of multi-species experimental disturbances. *Perspectives in Plant Ecology, Evolution and Systematics*, 41, 125497 (2019).""@en"
<https://doi.org/10.1016/j.ppees.2019.125497>,<http://purl.org/dc/terms/identifier>,"""doi:10.1016/j.ppees.2019.125497""^^[xsd:string]"
<https://doi.org/10.1016/j.ppees.2019.125497>,<http://purl.org/dc/terms/title>,"""Plant resprouting: How many sprouts and how deep? Flexible modelling of multispecies experimental disturbances.""@en"
<https://doi.org/10.1007/BF02858770>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Lamont 1991""^^[xsd:string]"
<https://doi.org/10.1007/BF02858770>,<http://purl.org/dc/terms/bibliographicCitation>,"""Lamont, B.B., Le Maitre, D.C., Cowling, R.M. et al. Canopy seed storage in woody plants. *The Botanical Review* 57, 277–317 (1991).""@en"
<https://doi.org/10.1007/BF02858770>,<http://purl.org/dc/terms/identifier>,"""doi:10.1007/BF02858770""^^[xsd:string]"
<https://doi.org/10.1007/BF02858770>,<http://purl.org/dc/terms/title>,"""Canopy seed storage in woody plants""@en"
<https://doi.org/10.1080/07352689.2020.1768465>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Lamont 2020""^^[xsd:string]"
<https://doi.org/10.1080/07352689.2020.1768465>,<http://purl.org/dc/terms/bibliographicCitation>,"""Lamont, B. B., Pausas, J. G., He, T., Witkowski, E. T., & Hanley, M. E. Fire as a selective agent for both serotiny and nonserotiny over space and time. *Critical Reviews in Plant Sciences*, 39(2), 140-172 (2020).""@en"
<https://doi.org/10.1080/07352689.2020.1768465>,<http://purl.org/dc/terms/identifier>,"""doi:10.1080/07352689.2020.1768465""^^[xsd:string]"
<https://doi.org/10.1080/07352689.2020.1768465>,<http://purl.org/dc/terms/title>,"""Fire as a selective agent for both serotiny and nonserotiny over space and time.""@en"
<https://github.com/traitecoevo/APD#ISBN_9780124145467>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Leck 2012""^^[xsd:string]"
<https://github.com/traitecoevo/APD#ISBN_9780124145467>,<http://purl.org/dc/terms/bibliographicCitation>,"""Leck, M. A.  Ecology of soil seed banks (Elsevier, 2012).""@en"
<https://github.com/traitecoevo/APD#ISBN_9780124145467>,<http://purl.org/dc/terms/identifier>,"""isbn:978-0124145467""^^[xsd:string]"
<https://github.com/traitecoevo/APD#ISBN_9780124145467>,<http://purl.org/dc/terms/title>,"""Ecology of soil seed banks""@en"
<https://doi.org/10.1016/j.tplants.2010.10.003>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Cooke & Leishman 2011""^^[xsd:string]"
<https://doi.org/10.1016/j.tplants.2010.10.003>,<http://purl.org/dc/terms/bibliographicCitation>,"""Cooke, J., & Leishman, M. R.. Is plant ecology more siliceous than we realise?. *Trends in Plant Science* 16(2), 61-68 (2011).""@en"
<https://doi.org/10.1016/j.tplants.2010.10.003>,<http://purl.org/dc/terms/identifier>,"""doi: 10.1016/j.tplants.2010.10.003""^^[xsd:string]"
<https://doi.org/10.1016/j.tplants.2010.10.003>,<http://purl.org/dc/terms/title>,"""Is plant ecology more siliceous than we realise?""@en"
<https://doi.org/10.1016/j.tree.2022.11.002>,<http://www.w3.org/2000/01/rdf-schema#label>,"""de Tombeur 2023""^^[xsd:string]"
<https://doi.org/10.1016/j.tree.2022.11.002>,<http://purl.org/dc/terms/bibliographicCitation>,"""de Tombeur, F., Raven, J. A., Toussaint, A., Lambers, H., Cooke, J., Hartley, S. E., ... & Violle, C. Why do plants silicify? *Trends in Ecology & Evolution* 38(3): 275-288 (2023).""@en"
<https://doi.org/10.1016/j.tree.2022.11.002>,<http://purl.org/dc/terms/identifier>,"""doi:10.1016/j.tree.2022.11.002""^^[xsd:string]"
<https://doi.org/10.1016/j.tree.2022.11.002>,<http://purl.org/dc/terms/title>,"""Why do plants silicify?""@en"
<https://doi.org/10.1111/j.1365-2435.2010.01826.x>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Salminen & Karonen 2011""^^[xsd:string]"
<https://doi.org/10.1111/j.1365-2435.2010.01826.x>,<http://purl.org/dc/terms/bibliographicCitation>,"""Salminen, J. P., & Karonen, M. Chemical ecology of tannins and other phenolics: we need a change in approach. *Functional Ecology* 25(2), 325-338 (2011).""@en"
<https://doi.org/10.1111/j.1365-2435.2010.01826.x>,<http://purl.org/dc/terms/identifier>,"""doi:10.1111/j.1365-2435.2010.01826.x""^^[xsd:string]"
<https://doi.org/10.1111/j.1365-2435.2010.01826.x>,<http://purl.org/dc/terms/title>,"""Chemical ecology of tannins and other phenolics: we need a change in approach""@en"
<https://doi.org/10.1038/nature02403>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wright 2004""^^[xsd:string]"
<https://doi.org/10.1038/nature02403>,<http://purl.org/dc/terms/bibliographicCitation>,"""Wright, I. J., Reich, P. B., Westoby, M., Ackerly, D. D., Baruch, Z., Bongers, F., ... & Villar, R.  The worldwide leaf economics spectrum. *Nature* 428(6985), 821-827  (2004).""@en"
<https://doi.org/10.1038/nature02403>,<http://purl.org/dc/terms/identifier>,"""doi:10.1038/nature02403""^^[xsd:string]"
<https://doi.org/10.1038/nature02403>,<http://purl.org/dc/terms/title>,"""The worldwide leaf economics spectrum""@en"
