identifier,trait,label,description_encoded,description,comments,inScheme,type,type_x,min,max,units,units_UCUM,units_uom,category_1,category_2,category_3,category_4,created,modified,deprecated_trait_name,constraints,structure_1,structure_2,structure_3,structure_4,meas_char_1,meas_char_2,meas_char_3,meas_char_4,meas_char_5,meas_char_6,rev_01,rev_02,rev_03,rev_04,rev_05,rev_06,rev_07,rev_08,rev_09,rev_10,ref_1,ref_2,ref_3,ref_4,ref_5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,exact_other1,close_other1,close_other2,related_other,exact_TOP,close_TOP,related_TOP,related_TOP2,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,exact_BIEN,close_BIEN,related_BIEN,exact_BROT,close_BROT,related_BROT,PalmTraits_exact,PalmTraits_close,traitID
APD/0012015,bark_water_content_per_dry_mass,Bark water content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in bark [PO:0004518] (bark water content [APD:glossary/40014]) to bark dry [PATO:0001824] mass.,The ratio of the mass of water in bark (bark water content) to bark dry mass.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,1,g/g,g/g,gram per gram,bark morphology trait,,,,14/07/2021,,,,PO_0004518,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_15377,APD:glossary/40014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015
APD/0012016,bark_water_content_per_saturated_mass,Bark water content per unit saturated bark mass,"A bark mass trait [TO:0000952] which is the ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in bark [PO:0004518] to the fresh mass [APD:glossary/40044] of bark that is at maximum [NCIT:C25564] water holding capacity [IOBC:200906064703668091], known as full turgor [PATO:0001620].","The ratio of the mass of water in bark (bark water content) to total bark mass, measured in saturated bark. Saturated bark is bark that has been hydrated to its maximal water holding capacity and is at full turgor.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,10,g/g,g/g,gram per gram,bark morphology trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_15377,IOBC:200906064703668091,PATO_0001620,APD:glossary/40044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12016
APD/0012111,root_diameter,Root diameter,A root morphology trait [TO:0000043] which is the maximum [NCIT:C25564] root [PO:0009005] diameter [PATO:0001334] of a plant.,Maximum root diameter.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,1000,mm,mm,millimetre,root morphology trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0001334,PATO_0000117,,,,,,,,,,,,,,,,,,,,TO_0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12111
APD/0012112,root_system_classification,Root system morphology,A root system morphology trait [TO:0000985] which are categorical [STATO:0000252] trait values that capture the branchiness [PATO:0002009] and texture [PATO:0000150] of the root system [PO:0025025] and the root system depth [TO:0001058].,Categorical root system descriptions that indicate the branchiness and texture of the root system and the depth of the root system.,The trait values listed are those specified in the root system classification scheme proposed by Cannon in 1949.,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,root morphology trait,,,,14/07/2021,,root_morphology,,PO_0009005,,,,PATO_0000918,PATO_0001710,PATO_0000117,PATO_0000150,PATO_0000060,,,,,,,,,,,,Cannon 1949,,,,,PO_0025025,TO_0001058,FLOPO_0003673,FLOPO_0013872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12112
APD/0012113,root_fine_root_coarse_root_ratio,Fine root volume to coarse root volume ratio,A root system morphology trait [TO:0000985] which is the ratio [PATO:0001470] of the volume [PATO:0000918] of fine roots [EnvThes:20581] (those <0.5mm in diameter) to the volume of coarse roots [APD:glossary/40026] (those >0.5 mm in diameter).,The ratio of the volume of fine roots (<0.5mm diameter) to the volume of coarse roots (>0.5mm diameter).,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.05,50,mm3/mm3,mm3/mm3,cubic millimetre per cubic millimetre,root morphology trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000918,PATO_0001470,,,,,,,,,,,,,,,,,,,,EnvThes:20581,FLOPO_0003673,APD:glossary/40026,,,,,,,,,,,,,,,,,Fine root dry mass fraction that is taproot (taproot dry mass per fine root dry mass) [TRY:2011] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,12113
APD/0012114,root_distribution_coefficient,Root biomass depth distribution coefficient,"A root system morphology trait [TO:0000985] which is a model parameter [STATO:0000034] indicating the distribution [PATO:0000060] of a plant's roots [PO:0009005] with depth [PATO:0001595]. To calculate the model parameter, the required input is a plot of the cumulative root distribution from the surface, where [Y] is the cumulative fraction of roots from the surface to a depth [d]. An asymptotic nonlinear model is used to describe the vertical root distribution: Y = 1 - b^d where Y is the cumulative root fraction from the surface to soil depth d in centimeters and b the estimated parameter.","Root biomass depth distribution coefficient ('B' from Gale & Grigal 1987), where high values indicate that root biomass is allocated deeper in the soil. To calculate the model parameter, the required input is a plot of the cumulative root distribution from the surface, where [Y] is the cumulative fraction of roots from the surface to a depth [d]. An asymptotic nonlinear model is used to describe the vertical root distribution: Y = 1 - b^d where Y is the cumulative root fraction from the surface to soil depth d in centimeters and b the estimated parameter.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.5,1,{dimensionless},{dimensionless},{dimensionless},root morphology trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000125,STATO_0000034,PATO_0000060,,,,,,,,,,,,,,Gale and Grigal 1987,,,,,FLOPO_0003673,TO_0001058,PO_0025025,,,,,,,,,,,,,,,,,Root evenness of dry mass vertical distribution [TRY:3033] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,12114
APD/0012115,root_system_type,Root system type (presence of taproot),"A root system morphology trait [TO:0000985] which indicates if the root system [PO:0025025] is one where the primary root [PO:0020127] remains the dominant root, developing into a taproot, a long [PATO:0000573], thick [PATO:0000591] root with few branches, or whether the lateral roots [PO:0020121] are of similar length to the primary root.",Variable describing whether a plant has a tap root.,,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,root morphology trait,,,,14/07/2021,,tap_root; root_tap_root_status,,PO_0009005,,,,PATO_0000141,PATO_0000060,,,,,,,,,,,,,,,,,,,,PO_0025025,PO_0020127,PO_0020121,FLOPO_0003673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12115
APD/0012116,root_specific_root_length,Specific root length (SRL),A root morphology trait [TO:0000043] which is the ratio [PATO:0001470] of root [PO:0009005] length [PATO:0000122] to root dry mass [TO:0000078].,The ratio of root length to root dry mass; SRL.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.5,5000,m/g,m/g,metre per gram,root morphology trait,,,,14/07/2021,,specific_root_length,,PO_0009005,,,,PATO_0000122,PATO_0001470,PATO_0000125,,,,,,,,,,,,,,,,,,,EnvThes:21360,PO_0025025,PO_0020127,PO_0020121,,,,,,,,,,,Specific root length trait [TOP935] (https://top-thesaurus.org/index),,,,"Root length per root dry mass (specific root length, SRL) [TRY:1080] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,,12116
APD/0012117,root_specific_taproot_length,Specific tap root length (STRL),A root morphology trait [TO:0000043] which is the ratio [PATO:0001470] of primary root [PO:0020127] length [PATO:0000122] to primary root dry mass [TO:0000078],The ratio of taproot length (primary root length) to taproot dry mass; STRL.,"This trait is usually measured during the very early stage of growth, capturing how efficiently seedlings reach reliable water.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.5,5000,m/g,m/g,metre per gram,root morphology trait,,,,14/07/2021,,specific_taproot_length,,PO_0009005,,,,PATO_0000122,PATO_0001470,PATO_0000125,,,,,,,,,,,,,,,,,,,EnvThes:21360,PO_0025025,PO_0020127,,,,,,,,,,,,,,,,,"Coarse root length per coarse root dry mass (specific coarse root length, SRL) [TRY:1550] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,12117
APD/0012118,root_specific_root_area,Root surface area per unit root dry mass (specific root area),A root morphology trait [TO:0000043] which is the ratio [PATO:0001470] of root [PO:0009005] surface area [EnvThes:21564] to root dry mass [TO:0000078].,The ratio of root surface area to root dry mass; specific root area.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.001,1,mm2/mg,mm2/mg,square millimetre per milligram,root morphology trait,,,,14/07/2021,,specific_root_area,,PO_0009005,,,,PATO_0001323,PATO_0000117,PATO_0001470,PATO_0001351,PATO_0001019,,,,,,,,,,,,,,,,,EnvThes:21360,PO_0025025,,,,,,,,,,,,,,,,,Root surface area per root dry mass (specific root area) [TRY:1089] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,12118
APD/0012119,root_wood_density,Root wood density,A root morphology trait [TO:0000043] which is the ratio [PATO:0001470] of the dry mass [PATO:0000125] of a unit of wood [PO_0005848] from a root [PO:0009005]to its fresh fresh [EnvThes:21976] volume [PATO:0000918].,The ratio of woody root dry mass to woody root fresh volume.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.05,10,mg/mm3,mg/mm3,milligram per cubic millimetre,root morphology trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000125,PATO_0001353,PATO_0001470,PATO_0001019,,,,,,,,,,,,,,,,,,EnvThes:21360,PO_0025025,PO_0005848,,,,,,,,,,,,,,,,Root tissue density (root dry mass per root volume) [TRY:82] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,12119
APD/0012120,root_shoot_ratio,Root to shoot ratio,A whole plant morphology trait [TO:0000398] which is the ratio [PATO:0001470] of a plant's root dry mass [TO:0000078] to its shoot dry mass [TO:0000552].,The ratio of total root system dry mass to total shoot system dry mass.,This trait is usually measured on experimentally grown seedlings where it is possible to collect the entire root system.,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,15,mg{root}/mg{shoot},mg /mg,milligram per milligram,root morphology trait,stem morphology trait,,,14/07/2021,,,,PO_0009005,PO_0000003,PO_0009047,,PATO_0000125,PATO_0001470,PATO_0001470,ECSO_00000619,PATO_0001019,,,,,,,,,,,,,,,,,EnvThes:21360,PO_0025025,,,,,,,,,,,,,,,,,Root/shoot ratio [TRY:9] (https://www.try-db.org/de/de.php),,,,,,,,,,,,Shoot:root ratio [BROT:22] (http://doi.org/10.1038/sdata.2018.135),,,,,12120
APD/0012121,root_dry_matter_content,Root dry matter content (RDMC),A root mass trait [TO:0000279] which is the ratio [PATO:0001470] of root dry mass [TO:0000078] to root [PO:0009005] fresh mass [APD:glossary/40044].,"The ratio of root dry mass to root fresh mass; root dry matter content, RDMC.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,10,1000,mg/g,mg/g,milligram per gram,root morphology trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,EnvThes:21360,PO_0025025,APD:glossary/40044,,,,,,,,,,,,,,,,Root dry mass per root fresh mass (root dry matter content; RDMC) [TRY:785] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,12121
APD/0012122,root_mass_fraction,Root mass fraction,A root mass trait [TO:0000279] which is the ratio [PATO:0001470] of the total root dry mass [TO:0000078] to whole plant [PO:0000003] dry mass [APD:glossary/40080].,The ratio of total root system dry mass to whole plant dry mass.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,1,mg/mg,mg/mg,milligram per milligram,root morphology trait,,,,14/07/2021,,,,PO_0009005,PO_0000003,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,EnvThes:21360,APD:glossary/40081,PO_0025025,,,,,,,,,,,,,,,,Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass) [TRY:470] (https://www.try-db.org/de/de.php),,,,,,,,,,,root dry mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,12122
APD/0012221,accessory_cost_fraction,Seed accessory cost fraction,"A reproductive shoot system [PO:0025082] biomass allocation [EnvThes:21360] trait which is one minus the ratio [PATO:0001470] of total plant seed [PO:0009010] dry [PATO:0001824] mass [PATO:0000125] to total plant reproductive shoot system tissue dry mass where reproductive tissues include all flower buds [PO:0000056], flowers [PO:0009046], fruits [PO:0009001], dispersal [EnvThes:21038] tissues, and seeds produced during the developmental process involved in reproduction [GO:0003006].","The fraction of total reproductive investment required to mature a seed that is invested in non-seed tissues. It is calculated as one minus, the ratio of total biomass investment in seeds to total biomass investment in all reproductive tissues, including flower buds, flowers, fruits, dispersal tissues, aborted seeds, and successfully matured seeds.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,1,mg/mg,mg/mg,milligram per milligram,reproductive shoot system morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,PO_0009001,PO_0009010,PATO_0000125,,,,,,,,,,,,,,,,Lord & Westoby 2006,,,,,EnvThes:21360,GO_0000003,APD:glossary/40004,,,,,,,,,,,,,,,,,Plant biomass and allometry: Reproductive dry mass per plant dry mass (reproductive weight fraction) [TRY:1046] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,12221
APD/0012222,accessory_cost_mass,Seed accessory cost mass,"A reproductive shoot system [PO:0025082] biomass allocation [EnvThes:21360] trait which is the sum of the dry [PATO:0001824] mass [PATO:0000125] of all flower buds [PO:0000056], flowers [PO:0009046], fruits [PO:0009001], aborted seeds, and dispersal [EnvThes:21038] tissues produced during the developmental process involved in reproduction [GO:0003006], but excludes mature [PATO:0001701] seed [PO:0009010] dry mass.","The mass of seed accessory costs, which is the total biomass investment in all reproductive tissues, excluding biomass invested in successfully matured seeds; it includes all biomass invested in flower buds, flowers, fruits, dispersal tissues and aborted seeds.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,10000,mg,mg,milligram,reproductive shoot system morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,PO_0009001,PO_0009010,PATO_0000125,,,,,,,,,,,,,,,,Lord & Westoby 2006,,,,,EnvThes:21360,GO_0000003,APD:glossary/40004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12222
APD/0012410,flower_androecium_structural_merism,Number of androecium parts in each whorl (Androecium structural merism),"An androecium morphology trait [TO:0000994] which is the total count [NCIT:C25463] of stamens [PO:0009029], staminodes [PO:0009077] or stamen bundles (fascicles [NCIT:C79692]) in each floral whorl [PO:0025023].","The number of stamens or stamen bundles (fascicles) in one whorl, considering both fertile stamens and staminodes.","This character is not applicable for spiral or irregular stamen arrangements, nor when there is a single structural stamen (i.e., one stamen, no staminodes; e.g., Chloranthus, Chloranthaceae). Definition derived from Schoenenberger et al. (2020) for their character '332. Androecium structural merism (C1)'",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,100,{count},{count},{count},androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009077,NCIT_C79692,APD:glossary/40060,PO_0025023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12410
APD/0012411,flower_androecium_structural_phyllotaxis,Androecium structural phyllotaxis,"An androecium morphology trait [TO:0000994] which is the spatial pattern or distribution [PATO:0000060] (phyllotaxy [TO:0006014]) of stamen [PO:0009029], staminodes [PO:0009077] or stamen bundles (fascicles [NCIT:C79692]) in each floral whorl [PO:0025023].","Structural phyllotaxy of the androecium, considering both fertile stamens and staminodes. In cases of stamen fascicles, it is the phyllotaxis of fascicles, not individual stamens that are recorded.","This character is not applicable when there is a single structural stamen (i.e., one stamen, no staminodes; e.g., Chloranthus, Chloranthaceae). Definition and trait values derived from Schoenenberger et al. (2020) for their character '330. Androecium structural phyllotaxy (D1)'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000060,,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,TO_0006014,PO_0009029,PO_0009077,NCIT_C79692,PO_0025023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12411
APD/0012412,flower_androecium_structural_whorls_count,Number of androecium structural whorls,"An androecium morphology trait [TO:0000994] which is the total count [NCIT:C25463] of whorls [PO:0025023] comprising the androecium [PO:0009061], considering both stamen [PO:0009029] and staminodes [PO:0009077]. If stamens are grouped into fascicles [NCIT:C79692], the trait is the count of whorls of fascicles.","The number of whorls, considering both fertile stamens and staminodes. In cases of stamen fascicles, the count of whorls of fascicles is recorded.","This character is not applicable for spiral or irregular stamen arrangements, or when there is a single structural stamen (i.e., one stamen, no staminodes; e.g., Chloranthus, Chloranthaceae). Definition derived from Schoenenberger et al. (2020) for their character '331. Number of androecium structural whorls (C1)'",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,100,{count},{count},{count},androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009077,NCIT_C79692,APD:glossary/40060,PO_0025023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12412
APD/0012413,flower_anther_attachment,Anther attachment,"An androecium morphology trait [TO:0000994] which indicates how the filament [PO:0009067] is attached to [PATO:0001667] the tissue [CARO:0000043] connecting the two thecae [PO:0009069] (pollen [PO:0025281] sacs) of the anthers [PO:0009066], affecting the spatial pattern [PATO:0000060] of the stamens [PO:0009029].",Anther attachment refers to the area of insertion of the filament on the anther connective (i.e. the tissue connecting the two thecae of an anther).,Definition and trait values derived from Schoenenberger et al. (2020) for their character '312. Anther attachment (D1)',https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000060,,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009066,PO_0025281,PO_0009068,PO_0009069,PO_0009067,,,,,,,,,,,,,,,,,,,,,,,,,,,,12413
APD/0012414,flower_anther_connective_extension,Connective extension (apical),"An androecium morphology trait [TO:0000994] which is whether anthers [PO:0009066] have protrusions [NCIT:C50710] that extend above the two theca [PO:0009069] (pollen [PO:0025281] sacs), and, if present, the shape [PATO:0000052] and the relative length [PATO:0000122] of the protrusion relative to the length of the entire anther.","Apical (distal) connective extensions (also called 'distal connective protrusions') are sterile anther structures that distally extend beyond the level of the thecae (i.e., the two lateral pairs of pollen sacs of a tetrasporangiate anther).",This trait records both absence or presence of anther connective extensions and also the shape of these extensions in terms of length in relation to the length of the thecae. Definition and trait values derived from Schoenenberger et al. (2020) for their character '314. Connective extension (apical) (D1)',https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000141,PATO_0000052,PATO_0000122,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009066,PO_0025281,PO_0009068,PO_0009069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12414
APD/0012415,flower_anther_dehiscence,Anther dehiscence,An androecium morphology trait [TO:0000994] which is the length [PATO:0000122] and shape [PATO:0000052] of the stomia [PO:0020101] that form the anther dehiscence zone [PO:0005011]; stomia are the usually slit-like [PATO:0002482] openings in the anther [PO:0009066] through which pollen [PO:0025281] is released.,Anther dehiscence refers to the type of opening of the anther when releasing its pollen through the stomia.,Definition and trait values derived from Schoenenberger et al. (2020) for their character '313. Anther dehiscence (D1)',https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000141,PATO_0000052,PATO_0000122,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009066,PO_0025281,PO_0020101,PO_0005011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12415
APD/0012416,flower_anther_orientation,Anther orientation,An androecium morphology trait [TO:0000994] which is the position [PATO:0000140] and orientation [PATO:0000133] of the stomia [PO:0020101] that form the anther dehiscence zone [PO:0005011]; stomia are the slit-like [PATO:0002482] openings in the anther [PO:0009066] through which pollen [PO:0025281] is released.,Orientation of anther at anthesis.,"Anthers of angiosperms are rather uniform in their basic structure. They normally have four microsporangia (pollen sacs) that are arranged pair-wise in two thecae. The two microsporangia of a theca usually release their pollen grains through a common opening (stomium). Often, it is difficult to establish anther orientation clearly in a flower as this is a gradual feature with many intermediate stages. Definition and trait values derived from Schoenenberger et al. (2020) for their character '311. Anther orientation (D1)'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000060,PATO_0000133,PATO_0000140,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009066,PO_0025281,PO_0020101,PO_0005011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416
APD/0012417,flower_colour,Flower colour,"A floral organ morphology trait [TO:0000862] which is the dominant (primary [NCIT:C25251]) colour [PATO:0000014] of the flower [PO:0009046. The petals [PO:0009032] (corolla [PO:0009059]), sepals [PO:0009031] (calyx [PO:0009060]), or the entire perianth [PO:0009058] may be responsible for the main colour observed.","The dominant flower colour, where the entire flower, the petals, or the sepals may be responsible for the observed colour.",,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,perianth morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000014,,,,,,,,,,,,,,,,,,,,,GO_0000003,PO_0009032,PO_0009059,PO_0009031,PO_0009060,PO_0009058,,,,,,,,,Flower color [TOP242] (https://top-thesaurus.org/index),,,,Flower color [TRY:207] (https://www.try-db.org/de/de.php),,,,,,flower_colour [GIFT:3.21.1] (https://gift.uni-goettingen.de),,,flower color [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,,12417
APD/0012418,flower_count_maximum,Maximum flower number,A floral organ morphology trait [TO:0000862] which is the maximum [NCIT:C25564] count [NCIT:C25463] of flowers [PO:0009046] on an individual [EFO:0000542].,Maximum flower number produced.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1000000,{count},{count},{count},floral organ morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,NCIT_C25564,,,,,,,,,,,,,,,,,,,GO_0000003,PO_0009058,PO_0009059,,,,,,,,,,,,,,,,Flower number per plant [TRY:2999] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,12418
APD/0012419,flower_fertile_stamens_count,Number of fertile stamens,A floral organ morphology trait [TO:0000862] which is the count [NCIT:C25463] of fertile [PATO:0000955] stamens [PO:0009029] on a hermaphrodite [PATO:0001340] flower [PO:0009046] or male [PATO:0000384] flower.,Count of fertile stamens in bisexual or male flowers; does not score female flowers.,Definition derived from Schoenenberger et al. (2020) for their character '301. Number of fertile stamens (C1)',https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,10000,{count},{count},{count},androecium morphology trait,,,,14/07/2021,,,male or hermaphroditic flowers,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12419
APD/0012420,flower_filament,Filament presence and shape,"A floral organ morphology trait [TO:0000862] which is whether a filament [PO:0009067] is present [PATO:0000467] or absent [PATO:0000462], and if present, the shape [PATO:0000052] and the relative length [PATO:0000122], width [PATO:0000921], and thickness [PATO:0000915] of the filament.","Trait that considers the absence or presence of the filament, and in the latter case, the shape of the filament. Shape is considered in terms of length and width and is defined in relation to anther length/width.","The width of the filament may thus either be broad as in laminar (e.g., Eupomatiaceae) or bulky stamens (e.g., Chloranthaceae), or narrow (filamentous) as found in many core eudicots groups (e.g., Rosaceae). This trait is considered inapplicable when filaments are entirely fused with each other or to the perianth. Definition and trait values derived from Schoenenberger et al. (2020) for their character '305. Filament (D1)'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,androecium morphology trait,,,,14/07/2021,,,inapplicable when filaments are entirely fused with each other or to the perianth,PO_0025082,PO_0009046,,,PATO_0000052,PATO_0000141,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009067,PO_0009066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12420
APD/0012421,flower_filament_fusion,Fusion of filaments,A floral organ morphology trait [TO:0000862] which is the proportion [PATO:0001470] of the length [PATO:0000122] of the stamen [PO:0009029] (or staminode [PO:0009077]) filaments [PO:0009067] that is fused [NCIT:C124537] together at anthesis [PO:0009068].,"Fusion of stamen (and staminode) filaments among each other at anthesis (congenitally or postgenitally) is recorded on a continuous scale, from 0 (free filaments) to 1 (filaments fused along their entire length).","Partial fusion is recorded using an approximate number between these two extremes (e.g., 0.1 corresponds to basal fusion, 0.5 to fusion along half of the length of filaments). Definition derived from Schoenenberger et al. (2020) for their character '306. Fusion of filaments (C1)'",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1,{dimensionless},{dimensionless},{dimensionless},androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,STATO_0000300,PATO_0001470,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009067,PO_0009068,PO_0009077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12421
APD/0012422,flower_filament_fusion_to_inner_perianth,Fusion of filaments to inner perianth series,A floral organ morphology trait [TO:0000862] which is the proportion [PATO:0001470] of the length [PATO:0000122] of the stamen [PO:0009029] (or staminode [PO:0009077]) filaments [PO:0009067] that are fused [NCIT:C124537] to the innermost perianth [PO:0009058] organ [PO:0009008] at anthesis [PO:0009068].,"The fusion of filaments with the innermost perianth organs at anthesis on a continuous scale, from 0 (filaments completely free from perianth) to 1 (filaments fused along their entire length with the perianth; the 'entire length' of the filament is defined as the distance between the floral base and the joint between filament and anther).","Partial fusion is recorded using an approximate number between these two extremes (e.g., 0.1 corresponds to basal fusion, 0.5 to fusion along half of the length of perianth parts). If two (or more) stamen whorls (including staminodial whorls) differ in their extent of filament fusion with the perianth, this trait is recorded as a range of values. For example, if the filaments of an outermost stamen whorl are fused, up to 90% of their length, but an inner whorl only up to 50%, the trait is assigned a range of 0.5 to 0.9. The rationale for this is to provide a general trait that allows comparison of fusion among all angiosperms. Definition derived from Schoenenberger et al. (2020) for their character '308. Fusion of filaments to inner perianth series (C1)'",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1,{dimensionless},{dimensionless},{dimensionless},androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,STATO_0000300,PATO_0001470,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009067,PO_0009068,PO_0009077,PO_0009058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12422
