sort,term type,term,ontology,identifier,base_code,base_identifier_to_match,term to use in keyword list,url,scheme,prefix,description
275,,recurved,Phenotypic Quality Ontology,PATO:0002211,PATO_0002211,PATO_0002211,recurved [PATO:0002211],http://purl.obolibrary.org/obo/PATO_0002211,http://purl.obolibrary.org/obo/,obo,A curvature quality inhering in a bearer by virtue of the bearer's being curved backward or inward.
270,,edge shape,Phenotypic Quality Ontology,PATO:0002267,PATO_0002267,PATO_0002267,edge shape [PATO:0002267],http://purl.obolibrary.org/obo/PATO_0002267,http://purl.obolibrary.org/obo/,obo,[no definition]
194,physical object quality > physical quality,tension,Phenotypic Quality Ontology,PATO:0002284,PATO_0002284,PATO_0002284,tension [PATO:0002284],http://purl.obolibrary.org/obo/PATO_0002284,http://purl.obolibrary.org/obo/,obo,A physical quality that pertains by virtue of a pulling force that is directed away from the bearer and attempts to stretch or elongate the bearer.
254,physical object quality > physical quality > position,angle,Phenotypic Quality Ontology,PATO:0002326,PATO_0002326,PATO_0002326,angle [PATO:0002326],http://purl.obolibrary.org/obo/PATO_0002326,http://purl.obolibrary.org/obo/,obo,An orientation inhering in a bearer by virtue of the bearer's placement at an angle.
295,,fleshy,Phenotypic Quality Ontology,PATO:0002351,PATO_0002351,PATO_0002351,fleshy [PATO:0002351],http://purl.obolibrary.org/obo/PATO_0002351,http://purl.obolibrary.org/obo/,obo,A structural quality inhering in a bearer by virtue of the bearer resembling or containing flesh.
597,ecology,herbaceous,Phenotypic Quality Ontology,PATO:0002352,PATO_0002352,PATO_0002352,herbaceous [PATO:0002352],http://purl.obolibrary.org/obo/PATO_0002352,http://purl.obolibrary.org/obo/,obo,A quality inhering in a bearer by virtue of the bearer's upper parts die back to the rootstock at the end of the growing season.
590,,active,Phenotypic Quality Ontology,PATO:0002354,PATO_0002354,PATO_0002354,active [PATO:0002354],http://purl.obolibrary.org/obo/PATO_0002354,http://purl.obolibrary.org/obo/,obo,A quality of an physical object that is currently realizing one of its functions.
692,,waxy,Phenotypic Quality Ontology,PATO:0002384,PATO_0002384,PATO_0002384,waxy [PATO:0002384],http://purl.obolibrary.org/obo/PATO_0002384,http://purl.obolibrary.org/obo/,obo,Presence of long chain aliphatic lipids on the surface of an organism.
161,,perpendicular to,Phenotypic Quality Ontology,PATO:0002434,PATO_0002434,PATO_0002434,perpendicular to [PATO:0002434],http://purl.obolibrary.org/obo/PATO_0002434,http://purl.obolibrary.org/obo/,obo,A spatial quality inhering in a bearer by virtue of the bearer's being located at a right angle relative to another entity.
271,,slit-like,Phenotypic Quality Ontology,PATO:0002482,PATO_0002482,PATO_0002482,slit-like [PATO:0002482],http://purl.obolibrary.org/obo/PATO_0002482,http://purl.obolibrary.org/obo/,obo,Shape quality inhering in a bearer by virtue of the bearer exhibiting a narrow and elongate opening.
294,physical object quality > morphology,differentiated from,Phenotypic Quality Ontology,PATO:0005006,PATO_0005006,PATO_0005006,differentiated from [PATO:0005006],http://purl.obolibrary.org/obo/PATO_0005006,http://purl.obolibrary.org/obo/,obo,A morphology quality inhering in a bearer by virtue of the bearer's being morphologically distinguishable from another entity.
225,,salinity,Phenotypic Quality Ontology,PATO:0085001,PATO_0085001,PATO_0085001,salinity [PATO:0085001],http://purl.obolibrary.org/obo/PATO_0085001,http://purl.obolibrary.org/obo/,obo,An osmolarity quality inhering in a bearer by virtue of the total amount of ionic salts dissolved in the bearer.
,,curled,Phenotypic Quality Ontology,PATO:0000405,PATO_0000405,PATO_0000405,,http://purl.obolibrary.org/obo/PATO_0000405,http://purl.obolibrary.org/obo/,obo,A shape quality inhering in a bearer by virtue of the bearer's having parallel chains in undulate fashion on the border. 
,,functional,Phenotypic Quality Ontology,PATO:0001510,PATO_0001510,PATO_0001510,,http://purl.obolibrary.org/obo/PATO_0001510,http://purl.obolibrary.org/obo/,obo,A functionality quality held by the bearer when the latter is able to perform a regular function(s).
550,,population,Population and Community Ontology,PCO:0000001,PCO_0000001,PCO_0000001,population [PCO:0000001],http://purl.obolibrary.org/obo/PCO_0000001,http://purl.obolibrary.org/obo/,obo,"A collection of organisms, all of the same species, that live in the same place."
58,organ_system,whole plant,Plant Ontology,PO:0000003,PO_0000003,PO_0000003,whole plant [PO:0000003],http://purl.obolibrary.org/obo/PO_0000003,http://purl.obolibrary.org/obo/,obo,A plant structure [PO:0005679] which is a whole organism.
52,,plant cuticle,Plant Ontology,PO:0000022,PO_0000022,PO_0000022,plant cuticle [PO:0000022],http://purl.obolibrary.org/obo/PO_0000022,http://purl.obolibrary.org/obo/,obo,"A portion of plant substance [PO:0025161] composed of cutin [PO:0025385], a polyester matrix of hydroxy- and hydroxy epoxy fatty acids C16 and C18 chains, embedded and overlayed with cuticular wax [PO:0025386] and forming a layer on the surface of a plant epidermis [PO:0005679]. The plant cuticle is produced in and secreted by epidermal cells [PO:0004013] of leaves [PO:0025034], stems [PO:0009047], fruits [PO:0009001], and other aerial plant structures. It has as parts an inner cuticle proper [PO:0025387] and an outer layer of epicuticular wax [PO:0025388]."
400,physiology,vascular system,Plant Ontology,PO:0000034,PO_0000034,PO_0000034,vascular system [PO:0000034],http://purl.obolibrary.org/obo/PO_0000034,http://purl.obolibrary.org/obo/,obo,"A maximal portion of vascular tissue [PO:0009015] in a whole plant [PO:0000003], collective plant structure [PO:0025497], multi-tissue plant structure [PO:0025496], or cardinal part of multi-tissue plant structure [PO:0025498]."
570,,shoot axis apex,Plant Ontology,PO:0000037,PO_0000037,PO_0000037,shoot axis apex [PO:0000037],http://purl.obolibrary.org/obo/PO_0000037,http://purl.obolibrary.org/obo/,obo,A shoot axis (PO:0025029) that is the most distal part of a shoot system (PO:0009006) and has as parts a shoot apical meristem (PO:0020148) and the youngest primordia (PO:0025127).
353,other key words,leaf lamina abaxial epidermis,Plant Ontology,PO:0000049,PO_0000049,PO_0000049,leaf lamina abaxial epidermis [PO:0000049],http://purl.obolibrary.org/obo/PO_0000049,http://purl.obolibrary.org/obo/,obo,A portion of leaf lamina epidermis that covers the abaxial/lower surface of a leaf lamina.
354,other key words,leaf lamina adaxial epidermis,Plant Ontology,PO:0000050,PO_0000050,PO_0000050,leaf lamina adaxial epidermis [PO:0000050],http://purl.obolibrary.org/obo/PO_0000050,http://purl.obolibrary.org/obo/,obo,A portion of leaf lamina epidermis that covers the adaxial/upper surface of a leaf lamina.
70,,bud,Plant Ontology,PO:0000055,PO_0000055,PO_0000055,bud [PO:0000055],http://purl.obolibrary.org/obo/PO_0000055,http://purl.obolibrary.org/obo/,obo,An undeveloped shoot system (PO:0009006).
71,,flower bud,Plant Ontology,PO:0000056,PO_0000056,PO_0000056,flower bud [PO:0000056],http://purl.obolibrary.org/obo/PO_0000056,http://purl.obolibrary.org/obo/,obo,A bud that develops into a flower.
98,cell,parenchyma cell,Plant Ontology,PO:0000074,PO_0000074,PO_0000074,parenchyma cell [PO:0000074],http://purl.obolibrary.org/obo/PO_0000074,http://purl.obolibrary.org/obo/,obo,A relatively unspecialized ground tissue cell with a nucleate protoplast.
101,cell,sclerenchyma cell,Plant Ontology,PO:0000077,PO_0000077,PO_0000077,sclerenchyma cell [PO:0000077],http://purl.obolibrary.org/obo/PO_0000077,http://purl.obolibrary.org/obo/,obo,A ground tissue cell [PO:0025030] with a lignified secondary cell wall.
666,morphology-leaf,trichome,Plant Ontology,PO:0004510,PO_0004510,PO_0004510,trichome [PO:0004510],http://purl.obolibrary.org/obo/PO_0000282,http://purl.obolibrary.org/obo/,obo,A unicellular or multicellular plant structure (PO:0009011) that forms a non-sclerified outgrowth from the epidermis (PO:0005679).
485,morphology-cell,guard cell,Plant Ontology,PO:0000293,PO_0000293,PO_0000293,guard cell [PO:0000293],http://purl.obolibrary.org/obo/PO_0000293,http://purl.obolibrary.org/obo/,obo,One of a pair of cells flanking the stomatal pore.
496,morphology - vascular,tracheids,Plant Ontology,PO:0000301,PO_0000301,PO_0000301,tracheids [PO:0000301],http://purl.obolibrary.org/obo/PO_0000301,http://purl.obolibrary.org/obo/,obo,A tracheary element [PO:0000290] that has no perforations in its cell wall.
669,morphology-leaf,vascular leaf expansion stage,Plant Ontology,PO:0001052,PO_0001052,PO_0001052,vascular leaf expansion stage [PO:0001052],http://purl.obolibrary.org/obo/PO_0001052,http://purl.obolibrary.org/obo/,obo,During this stage leaf shaping (GO:0010358) occurs which is defined as the developmental process that pertains to the organization of a leaf in three-dimensional space once the structure has initially formed. A vascular leaf development stage (PO:0025570) during which vascular leaf size increases primarily through cell expansion.
751,morphology-embryo,plant embryo true leaf formation stage,Plant Ontology,PO:0001095,PO_0001095,PO_0001095,plant embryo true leaf formation stage [PO:0001095],http://purl.obolibrary.org/obo/PO_0001095,http://purl.obolibrary.org/obo/,obo,"A true leaf is vascular leaf [PO:0009025] that forms after the formation of the cotyledons [PO:0020030] or a coleoptile [PO:0020033]. Not all species form true leaves in the plant embryo development stage [PO:0007631]. If it occurs, a plant embryo true leaf formation stage is preceded by either a plant embryo cotyledonary stage [PO:0001078] or a plant embryo coleoptilar stage [PO:0001094], depending upon the species."
480,morphology-cell,stomatal complex,Plant Ontology,PO:0002000,PO_0002000,PO_0002000,stomatal complex [PO:0002000],http://purl.obolibrary.org/obo/PO_0002000,http://purl.obolibrary.org/obo/,obo,A portion of shoot system epidermis [PO:0006035] that has as parts two guard cells [PO:0000293] and a stomatal pore [PO:0008032]. May also contain subsidiary cells [PO:0000284].
97,cell,epidermal cell,Plant Ontology,PO:0004013,PO_0004013,PO_0004013,epidermal cell [PO:0004013],http://purl.obolibrary.org/obo/PO_0004013,http://purl.obolibrary.org/obo/,obo,A native plant cell [PO:0025606] that is part of a portion of epidermis [PO:0005679].
356,other key words,sapwood,Plant Ontology,PO:0004513,PO_0004513,PO_0004513,sapwood [PO:0004513],http://purl.obolibrary.org/obo/PO_0004513,http://purl.obolibrary.org/obo/,obo,A portion of secondary xylem [PO:0005848] that has as parts living secondary xylem parenchyma cells.
67,organ,bark,Plant Ontology,PO:0004518,PO_0004518,PO_0004518,bark [PO:0004518],http://purl.obolibrary.org/obo/PO_0004518,http://purl.obolibrary.org/obo/,obo,"A portion of plant tissue [PO:0009007] outside the vascular cambium [PO:0005598] or the xylem [PO:0005352]; in older trees may be divided into dead outer bark and living inner bark, which consists of secondary ..."
105,,axial secondary xylem parenchyma,Plant Ontology,PO:0004533,PO_0004533,PO_0004533,axial secondary xylem parenchyma [PO:0004533],http://purl.obolibrary.org/obo/PO_0004533,http://purl.obolibrary.org/obo/,obo,A portion of secondary xylem parenchyma [PO:0004532] that is part of an axial system [PO:0025410] and has as parts axial secondary xylem parenchyma cells [PO:0004526].
497,morphology - vascular,ray secondary xylem parenchyma,Plant Ontology,PO:0004534,PO_0004534,PO_0004534,ray secondary xylem parenchyma [PO:0004534],http://purl.obolibrary.org/obo/PO_0004534,http://purl.obolibrary.org/obo/,obo,A portion of secondary xylem parenchyma [PO:0004532] that is part of a ray system [PO:0025411] and has as parts ray secondary xylem parenchyma cells [PO:0004527].
461,,anther dehiscence zone,Plant Ontology,PO:0005011,PO_0005011,PO_0005011,anther dehiscence zone [PO:0005011],http://purl.obolibrary.org/obo/PO_0005011,http://purl.obolibrary.org/obo/,obo,"A dehiscence zone (PO:0025092) that is part of an anther (PO:0009066). Extends along the entire length of the anther and is observed as an indentation between the locules of each theca. Upon anther maturation, cell separation within the dehiscence zone allows the anther wall to break open and pollen to be released."
87,tissue,hypodermis,Plant Ontology,PO:0005051,PO_0005051,PO_0005051,hypodermis [PO:0005051],http://purl.obolibrary.org/obo/PO_0005051,http://purl.obolibrary.org/obo/,obo,A portion of ground tissue [PO:0025059] that is the outermost layer of a portion of cortex [PO:0005708].
88,tissue,xylem,Plant Ontology,PO:0005352,PO_0005352,PO_0005352,xylem [PO:0005352],http://purl.obolibrary.org/obo/PO_0005352,http://purl.obolibrary.org/obo/,obo,A portion of vascular tissue [PO:0009015] that has as part one or more tracheary elements [PO:0000290].
86,tissue,spongy mesophyll,Plant Ontology,PO:0005647,PO_0005647,PO_0005647,spongy mesophyll [PO:0005647],http://purl.obolibrary.org/obo/PO_0005647,http://purl.obolibrary.org/obo/,obo,"Leaf mesophyll parenchyma characterized by little elongated cells, that are not closely packed and have conspicuous intercellular spaces."
85,tissue,palisade mesophyll,Plant Ontology,PO:0005648,PO_0005648,PO_0005648,palisade mesophyll [PO:0005648],http://purl.obolibrary.org/obo/PO_0005648,http://purl.obolibrary.org/obo/,obo,Parenchyma containing closely packed elongated chlorenchymatous cells oriented perpendicular to the leaf surface and which are active in photosynthesis
83,tissue,epidermis,Plant Ontology,PO:0005679,PO_0005679,PO_0005679,epidermis [PO:0005679],http://purl.obolibrary.org/obo/PO_0005679,http://purl.obolibrary.org/obo/,obo,A portion of plant tissue [PO:0009007] composed of epidermal cells [PO:0004013] that develops from the protoderm [PO:0006210] and covers the surface of a plant structure [PO:0009011].
78,tissue,"wood, secondary xylem",Plant Ontology,PO:0005848,PO_0005848,PO_0005848,"wood, secondary xylem [PO:0005848]",http://purl.obolibrary.org/obo/PO_0005848,http://purl.obolibrary.org/obo/,obo,A portion of xylem [PO:0005352] tissue that develops from a vascular cambium [PO:0005598].
84,tissue,mesophyll,Plant Ontology,PO:0006070,PO_0006070,PO_0006070,mesophyll [PO:0006070],http://purl.obolibrary.org/obo/PO_0006070,http://purl.obolibrary.org/obo/,obo,"The chloroplast-containing, photosynthetic parenchymatous tissue situated between the two epidermal layers of the leaf or leaf like organs."
500,morphology - vascular,pith,Plant Ontology,PO:0006109,PO_0006109,PO_0006109,pith [PO:0006109],http://purl.obolibrary.org/obo/PO_0006109,http://purl.obolibrary.org/obo/,obo,A maximal portion of parenchyma [PO:0005421] in the center of a shoot axis [PO:0025029] or root [PO:0009005].
100,cell,spongy mesophyll cell,Plant Ontology,PO:0006205,PO_0006205,PO_0006205,spongy mesophyll cell [PO:0006205],http://purl.obolibrary.org/obo/PO_0006205,http://purl.obolibrary.org/obo/,obo,"Irregularly-shaped, chlorenchymatous cell, separated by large air spaces."
99,cell,palisade mesophyll cell,Plant Ontology,PO:0006206,PO_0006206,PO_0006206,palisade mesophyll cell [PO:0006206],http://purl.obolibrary.org/obo/PO_0006206,http://purl.obolibrary.org/obo/,obo,Elongated chlorenchymatous cell oriented perpendicular to the leaf surface and which is active in photosynthesis.
643,morphology-leaf,juvenile vascular leaf,Plant Ontology,PO:0006339,PO_0006339,PO_0006339,juvenile vascular leaf [PO:0006339],http://purl.obolibrary.org/obo/PO_0006339,http://purl.obolibrary.org/obo/,obo,"A vascular leaf that is distinct from adult leaves, being characterized by particular anatomical traits namely, wax and trichome distribution, presence or absence of epidermal cell types, cell wall shape and biochemistry."
644,morphology-leaf,adult vascular leaf,Plant Ontology,PO:0006340,PO_0006340,PO_0006340,adult vascular leaf [PO:0006340],http://purl.obolibrary.org/obo/PO_0006340,http://purl.obolibrary.org/obo/,obo,"A vascular leaf characterized by particular anatomical traits namely, wax and trichome distribution, presence or absence of epidermal cell types, cell wall shape and biochemistry."
667,morphology-leaf,leaf trichome,Plant Ontology,PO:0006504,PO_0006504,PO_0006504,leaf trichome [PO:0006504],http://purl.obolibrary.org/obo/PO_0006504,http://purl.obolibrary.org/obo/,obo,A phyllome trichome that is part of a leaf epidermis.
349,other key words,whole plant flowering stage,Plant Ontology,PO:0007016,PO_0007016,PO_0007016,whole plant flowering stage [PO:0007016],http://purl.obolibrary.org/obo/PO_0007016,http://purl.obolibrary.org/obo/,obo,A sporophyte reproductive stage [PO:0007130] during which a flower [PO:0009046] on a whole plant [PO:0000003] is open.
460,,whole plant flowering stage (anthesis),Plant Ontology,PO:0007016,PO_0007016,PO_0007016,whole plant flowering stage (anthesis) [PO:0007016],http://purl.obolibrary.org/obo/PO_0007016,http://purl.obolibrary.org/obo/,obo,A sporophyte reproductive stage (PO:0007130) during which a flower (PO:0009046) on a whole plant (PO:0000003) is open.
543,development,seed germination stage,Plant Ontology,PO:0007057,PO_0007057,PO_0007057,seed germination stage [PO:0007057],http://purl.obolibrary.org/obo/PO_0007057,http://purl.obolibrary.org/obo/,obo,"A sporophyte vegetative stage [PO:0007134] which begins with the onset of a seed imbibition stage [PO:0007022] and ends with a radicle emergence stage [PO: 0007015], or a coleorhiza emergence stage [PO:0025475], as a result of the growth by the plant embryo [PO:0004537] in a seed [PO:0009010]."
750,morphology-embryo,LP.01 one leaf visible stage,Plant Ontology,PO:0007094,PO_0007094,PO_0007094,LP.01 one leaf visible stage [PO:0007094],http://purl.obolibrary.org/obo/PO_0007094,http://purl.obolibrary.org/obo/,obo,"The stage at which leaves at one node, other than the cotyledonary node, are visible above ground. In the taxa with hypogeal type germination the first leaf on the epicotyl is leaf 1, and in grasses, the coleoptile is leaf 1. The leaves can be a single leaf, two, or whorls of leaves at each node."
446,,fruit distal end,Plant Ontology,PO:0008001,PO_0008001,PO_0008001,fruit distal end [PO:0008001],http://purl.obolibrary.org/obo/PO_0008001,http://purl.obolibrary.org/obo/,obo,A cardinal part of multi-tissue plant structure (PO:0025498) that is the end of a fruit (PO:0009001) distal from a fruit pedicel (PO:0004536).
447,,fruit proximal end,Plant Ontology,PO:0008002,PO_0008002,PO_0008002,fruit proximal end [PO:0008002],http://purl.obolibrary.org/obo/PO_0008002,http://purl.obolibrary.org/obo/,obo,A cardinal part of multi-tissue plant structure (PO:0025498) that is the end of a fruit (PO:0009001) proximal to a fruit pedicel (PO:0004536).
490,,tertiary leaf vein,Plant Ontology,PO:0008021,PO_0008021,PO_0008021,tertiary leaf vein [PO:0008021],http://purl.obolibrary.org/obo/PO_0008021,http://purl.obolibrary.org/obo/,obo,"A leaf lamina vein (PO:0020138) arising from a secondary leaf vein (PO:0020140). Vein orders only apply to hierarchically branching vein patterns, not to dichotomously branching vein patterns, as found in some ferns and gymnosperms."
481,morphology-cell,stomata; stomatal pore,Plant Ontology,PO:0008032,PO_0008032,PO_0008032,stomata; stomatal pore [PO:0008032],http://purl.obolibrary.org/obo/PO_0008032,http://purl.obolibrary.org/obo/,obo,"A plant anatomical space that forms an opening in an epidermis, flanked by two guard cells."
73,organ,fruit,Plant Ontology,PO:0009001,PO_0009001,PO_0009001,fruit [PO:0009001],http://purl.obolibrary.org/obo/PO_0009001,http://purl.obolibrary.org/obo/,obo,"A multi-tissue plant structure [PO:0025496] that develops from a gynoecium [PO:0009062], or a single carpel [PO:0009030], and at maturity may have as parts one or more seeds [PO:0009010]."
69,organ,root,Plant Ontology,PO:0009005,PO_0009005,PO_0009005,root [PO:0009005],http://purl.obolibrary.org/obo/PO_0009005,http://purl.obolibrary.org/obo/,obo,A plant axis [PO:0025004] that lacks shoot axis nodes [PO:0005004] and usually grows indeterminately.
259,,shoot system,Plant Ontology,PO:0009006,PO_0009006,PO_0009006,shoot system [PO:0009006],http://purl.obolibrary.org/obo/PO_0009006,http://purl.obolibrary.org/obo/,obo,A collective plant organ structure (PO:0025007) that produces shoot-borne portions of meristem tissue (PO:0009013) and the plant structures (PO:0009011) that arise from them.
77,tissue,portion of plant tissue,Plant Ontology,PO:0009007,PO_0009007,PO_0009007,portion of plant tissue [PO:0009007],http://purl.obolibrary.org/obo/PO_0009007,http://purl.obolibrary.org/obo/,obo,A plant structure [PO:0009011] that consists predominantly of similarly specialized plant cells [PO:0009002] of one or more types.
63,,plant organ,Plant Ontology,PO:0009008,PO_0009008,PO_0009008,plant organ [PO:0009008],http://purl.obolibrary.org/obo/PO_0009008,http://purl.obolibrary.org/obo/,obo,"A multi-tissue plant structure (PO:0025496) that is a functional unit, is a proper part of a whole plant (PO:0000003), and includes portions of plant tissue (PO:0009007) of at least two different types that derive from a common developmental path."
337,other key words,plant embryo,Plant Ontology,PO:0009009,PO_0009009,PO_0009009,plant embryo [PO:0009009],http://purl.obolibrary.org/obo/PO_0009009,http://purl.obolibrary.org/obo/,obo,A whole plant [PO:0000003] that participates in the plant embryo stage [PO:0007631].
74,organ,seed,Plant Ontology,PO:0009010,PO_0009010,PO_0009010,seed [PO:0009010],http://purl.obolibrary.org/obo/PO_0009010,http://purl.obolibrary.org/obo/,obo,A multi-tissue plant structure [PO:0025496] that develops from a plant ovule [PO:0020003] and has as parts a plant embryo [PO:0009009] enclosed in a seed coat [PO:0009088].
57,,plant structure,Plant Ontology,PO:0009011,PO_0009011,PO_0009011,plant structure [PO:0009011],http://purl.obolibrary.org/obo/PO_0009011,http://purl.obolibrary.org/obo/,obo,"A plant anatomical entity [PO:0025131] that is, or was, part of a plant, or was derived from a part of a plant."
221,,leaf axil,Plant Ontology,PO:0009023,PO_0009023,PO_0009023,leaf axil [PO:0009023],http://purl.obolibrary.org/obo/PO_0009023,http://purl.obolibrary.org/obo/,obo,An axil that is the space between a shoot axis and a leaf that branches from the shoot axis.
440,morphology - reproduction,stamen,Plant Ontology,PO:0009029,PO_0009029,PO_0009029,stamen [PO:0009029],http://purl.obolibrary.org/obo/PO_0009029,http://purl.obolibrary.org/obo/,obo,A microsporophyll bearing one or more microsporangia.
451,,carpel,Plant Ontology,PO:0009030,PO_0009030,PO_0009030,carpel [PO:0009030],http://purl.obolibrary.org/obo/PO_0009030,http://purl.obolibrary.org/obo/,obo,"In some cases, a gynoecium [PO:0009062] may consist of only one carpel, in which case annotations should go on carpel [PO:0009030]. The word pistil is used synonymously with gynoecium, but if a gynoecium consists of a single carpel, then pistil may be used synonymously with carpel. If carpels are fused, the gynoecium is a syncarpous gynoecium, as in Poaceae, Brassicaceae and Solanaceae. If carpels are free, the gynoecium is an apocarpous gynoecium, as in Fabaceae. If you are annotating to this structure for Zea mays or other grasses, please also add an annotation to the corresponding floret type. Choose the most specific term possible from: spikelet floret [PO:0009082], ear floret [PO:0006354], upper floret of pedicellate spikelet of ear [PO:0006350], upper floret of sessile spikelet of ear [PO:0006352], tassel floret [PO:0006310], upper floret of pedicellate spikelet of tassel [PO:0006314], upper floret of sessile spikelet of tassel [PO:0006316]. A megasporophyll, almost always at the center of a flower, its margins more or less fused together or with other carpels to enclose the ovule[s]."
437,morphology - reproduction,sepal,Plant Ontology,PO:0009031,PO_0009031,PO_0009031,sepal [PO:0009031],http://purl.obolibrary.org/obo/PO_0009031,http://purl.obolibrary.org/obo/,obo,"A phyllome [PO:0006001] that is usually green, and is part of the calyx [PO:0009060]. In some species the sepals [PO:0009031] may not be green for example many members of the Liliaceae family."
434,morphology - reproduction,petal,Plant Ontology,PO:0009032,PO_0009032,PO_0009032,petal [PO:0009032],http://purl.obolibrary.org/obo/PO_0009032,http://purl.obolibrary.org/obo/,obo,"A phyllome [PO:0006001] that is part of the corolla [PO:0009059], and is usually colored [not green]. In some species the petal [PO:0009032] may not be colored."
435,morphology - reproduction,tepal,Plant Ontology,PO:0009033,PO_0009033,PO_0009033,tepal [PO:0009033],http://purl.obolibrary.org/obo/PO_0009033,http://purl.obolibrary.org/obo/,obo,"There is no differentiation between the petals [PO:0009032] and the sepals [PO:0009031] in color, placement, and size [e.g. some species of Magnolia]. A phyllome [PO:0006001] that is part of a perianth [PO:0009058] where it is not possible to distinguish between the petals [PO:0009032] and sepals [PO:0009031]."
72,organ,flower,Plant Ontology,PO:0009046,PO_0009046,PO_0009046,flower [PO:0009046],http://purl.obolibrary.org/obo/PO_0009046,http://purl.obolibrary.org/obo/,obo,A determinate reproductive shoot system [PO:0025082] that has as part at least one carpel [PO:0009030] or at least one stamen [PO:0009029] and does not contain any other determinate shoot system [PO:0009006] as a part.
68,organ,stem,Plant Ontology,PO:0009047,PO_0009047,PO_0009047,stem [PO:0009047],http://purl.obolibrary.org/obo/PO_0009047,http://purl.obolibrary.org/obo/,obo,A shoot axis [PO:0025029] that is the primary axis of a plant.
432,morphology - reproduction,perianth,Plant Ontology,PO:0009058,PO_0009058,PO_0009058,perianth [PO:0009058],http://purl.obolibrary.org/obo/PO_0009058,http://purl.obolibrary.org/obo/,obo,"The perianth can consist of only the corolla [PO:0009059], only the calyx [PO:0009060] or it may have both structures in a complete flower. If the petals [PO:0009032] and sepals [PO:0009031] are indistinguishable from one another, the perianth consists of just a collective tepal structure [PO:0025021], composed of one or more tepals [PO:0009033], for example in tulip or lily flowers. A collective phyllome structure [PO:0025023] that includes as parts the corolla [PO:0009059] and/or the calyx [PO:0009060]; or one or more tepals [PO:0009033]."
433,,corolla,Plant Ontology,PO:0009059,PO_0009059,PO_0009059,corolla [PO:0009059],http://purl.obolibrary.org/obo/PO_0009059,http://purl.obolibrary.org/obo/,obo,"A collective phyllome structure (PO:0025023) that is composed of one or more petals (PO:0009032), comprising the inner whorl of non-reproductive floral organs (PO:0025395) and surrounds the androecium (PO:0009061) and the gynoecium (PO:0009062)."
436,,calyx,Plant Ontology,PO:0009060,PO_0009060,PO_0009060,calyx [PO:0009060],http://purl.obolibrary.org/obo/PO_0009060,http://purl.obolibrary.org/obo/,obo,"A collective phyllome structure [PO:0025023] that is composed of one or more sepals [PO:0009031], and comprises the outer whorl of non-reproductive floral organs [PO:0025395]. The calyx is part of the perianth [PO:0009058]. This definition is based on the perfect flower, which has all four whorls. In many species, and in mutants one or more of the whorls are missing."
441,morphology - reproduction,androecium,Plant Ontology,PO:0009061,PO_0009061,PO_0009061,androecium [PO:0009061],http://purl.obolibrary.org/obo/PO_0009061,http://purl.obolibrary.org/obo/,obo,"A collective phyllome structure [PO:0025023] composed all of the stamens [PO:0009029] in a flower [PO:0009046]. The androecium also has as parts any staminodes [PO:0009077] that may be present in a flower. If annotating gene expression to an androecium with a single stamen [PO:0009029], the annotation should go on stamen. If you are annotating to this structure for Zea mays, please also add an annotation to the corresponding floret type. Choose the most specific term possible from: spikelet floret [PO:0009082], ear floret [PO:0006354], lower floret of pedicellate spikelet of ear [PO:0006353], lower floret of sessile spikelet of ear [PO:0006351], upper floret of pedicellate spikelet of ear [PO:0006350], upper floret of sessile spikelet of ear [PO:0006352], tassel floret [PO:0006310], lower floret of pedicellate spikelet of tassel [PO:0006313], lower floret of sessile spikelet of tassel [PO:0006315], upper floret of pedicellate spikelet of tassel [PO:0006314], upper floret of sessile spikelet of tassel [PO:0006316]. The development of an androecium in an ear floret of a normal maize plant is aborted and is present in a rudimentary state, while the development of an androecium in a tassel floret leads to a functional androecium."
445,morphology - reproduction,gynoecium,Plant Ontology,PO:0009062,PO_0009062,PO_0009062,gynoecium [PO:0009062],http://purl.obolibrary.org/obo/PO_0009062,http://purl.obolibrary.org/obo/,obo,"A collective phyllome structure [PO:0025023] composed all of the carpels [PO:0009030] in a flower [PO:0009046]. If annotating gene expression to a gynoecium with a single carpel [PO:0009030], the annotation should go on carpel. A gynoecium with two or more carpels may be either syncarpous [carpels fused] or apopcarpous [carpels free] or the carpels may be partially fused. The word pistil is used synonymously with gynoecium for a synocarpous gynoecium, and synonymously with carpel for an apocarpous gynoecium, whether it has one or more carpels. In Zea mays, gynoecia of tassel florets and of the lower florets of ear spikelets usually do not develop fully, and they are present in a rudimentary state. If you are annotating to this structure for Zea mays or other grasses, please also add an annotation to the corresponding floret type. Choose the most specific term possible from: spikelet floret [PO:0009082], ear floret [PO:0006354], lower floret of pedicellate spikelet of ear [PO:0006353], lower floret of sessile spikelet of ear [PO:0006351], upper floret of pedicellate spikelet of ear [PO:0006350], upper floret of sessile spikelet of ear [PO:0006352], tassel floret [PO:0006310], lower floret of pedicellate spikelet of tassel [PO:0006313], lower floret of sessile spikelet of tassel [PO:0006315], upper floret of pedicellate spikelet of tassel [PO:0006314], upper floret of sessile spikelet of tassel [PO:0006316]."
