identifier,label,description,trait_name
leaf_type_broadleaf,broadleaf,"Flat leaf lamina, regardless of whether the leaves are or are not toothed, lobed, or compound.",leaf_type
leaf_type_needle,needle,Needle or awl-shaped leaf that is generally 3-dimensional.,leaf_type
leaf_type_scale,scale,Leaf reduced to a small scale.,leaf_type
leaf_type_leafless,leafless,An adult stage plant that lacks leaves throughout the year.,leaf_type
life_form_phanerophyte,phanerophyte,Plant whose perennating buds are on persistent shoots which rise at least 50 cm above the soil surface. These are normally woody perennials.,life_form
life_form_chamaephyte,chamaephyte,Plant whose perennating buds are on persistent shoots that do not extend more than 50 cm above the soil surface. These are normally woody perennials.,life_form
life_form_hemicryptophyte,hemicryptophyte,Plant whose perennating buds are at or near the soil surface.,life_form
life_form_cryptophyte,cryptophyte,"Plant whose perennating buds are subterranean or under water. This grouping can be further divided into geophyte, helophyte, and hydrophyte.",life_form
life_form_geophyte,geophyte,"Plant that perennates as an organ (rhizome, bulb, corm, or tuber) buried in dry soil, with all leaves dying back each year; a subcategory of cryptophyte.",life_form
life_form_helophyte,helophyte,"Plant that perennates as an organ (rhizome, bulb, corm, or tuber) buried in marshy or wet soil or lying under water, with buds emerging during the growing season and shoots and leaves rising about the water surface; a subcategory of cryptophyte. (Synonyms, emergent_hydrophyte)",life_form
life_form_hydrophyte,hydrophyte,"Plant that perennates as buds or as an organ (rhizome, bulb, corm, or tuber) buried in marshy or wet soil or lying under water, with shoots emerging during the growing season that remain below or at the water surface; a subcategory of cryptophyte.",life_form
life_form_therophyte,therophyte,"Annual plants whose shoot and root systems die completely at the end of flowering and seed production, such that they survive the unfavourable cold or dry season in the form of seeds.",life_form
life_form_epiphyte,epiphyte,Plant that grows on the surface of another plant.,life_form
life_form_aerophyte,aerophyte,"Plant that obtains moisture and nutrients from the air and rain, resting on other plants or the ground surface.",life_form
life_history_ephemeral,ephemeral,"A very short-lived plant, generally with a lifespan of only a few months and the exact length of lifespan quite variable and determined by environmental conditions.",life_history
life_history_annual,annual,"A plant that lives for up to one year after germinating, completing its life cycle in a single growing season.",life_history
life_history_biennial,biennial,"A plant that lives for up to two years after germinating, requiring two growing seasons to complete its life cycle and dying following the second growing season.",life_history
life_history_perennial,perennial,"A plant that lives for three or more growing seasons, with an exact lifespan that is indeterminate.",life_history
life_history_short_lived_perennial,short_lived_perennial,"A perennial whose lifespan is less than approximately five years, with the exact lifespan generally dependent on environmental conditions.",life_history
life_history_ephemeral_class_disturbance_ephemeral,disturbance_ephemeral,"Ephemeral plant the germinates and establishes following disturbance, but the type of disturbance is not specified.",life_history_ephemeral_class
life_history_ephemeral_class_rain_ephemeral,rain_ephemeral,Ephemeral plant that germinates and establishes following rain or flood events.,life_history_ephemeral_class
life_history_ephemeral_class_fire_ephemeral,fire_ephemeral,"Ephemeral plant that germinates and establishes following fire, where it is unknown if the plant is an obligate or facultative fire ephemeral.",life_history_ephemeral_class
life_history_ephemeral_class_fire_ephemeral_facultative,fire_ephemeral_facultative,"Ephemeral plant that increases its germination and establishment following fire, but can also germinate and establish without fire.",life_history_ephemeral_class
life_history_ephemeral_class_fire_ephemeral_obligate,fire_ephemeral_obligate,Ephemeral plant that only germinates and establishes following fire.,life_history_ephemeral_class
sex_type_androdioecious,androdioecious,Taxa in which hermaphroditic and staminate (male) plants coexist within a population.,sex_type
sex_type_andromonoecious,andromonoecious,Taxa with hermaphrodite flowers and staminate flowers (producing just male gametes) on the same plant but no pistillate (female) flowers.,sex_type
sex_type_dioecious,dioecious,Taxa that produce male and female flowers on separate plants.,sex_type
sex_type_gynodioecious,gynodioecious,Taxa in which hermaphroditic and pistillate (female) plants coexist within a population.,sex_type
sex_type_gynomonoecious,gynomonoecious,Taxa with hermaphrodite flowers and pistillate flowers (producing just female gametes) on the same plant but no staminate (male) flowers.,sex_type
sex_type_hermaphrodite,hermaphrodite,Taxa with flowers that produce both male and female gametes; bisexual.,sex_type
sex_type_monoecious,monoecious,Taxa that have both male and female flowers on the same plant but an individual flower produces only male or female gametes.,sex_type
sex_type_polygamous,polygamous,Taxa with both unisexual and bisexual flowers on the same plant.,sex_type
sex_type_polygamodioecious,polygamodioecious,Taxa where some flowers on a plant are hermaphrodite and other are pistillate (female) or staminate (male).,sex_type
sex_type_polygamonoecious,polygamonoecious,Taxa where some plants in a population have hermaphrodite and pistillate (female) flowers and others have hermaphrodite and staminate (male) flowers.,sex_type
sex_type_trioecious,trioecious,"Taxa where plants in a population have either hermaphroditic (bisexual) flowers, pistillate (female) flowers, or staminate (male) flowers.",sex_type
sex_type_unknown,unknown,Inadequate information to assign a sex type.,sex_type
nitrogen_fixing_non_nitrogen_fixer,non_nitrogen_fixer,Plant does not host nitrogen-fixing microbes.,nitrogen_fixing
nitrogen_fixing_nitrogen_fixer,nitrogen_fixer,Plant hosts nitrogen-fixing microbes in root nodules.,nitrogen_fixing
parasitic_hemiparasitic,hemiparasitic,"Plant that is photosynthetic but augments its energy, mineral nutrition, and /or water supply through parasitism. This trait value does not distinguish between obligate hemiparasites, plants which require a host for at least part of their life cycle, and facultative hemiparasites, plants which can grow and reproduce without a host.",parasitic
parasitic_hemiparasitic_obligate,hemiparasitic_obligate,Plant that is photosynthetic but requires a host for at least part of its life cycle.,parasitic
parasitic_hemiparasitic_facultative,hemiparasitic_facultative,"Plant that is photosynthetic and can grow and reproduce without a host but augments its energy, mineral nutrition, and /or water supply through parasitism.",parasitic
parasitic_holoparasitic,holoparasitic,Plant that obtains all (or nearly all) of its energy through parasitism.,parasitic
parasitic_parasitic,parasitic,"Plant that obtains some energy, mineral nutrition and/or water through parasitism. This term is used if a dataset does not specify if a plant is a hemiparasite or a holoparasite.",parasitic
parasitic_not_parasitic,not_parasitic,"In the context of this trait, a plant that does not acquire energy, mineral nutrition, and/or water via haustoria connected to another plant. It can include species that form a symbiosis, including a parasitic interaction, with a fungal partner.",parasitic
parasitic_root_parasitic,root_parasitic,Parasitic plant whose haustoria penetrate the root of a host plant.,parasitic
parasitic_stem_parasitic,stem_parasitic,Parasitic plant whose haustoria penetrate the stem of a host plant.,parasitic
plant_alternative_energy_and_nutrient_acquisition_strategy_saprophyte,saprophyte,Plant that acquires nutrients from decaying biomass.,plant_alternative_energy_and_nutrient_acquisition_strategy
bark_photosynthetic_status_non_photosynthetic_bark,non_photosynthetic_bark,Plant's bark is not photosynthetic.,bark_photosynthetic_status
bark_photosynthetic_status_photosynthetic_bark,photosynthetic_bark,Plant's bark is photosynthetic.,bark_photosynthetic_status
photosynthetic_pathway_c3,c3,"Plant using the 'standard' photosynthetic pathway, where a 3-carbon compound is produced after the first stage in the photosynthetic pathway.",photosynthetic_pathway
photosynthetic_pathway_c4,c4,Plants in which the photosynthetic light-dependent reactions and the Calvin cycle are physically separated to reduce photorespiration.,photosynthetic_pathway
photosynthetic_pathway_c3-c4,c3-c4,Taxa that shift between C3 and C4 photosynthesis.,photosynthetic_pathway
photosynthetic_pathway_cam,cam,Plants which display crassulacean acid metabolism.,photosynthetic_pathway
photosynthetic_pathway_c3-cam,c3-cam,Taxa that shift between C3 and cam photosynthesis.,photosynthetic_pathway
photosynthetic_pathway_c4-cam,c4-cam,Taxa that shift between C4 and cam photosynthesis.,photosynthetic_pathway
photosynthetic_pathway_facultative_cam,facultative_cam,Species that shifts between C3 and CAM photosynthesis depending on water availability.,photosynthetic_pathway
photosynthetic_pathway_unknown,unknown,"Photosynthetic pathway is unknown. (This trait value should be used if the photosynthetic pathway is assessed but unknown, not to record a lack of data.)",photosynthetic_pathway
plant_growth_form_herb,herb,"A seed-bearing plant which does not have a woody above-ground stem; when available this term has been divided into more detailed terms. (Synonyms, forb)",plant_growth_form
plant_growth_form_subshrub,subshrub,"A plant that is only woody at the base, with the remainder of the stems regenerating yearly. This term is not meant to encompass short-lived plants that are only borderline woody. (Synonyms, suffrutescent)",plant_growth_form
plant_growth_form_shrub,shrub,"A woody plant that is distinguished by NOT being a tree, due to one of more of the following characteristics, 1) they are less than 8 metres in height; 2) if a plant community includes trees, the shrubs are shorter than the surrounding trees and not part of the canopy; 3) in comparison to trees, the leaves are more distributed along the entire trunk; 4) the plant has multiple relatively narrow stems arising at or near ground level. The definition of `shrub` is complex, as there are many single-stemmed shrubs within Australia and many taxa that are described in the taxonomic literature as a shrub or small tree.",plant_growth_form
plant_growth_form_mallee,mallee,Refers to Eucalyptus species which are small trees that form a large lignotuber. They have multiple stems arising at or near ground level and regenerate from the lignotuber following fire.,plant_growth_form
plant_growth_form_tree,tree,"A tall, woody, perennial plant, usually with a single main trunk, and its leaves predominantly elevated above the ground surface.",plant_growth_form
plant_growth_form_graminoid,graminoid,"Herbaceous plant with a grass-like morphology that is within the order Poales. Taxa both with and without a tussock form are mapped to this term. This term is most frequently applied to three large monocot families, Poaceae, Cyperaceae, and Juncaceae, but the term could apply to other taxa within Poales with a grass-like morphology, including narrow, linear leaves and non-showy flowers, including Restionaceae, Centrolepidaceae, Anarthriaceae, and Ecdeiocoleaceae. Taxa outside Poales with a grass-like morphology should be designated as `herbs` and also have the term `tufted` mapped to the trait `stem_growth_habit`.",plant_growth_form
plant_growth_form_tussock,tussock,"A subcategory of graminoid, which is a plant where many shoots from the basal meristem form prominent tufts.",plant_growth_form
plant_growth_form_graminoid_not_tussock,graminoid_not_tussock,"A subcategory of graminoid, indicating a plant which explicitly lacks a tussock morphology, with the leaves not growing in tufts.",plant_growth_form
plant_growth_form_hummock,hummock,Plant that grows as a dense mound up to 1 metre in height. The term generally applies only to species within the genera Triodia that form such mounds and these are considered a distinctive and uniquely Australian growth form.,plant_growth_form
plant_growth_form_basal_large,basal_large,"A plant whose leaves form a distinctly large basal tuft or rosette, including large acaulescent monocots and cycads.",plant_growth_form
plant_growth_form_geophyte,geophyte,"Subcategory of herb, specifically referring to plants that survive the winter/dry season as an organ (rhizome, bulb, corm, or tuber) buried in dry soil, with all leaves dying back each year.",plant_growth_form
plant_growth_form_palmoid,palmoid,"Plant that bears a rosette-like canopy of typically large, often compound leaves atop a usually thick (pachycaulous), columnar, unbranched or little-branched stem. Palms, tree ferns, trunked cycads, trunked grass-trees, and Pandanus are mapped to this term. (Synonyms, rosette-tree, palm, grass-tree)",plant_growth_form
plant_growth_form_climber,climber,"Plant that climbs up another plant's stem or branches, rather than being able to support itself. Term used only if datasets do not specify if a climbing plant is herbaceous (a vine) or woody (a liana).",plant_growth_form
plant_growth_form_climber_herbaceous,climber_herbaceous,"Herbaceous plant that climbs up another plant's stem or branches, rather than being able to support itself. This is usually synonymous with `vine`. Types of climbers (scrambling, twining) are captured under the trait `plant_climbing_mechanism`. (Synonyms, vine)",plant_growth_form
plant_growth_form_climber_woody,climber_woody,"Woody or thick-stemmed (>2 cm) plant that climbs up another plant's stem or branches, rather than being able to support itself. This is usually synonymous with `liana`. Woody climbers generally use hooks, tendrils, and/or adventitious roots to climb; the climbing mechanisms used by a taxon are captured under the trait `plant_climbing_mechanism`. (Synonyms, liana)",plant_growth_form
plant_growth_form_fern,fern,A taxonomic grouping; ferns are vascular plants that reproduce via spores.,plant_growth_form
plant_growth_form_lycophyte,lycophyte,"A taxonomic grouping that includes quillworts, clubmosses, and selaginella.",plant_growth_form
plant_succulence_succulent_stems,succulent_stems,Stems are thick and fleshy.,plant_succulence
plant_succulence_succulent_leaves,succulent_leaves,Leaves are thick and fleshy.,plant_succulence
plant_succulence_succulent,succulent,A plant is designated as succulent but it is not specified which tissues are thick and fleshy.,plant_succulence
plant_succulence_semi-succulent,semi-succulent,"A plant has tissues that are somewhat thick and fleshy, including many chenopods.",plant_succulence
plant_succulence_not_succulent,not_succulent,Neither stems nor leaves are thick and fleshy.,plant_succulence
stem_growth_habit_arborescent,arborescent,Tree-like growth habit.,stem_growth_habit
stem_growth_habit_erect,erect,Stems that grow upright.,stem_growth_habit
stem_growth_habit_caespitose,caespitose,"Multiple short-shoots arise from the base of the plant forming a dense tuft, as in a bunch-grass. (Synonyms, cespitose, bunch-grass, tussock)",stem_growth_habit
stem_growth_habit_cushion-forming,cushion-forming,"Multiple erect, short stems arise from the soil and are so tightly packed that they form dense, even, rounded canopy with no gaps. (Synonyms, cushion)",stem_growth_habit
stem_growth_habit_mat-forming,mat-forming,Multiple stems that are mostly horizontal and are densely packed but open enough that there are still a few gaps between them.,stem_growth_habit
stem_growth_habit_tufted,tufted,"Plant has a dense clump of leaves, either at the base of the plant or clusters of leaves growing close together higher on the plant. This term can refer to grasses, shrubs, or trees.",stem_growth_habit
stem_growth_habit_creeping,creeping,"Stem that creeps along the ground, rooting at nodes. (Synonyms, repent)",stem_growth_habit
stem_growth_habit_decumbent,decumbent,"Stems whose bases lie flat on the ground but whose tips grow upward. (Synonyms, ascending)",stem_growth_habit
stem_growth_habit_prostrate,prostrate,"Stems lie flat on the ground but do not root at nodes. (Synonyms, procumbent, reclining, trailing)",stem_growth_habit
stem_growth_habit_rosette,rosette,"Plants whose leaves radiate from a central point at or near ground level. (Synonyms, acaulescent, rosulate)",stem_growth_habit
stem_growth_habit_climbing,climbing,"Stem that does not have a self-supporting structure and ascends by leaning on or attaching itself to surrounding vegetation or another substrate. Climbing mechanisms include tendrils, petioles, adventitious roots, scrambling, and twining and are distinguished between in the trait `plant_climbing_mechanism`.",stem_growth_habit
stem_growth_habit_sprawling,sprawling,"Stem that sprawls across other plants or objects but lacks specialised climbing structures or mechanisms. (Synonyms, clambering, scandent)",stem_growth_habit
stem_growth_habit_rhizomatous,rhizomatous,Plants with short horizontal underground stems from which shoots emerge.,stem_growth_habit
stem_growth_habit_stoloniferous,stoloniferous,"Plants with long horizontal branches either slightly belowground or aboveground, that root at their nodes or tips, producing new plants. (Synonyms, sarmentose)",stem_growth_habit
stem_growth_habit_spreading,spreading,"Plants with a notable horizontal extent, referring either to a broad tree canopy or a shrub or herb that spreads across the ground.",stem_growth_habit
stem_growth_habit_floating,floating,Plant where most of the leaves are floating on water.,stem_growth_habit
stem_growth_habit_submerged,submerged,Plant where most of the leaves are submerged beneath the surface of a waterbody.,stem_growth_habit
stem_growth_habit_dense,dense,Plant with a high density of branches.,stem_growth_habit
stem_growth_habit_compact,compact,Plant with closely packed branches.,stem_growth_habit
stem_growth_habit_bushy,bushy,"Plant with much-branched branches. (Synonyms, shrubby)",stem_growth_habit
stem_growth_habit_open,open,Plant with an open architecture of branches.,stem_growth_habit
stem_growth_habit_spindly,spindly,"Plants with weak, skinny branches.",stem_growth_habit
plant_climbing_mechanism_adventitious_roots,adventitious_roots,Roots arising from stem nodes which cling to a host plant.,plant_climbing_mechanism
plant_climbing_mechanism_hooks,hooks,Curved stem outgrowths which allow climbers to cling to a host plant.,plant_climbing_mechanism
plant_climbing_mechanism_spines,spines,Straight stem outgrowths (including true spines as well as thorns and prickles) which allow climbers to cling to a host plant.,plant_climbing_mechanism
plant_climbing_mechanism_tendrils,tendrils,"Modified leaves, petioles, or specialised axillary shoots that coil tightly, forming a specialised structure for climbing.",plant_climbing_mechanism
plant_climbing_mechanism_scrambling,scrambling,"Stem growth habit, where the plant stems are too weak to support themselves, and instead lean on and are supported by host vegetation. There are no specialised structures employed.",plant_climbing_mechanism
plant_climbing_mechanism_twining,twining,"Stem growth habit, where the plant stems twist or coil around a host plant to provide support.",plant_climbing_mechanism
plant_growth_substrate_epiphyte,epiphyte,A plant that grows upon another plant.,plant_growth_substrate
plant_growth_substrate_lithophyte,lithophyte,A plant that grows upon a rock.,plant_growth_substrate
plant_growth_substrate_terrestrial,terrestrial,"A plant that grows on land, and generally referencing a plant that grows in soil.",plant_growth_substrate
plant_growth_substrate_semiaquatic,semiaquatic,A plant that grows partially submerged in water or spends part of its life growing in water.,plant_growth_substrate
plant_growth_substrate_aquatic,aquatic,A plant that grows in water.,plant_growth_substrate
plant_growth_substrate_marine,marine,A plant that grows in the sea.,plant_growth_substrate
plant_growth_substrate_hemiepiphyte,hemiepiphyte,"A plant that spends part of its life cycle as an epiphyte, growing upon another plant.",plant_growth_substrate
plant_type_by_resource_use_hydrohalophyte,hydrohalophyte,Tidal swamp or 'mangrove' and coastal lagoon elements and temperate-zone salt-marsh taxa are classed together.,plant_type_by_resource_use
plant_type_by_resource_use_phreatophyte,phreatophyte,Deep-rooted plants—usually trees—obtaining water from a deep underground source that may or may not be saline.,plant_type_by_resource_use
plant_type_by_resource_use_psammophile,psammophile,Sand-loving plants commonly found in littoral strand or inland sandfields.,plant_type_by_resource_use
plant_type_by_resource_use_weedy,weedy,"This inexact term is meant to indicate a high degree of adaptability to sites, and proven tendency toward aggressive colonization of either dry or wet sites, or rarely, both. In general, weeds invade and colonize highly disturbed sites or areas.",plant_type_by_resource_use
plant_type_by_resource_use_xerohalophyte,xerohalophyte,Plants adapted to inland salt desert and saline habitats.,plant_type_by_resource_use
plant_type_by_resource_use_xerophyte,xerophyte,Drought-tolerant and drought-adapted plants.,plant_type_by_resource_use
pollination_syndrome_abiotic,abiotic,"Floral syndrome indicates pollination occurs through wind, water, or collision of free-floating particles.",pollination_syndrome
pollination_syndrome_biotic,biotic,Floral syndrome suggests flowers are pollinated by a biotic agent.,pollination_syndrome
pollination_syndrome_animal,animal,Floral syndrome suggests flowers are animal-pollinated.,pollination_syndrome
pollination_syndrome_ballistic,ballistic,Floral syndrome suggests pollen is launched away from the plant by explosion.,pollination_syndrome
pollination_syndrome_bat,bat,Floral syndrome suggests flowers are bat-pollinated.,pollination_syndrome
pollination_syndrome_bee,bee,Floral syndrome suggests flowers are bee-pollinated.,pollination_syndrome
pollination_syndrome_beetle,beetle,Floral syndrome suggests flowers are beetle-pollinated.,pollination_syndrome
pollination_syndrome_bird,bird,Floral syndrome suggests flowers are bird-pollinated.,pollination_syndrome
pollination_syndrome_butterfly,butterfly,Floral syndrome suggests flowers are butterfly-pollinated.,pollination_syndrome
pollination_syndrome_fly,fly,Floral syndrome suggests flowers are fly-pollinated.,pollination_syndrome
pollination_syndrome_insect,insect,"Floral syndrome suggests flowers are insect-pollinated, type of insect not specified.",pollination_syndrome
pollination_syndrome_mammal,mammal,Floral syndrome suggests flowers are mammal-pollinated.,pollination_syndrome
pollination_syndrome_moth,moth,Floral syndrome suggests flowers are moth-pollinated.,pollination_syndrome
pollination_syndrome_thrip,thrip,Floral syndrome suggests flowers are thrip-pollinated.,pollination_syndrome
pollination_syndrome_vertebrate,vertebrate,"Floral syndrome suggests flowers are vertebrate-pollinated (bats, birds, mammals or lizards).",pollination_syndrome
pollination_syndrome_wasp,wasp,Floral syndrome suggests flowers are wasp-pollinated.,pollination_syndrome
pollination_syndrome_water,water,Floral syndrome suggests flowers are water-pollinated.,pollination_syndrome
pollination_syndrome_wind,wind,Floral syndrome suggests flowers are wind-pollinated.,pollination_syndrome
pollination_syndrome_self,self,Floral syndrome suggests flowers are primarily self-pollinating.,pollination_syndrome
pollination_syndrome_pollination_rare,pollination_rare,Plants mostly reproduce through vegetative spread and flowering is rare.,pollination_syndrome
pollination_system_abiotic,abiotic,"Observations indicate pollination occurs through wind, water, or collision of free-floating particles.",pollination_system
pollination_system_biotic_unspecialised,biotic_unspecialised,"Taxa are pollinated by a biotic agent, but do not have a specialist pollinator.",pollination_system
pollination_system_biotic_specialised,biotic_specialised,Taxa depend upon a specialist pollinator for pollen transfer.,pollination_system
pollination_system_animal,animal,Flowers are observed to be animal-pollinated.,pollination_system
pollination_system_ballistic,ballistic,Pollen is observed to be launched away from the plant by explosion.,pollination_system
pollination_system_bat,bat,Flowers are observed to be bat-pollinated.,pollination_system
pollination_system_bee,bee,Flowers are observed to be bee-pollinated.,pollination_system
pollination_system_beetle,beetle,Flowers are observed to be beetle-pollinated.,pollination_system
pollination_system_bird,bird,Flowers are observed to be bird-pollinated.,pollination_system
pollination_system_butterfly,butterfly,Flowers are observed to be butterfly-pollinated.,pollination_system
pollination_system_fly,fly,Flowers are observed to be fly-pollinated.,pollination_system
pollination_system_insect,insect,"Flowers are observed to be insect-pollinated, type of insect not specified.",pollination_system
pollination_system_mammal,mammal,Flowers are observed to be mammal-pollinated.,pollination_system
pollination_system_moth,moth,Flowers are observed to be moth-pollinated.,pollination_system
pollination_system_thrip,thrip,Flowers are observed to be thrip-pollinated.,pollination_system
pollination_system_vertebrate,vertebrate,"Flowers are observed to be vertebrate-pollinated (bats, birds, mammals or lizards).",pollination_system
pollination_system_wasp,wasp,Flowers are observed to be wasp-pollinated.,pollination_system
pollination_system_water,water,Flowers are observed to be water-pollinated.,pollination_system
pollination_system_wind,wind,Flowers are observed to be wind-pollinated.,pollination_system
pollination_system_self,self,Flowers are self-pollinated.,pollination_system
bud_bank_location_apical_buds,apical_buds,"Plants resprout from above-ground apical meristems. Also termed a caudex. Term refers to palm-like plants with aerial buds that resprout, including grass trees, palms, tree ferns, and pandanus. (Synonym, aerial apical sprouter)",bud_bank_location
bud_bank_location_basal_buds,basal_buds,"Plants resprout from its base, with buds originating from stem tissue (e.g. lignotuber) and root tissue (root crown) not distinguished between. Most buds designated as being basal are likely to be resprouts from a lignotuber, but this trait value is used if the dataset reported `basal buds` or `basal burl` rather than `basal stem buds` or `lignotuber`. (Synonym, rootstock, lignotuberous resprouter)",bud_bank_location
bud_bank_location_basal_stem_buds,basal_stem_buds,"Plants resprout from the base of the stem. Australian plants with basal stem buds usually have a lignotuber, documented in the trait `storage_organ`.",bud_bank_location
bud_bank_location_epicormic_buds,epicormic_buds,Plants resprout from the stem or trunk.,bud_bank_location
bud_bank_location_fleshy_underground_organ,fleshy_underground_organ,"Plants resprouts from buds on a fleshy underground organ that is a taproot tuber, bulb, corm, stem tuber, root tuber, or belowground caudex. (Synonym, geophyte)",bud_bank_location
bud_bank_location_root_crown,root_crown,"Plants resprout from the root crown, the root tissue at the root-stem transition.",bud_bank_location
bud_bank_location_bud-bearing_root,bud-bearing_root,"Root buds produce vertical suckers (from root crown) or adventitious roots. (Synonyms, root-suckering resprouter; adventitious buds)",bud_bank_location
bud_bank_location_rhizome,rhizome,"Plants resprout from buds on a rhizome, where it is not specified if the rhizome is woody or non-woody.",bud_bank_location
bud_bank_location_rhizome_woody,rhizome_woody,Plants resprout from buds on a woody rhizome.,bud_bank_location
bud_bank_location_rhizome_non_woody,rhizome_non_woody,"Plants resprout from buds on a fleshy rhizome, rhizophore, or fibrous rhizome.",bud_bank_location
bud_bank_location_stem_buds,stem_buds,"Plants resprout from stem buds; this trait value is separate to epicormic buds. (Synonyms, aerial axillary resprouter)",bud_bank_location
bud_bank_location_stem_tuber,stem_tuber,Plants resprout from buds on a stem tuber.,bud_bank_location
bud_bank_location_stolon,stolon,Horizontal branches (stems) resprout from the base of the plant.,bud_bank_location
bud_bank_location_underground_buds,underground_buds,"Plants that resprout from underground organ, but the type of organ isn't specified.",bud_bank_location
bud_bank_location_none,none,Plants lack regenerative buds.,bud_bank_location
storage_organ_bulb,bulb,Below ground storage organ derived from stem and usually leaf tissue.,storage_organ
storage_organ_corm,corm,"Below ground storage organ that is a short, rounded, vertical, fleshy, underground stem.",storage_organ
storage_organ_caudex,caudex,"Swollen stem that usually functions in water storage, although the term can also apply to below ground structures or to swollen roots.",storage_organ
storage_organ_fleshy_underground_organ,fleshy_underground_organ,"Plants that use fleshy, generally underground organs (swellings) to regenerate, but the type of organ is not specified; examples include corms, tubers, bulbs, and caudex.",storage_organ
storage_organ_lignotuber,lignotuber,"Swollen woody structures are located at the transition between the stem base and root crown of woody shrubs, mallees and small trees, and are formed from stem tissues. Buds are located over the entire structure. No colonisation ability.",storage_organ
storage_organ_pseudobulb,pseudobulb,An above ground storage organ present in many terrestrial and epiphytic orchids created throough the thickening of the stem between leaf nodes.,storage_organ
storage_organ_rhizome,rhizome,"A type of continually growing or creeping underground stem, but it is not specified if the rhizome is woody or non-woody.",storage_organ
storage_organ_rhizome_woody,rhizome_woody,A type of continually growing or creeping woody underground stem.,storage_organ
storage_organ_rhizome_fleshy,rhizome_fleshy,"A type of continually growing or creeping fleshy, non-woody underground stem.",storage_organ
storage_organ_rhizome_fibrous,rhizome_fibrous,"A type of continually growing or creeping fibrous, non-woody underground stem.",storage_organ
storage_organ_root_tuber,root_tuber,"A swollen root the stores nutrients, carbohydrates and water. (Synonym, taproot tuber)",storage_organ
storage_organ_stem_tuber,stem_tuber,"A swollen underground stem that stores nutrients, carbohydrates and water.",storage_organ
storage_organ_storage_organ,storage_organ,"Plant has a storage organ, but the type is unknown.",storage_organ
storage_organ_tuber,tuber,"A swollen underground organ that stores nutrients, carbohydrates and water, where it is not specified if the tuber develops from root or stem tissue.",storage_organ
storage_organ_no_storage_organ,no_storage_organ,No storage organ present,storage_organ
resprouting_capacity_non_fire_disturbance_resprouts_non_fire_disturbance,resprouts_non_fire_disturbance,"Plants that are known to be fire-killed, but have the ability to resprout following a disturbance other than fire that causes 100% leaf loss.",resprouting_capacity_non_fire_disturbance
resprouting_capacity_non_fire_disturbance_resprouts_after_cyclone,resprouts_after_cyclone,Plants are able to resprout following 100% leaf loss in a cyclone.,resprouting_capacity_non_fire_disturbance
resprouting_capacity_non_fire_disturbance_resprouts_after_drought,resprouts_after_drought,Plants are able to resprout following 100% leaf loss during a drought.,resprouting_capacity_non_fire_disturbance
clonal_spread_mechanism_aboveground_clonal,aboveground_clonal,"Vegetative buds or plant fragments that can disperse and produce new plants (including axillary buds, bulbils and turions).",clonal_spread_mechanism
clonal_spread_mechanism_adventitious_roots,adventitious_roots,Adventitious roots can form at nodes on the main roots or aboveground from nodes on stems.,clonal_spread_mechanism
clonal_spread_mechanism_bulb,bulb,"Below ground storage organ derived from stem (and sometimes leaf) tissue, that divides into new individuals.",clonal_spread_mechanism
clonal_spread_mechanism_belowground_clonal,belowground_clonal,Plants use an unspecified underground organ for clonal spread.,clonal_spread_mechanism
clonal_spread_mechanism_corm,corm,Below ground organ derived from stem tissue that can function either for vegetative spread or to regenerate following a disturbance.,clonal_spread_mechanism
clonal_spread_mechanism_rhizome,rhizome,Plant has an underground stem that has stem buds and forms adventitious roots at nodes; this stem may be woody or non-woody. Rhizomes are both a mechanism for vegetative spread and a strategy to survive fire.,clonal_spread_mechanism
clonal_spread_mechanism_root_buds,root_buds,Root buds that produce vertical suckers.,clonal_spread_mechanism
clonal_spread_mechanism_root_tuber,root_tuber,A swollen root that functions as a storage organ and has buds that allow clonal growth.,clonal_spread_mechanism
clonal_spread_mechanism_stem_tuber,stem_tuber,A swollen underground stem that functions as a storage organ and has buds that allow clonal growth.,clonal_spread_mechanism
clonal_spread_mechanism_stolon,stolon,Plants having horizontal branches (stems) from the base of the plant that produce new plants from buds at its tip or nodes.,clonal_spread_mechanism
clonal_spread_mechanism_viviparous,viviparous,Plant produces clonal offspring that grow while still attached to the parent plant.,clonal_spread_mechanism
clonal_spread_mechanism_non_clonal,non_clonal,Plant does not display clonal growth.,clonal_spread_mechanism
root_system_classification_type_i,type_i,The primary root is fibrous or fleshy and is relatively long; mesophytic.,root_system_classification
root_system_classification_type_ii,type_ii,The primary root is relatively short and is fibrous. Roots are well branched in a dry habitat but branch little in one that is wet.,root_system_classification
root_system_classification_type_iii,type_iii,The primary root is usually long and fibrous. The first order lateral roots are well branched and are usually short; they are rather evenly distributed along the primary root; xerophytic.,root_system_classification
root_system_classification_type_iv,type_iv,"The primary root is usually long and slender like that of Type II. The first order lateral roots are well branched. Those closest to the surface of the ground, or not far below, are relatively long; xerophytic and mesophytic.",root_system_classification
root_system_classification_type_v,type_v,"The primary root is divided-forked or branched-and fibrous, and with few first order lateral roots, or, in age, apparently with none; xerophytic.",root_system_classification
root_system_classification_type_vi,type_vi,The primary root is usually as in Type V. The first order lateral roots are mostly on the upper portion of the primary root and are thus relatively superficial; xerophytic or in well aerated sandy soil where the rainfall is not light.,root_system_classification
