identifier,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_uom,category,created,modified,reviewed,deprecated_trait_name,constraints,structure,measured_characteristic,reviewers,references,keywords,exact_match,close_match,related_match,TOP_exact,TOP_close,TOP_related,TRY_exact,TRY_close,TRY_related,LEDA_exact,LEDA_close,LEDA_related,GIFT_exact,GIFT_close,GIFT_related,BIEN_exact,BIEN_close,BIEN_related,BROT_exact,BROT_close,BROT_related,PalmTraits_exact,PalmTraits_close
trait_0013115,leaf_vessel_diameter,Leaf xylem vessel diameter,A vascular tissue morphology trait [TO:0000470] which is the diameter [PATO:0001334] of xylem vessels [PO:0025417] in a leaf [PO:0025034].,Diameter of xylem vessels in a leaf.,"As the adjacent vessels in an individual stem vary notably in size, this trait should never document a single vessel diameter from an individual, but instead the mean (or possibly maximum) vessel diameter from a much larger sample size. Note as well, that vessel diameters increase from a growing tip to the base of a plant and the location sampled should be specified in either the methods or as a context property.",https://w3id.org/APD,STATO_0000251,1,250,um,micrometre,trait_group_0013102; trait_group_0021002; trait_group_0011202,14/07/2021,05/02/2024,31/05/2023,vessel_diameter_leaves,,PO_0025034,PATO_0001334,Timothy Brodribb; Brendan Choat,,PO_0025417; EnvThes:22133; GO_0006833,,,,,,,Leaf vessel diameter [TRY:367] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013116,stem_vessel_lumen_fraction,Stem xylem vessel lumen fraction,A vascular tissue morphology trait [TO:0000470] which is the ratio [PATO:0001470] of total xylem vessel [PO:0025417] lumen [PO:0025117] cross-sectional [NCIT:C63795] area [PATO:0001323] to stem [PO:0009047] cross-sectional area.,The fraction of a stem cross-section comprised of lumen and calculated as the ratio of the total cross-sectional area comprised of xylem vessels (lumen fraction) to the total stem cross-sectional area.,,https://w3id.org/APD,STATO_0000251,0.001,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013102; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,vessel_lumen_fraction,,PO_0009047,STATO_0000300; EnvThes:22003; NCIT_C63795; PATO_0001470,,Scholz 2013; Zanne 2010,PO_0025417; PO_0025117; glossary_40112; GO_0006833; PO_0004513,,,,,,,Stem conduit lumen cross-sectional area (vessels and tracheids) per stem sapwood cross-sectional are [TRY:172] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013117,stem_vessel_multiple_fraction,Stem xylem vessel multiple fraction,"A vascular tissue morphology trait [TO:0000470] which is the ratio [PATO:0001470] of the count [NCIT:C25463] of groups of xylem vessels [PO:0025417] to the total count of xylem vessels, with a value approximating 1 indicating a tendency towards solitary vessels.","Vmf; A vessel grouping index, calculated as the number of groups of vessels divided by the total number of vessels, where vessels are considered to be part of the same group if they are in contact with one another. A Vmf value approximating 1 denotes a tendency towards solitary vessels while a smaller value indicates a tendency of vessels to occur in clusters.",,https://w3id.org/APD,STATO_0000251,0.001,1,{dimensionless},{dimensionless},trait_group_0013102; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,vessel_multiple_fraction,,PO_0009047,STATO_0000300; PATO_0001555; NCIT_C25463; PATO_0001470,,Scholz 2013,PO_0025417; GO_0006833; PO_0004513,,,,,,,Wood vessel grouping [TRY:276] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013118,stem_vessel_non_lumen_fraction,Stem non-lumen fraction,A vascular tissue morphology trait [TO:0000470] which is the proportion of a cross-section of stem that is not comprised of lumen (`empty space`) and is calculated at 1 minus the ratio [PATO:0001470] of total xylem vessel [PO:0025417] and tracheid [PO:0000301] lumen [PO:0025117] cross-sectional [NCIT:C63795] area [PATO:0001323] to stem [PO:0009047] cross-sectional area.,The fraction of a stem cross-section not comprised of lumen (the empty space in xylem vessels and tracheids) and calculated as one minus the ratio of the total cross-sectional area comprised of xylem vessels and tracheids (lumen fraction) to the total stem cross-sectional area.,,https://w3id.org/APD,STATO_0000251,0.001,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013102; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,vessel_non_lumen_fraction,,PO_0009047,STATO_0000300; EnvThes:22003; NCIT_C63795; PATO_0001470,,Scholz 2013; Zanne 2010,PO_0025417; PO_0025117; glossary_40112; GO_0006833; PO_0004513; PO_0000301,,,,,,,Wood cross-sectional fraction of Vessel (conduit) area [TRY:3018] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013119,stem_vessel_wall_fraction,xylem vessel wall fraction,A vascular tissue morphology trait [TO:0000470] which is the ratio [PATO:0001470] of xylem vessel [PO:0025417] cell wall [GO:0009505] cross-sectional [NCIT:C63795] area [PATO:0001323] to total xylem vessel cross-sectional area.,"Fraction of xylem vessels comprised of cell wall, calculated as the ratio of xylem vessel cell wall cross-sectional area to total xylem vessel cross-sectional area.",,https://w3id.org/APD,STATO_0000251,0.001,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013102; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,vessel_wall_fraction,,PO_0009047,STATO_0000300; EnvThes:22003; NCIT_C63795; PATO_0001470,,,PO_0025417; GO_0009505; GO_0006833; PO_0004513,,,,,,,,,,,,,,,,,,,,,,,
trait_0013120,stem_xylem_vulnerability_index,Xylem vulnerability index,A vascular tissue morphology trait [TO:0000470] which is the ratio [PATO:0001470] of a stem'  [PO:0009047] average xylem vessel [PO:0025417] diameter [PATO:0001334] to the stem's xylem vessel count density [ECSO:00001160].,"The ratio of a stem's average xylem vessel diameter to the stem's xylem vessel density, an index of sap conductance and xylem vessel susceptibility to vessel cavitation.",,https://w3id.org/APD,STATO_0000251,0.05,1000,um.m2/{count},square millimetre micrometre,trait_group_0013102; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,vulnerability_index,,PO_0009047,PATO_0001334; ECSO_00001160; PATO_0001470,,Scholz 2013,PO_0005352; GO_0006833; PO_0004513,,,,,,,,,,,,,,,,,,,,,,,
trait_0013121,leaf_vessel_wall_thickness,Leaf xylem vessel wall thickness,A vascular tissue morphology trait [TO:0000470] which is the thickness [PATO:0000915] of the wall of xylem vessels [PO:0025417] in a leaf [PO:0025034].,The wall thickness of xylem vessels in a leaf.,,https://w3id.org/APD,STATO_0000251,0.1,100,um,micrometre,trait_group_0013102; trait_group_0021002; trait_group_0011202,31/03/2025,31/03/2025,,,applicable to plants with vessels,PO_0025034,PATO_0000915; PATO_0000117,,,PO_0025417; GO_0006833; EnvThes:22133,,,,,,,,,,,,,,,,,,,,,,,
trait_0013122,stem_vessel_wall_thickness,Stem xylem vessel wall thickness,A vascular tissue morphology trait [TO:0000470] which is the thickness [PATO:0000915] of the wall of xylem vessels [PO:0025417] in a stem [PO:0009047].,The wall thickness of xylem vessels in a stem.,,https://w3id.org/APD,STATO_0000251,0.1,100,um,micrometre,trait_group_0013102; trait_group_0021002; trait_group_0011802,31/03/2025,31/03/2025,,,applicable to plants with vessels,PO_0009047,PATO_0000915; PATO_0000117,,,PO_0025417; GO_0006833; PO_0004513; EnvThes:22133,,,,,,,,,,,,,,,,,,,,,,,
trait_0013123,leaf_vessel_length,Leaf xylem vessel length,A vascular tissue morphology trait [TO:0000470] which is the length [PATO:0000122] of xylem vessels [PO:0025417] in a leaf [PO:0025034].,The length of xylem vessels in a leaf.,,https://w3id.org/APD,STATO_0000251,1,10000,um,micrometre,trait_group_0013102; trait_group_0021002; trait_group_0011202,31/03/2025,31/03/2025,,,applicable to plants with vessels,PO_0025034,PATO_0000122; PATO_0000117,,,PO_0025417; GO_0006833,,,,,,,,,,,,,,,,,,,,,,,
trait_0013124,stem_vessel_length,Stem xylem vessel length,A vascular tissue morphology trait [TO:0000470] which is the length [PATO:0000122] of xylem vessels [PO:0025417] in a  stem [PO:0009047].,The length of xylem vessels in a stem.,,https://w3id.org/APD,STATO_0000251,1,10000,um,micrometre,trait_group_0013102; trait_group_0021002; trait_group_0011802,31/03/2025,31/03/2025,,,applicable to plants with vessels,PO_0009047,PATO_0000122; PATO_0000117,,,PO_0025417; GO_0006833; PO_0004513,,,,,,,,,,,,,,,,,,,,,,,
trait_0013161,wood_axial_parenchyma_fraction,Wood axial parenchyma fraction,"A vascular tissue morphology trait [TO:0000470] which is the fraction of a cross-section [NCIT:C63795] of sapwood [PO:0004513] comprised of axial secondary xylem parenchyma [PO:0004533], calculated as ratio [PATO:0001470] of axial parenchyma cross-sectional area [PATO:0001323] to sapwood cross-sectional area.",The fraction of a cross-section of sapwood comprised of axial parenchyma. It is calculated as the ratio of total axial parenchyma cross-sectional area to sapwood cross-sectional area.,,https://w3id.org/APD,STATO_0000251,0.001,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013001; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,,,PO_0009047,STATO_0000300; PATO_0001470; EnvThes:22003; NCIT_C63795,,,PO_0004513; PO_0004533; ENVO_00002040; PO_0005848,,,,,,,Wood cross-sectional fraction of axial parenchyma area [TRY:3021] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013162,wood_conduit_fraction,Wood conduit fraction,"A vascular tissue morphology trait [TO:0000470] which is the fraction of a cross-section [NCIT:C63795] of sapwood [PO:0004513] comprised of all water [CHEBI:15377] transport conduits (both tracheids [PO:0000301] and xylem vessels [PO:0025417]), calculated as the ratio [PATO:0001470] of total cross-sectional area [PATO:0001323] of conduits to sapwood cross-sectional area.","The fraction of a cross-section of sapwood comprised of all water transport conduits, including both xylem vessels and tracheids. It is calculated as the ratio of total conduit cross-sectional area to sapwood cross-sectional area.",,https://w3id.org/APD,STATO_0000251,0.01,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013001; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,,,PO_0009047,STATO_0000300; PATO_0001470; EnvThes:22003; NCIT_C63795,,,PO_0004513; PO_0000301; PO_0005352; ENVO_00002040; GO_0006833; PO_0005848,,,,,,,Wood cross-sectional fraction of Vessel (conduit) area [TRY:3018] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013163,wood_fibre_fraction,Wood fibre fraction,"A vascular tissue morphology trait [TO:0000470] which is the fraction of a cross-section [NCIT:C63795] of sapwood [PO:0004513] comprised of plant fiber cells [PO:0025407], calculated as the ratio [PATO:0001470] of total fiber cell cross-sectional area [PATO:0001323] to sapwood cross-sectional area.",The fraction of a cross-section of sapwood comprised of fibres. It is calculated as the ratio of total fibre cross-sectional area to sapwood cross-sectional area.,,https://w3id.org/APD,STATO_0000251,0.01,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013001; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,,,PO_0009047,STATO_0000300; PATO_0001470; EnvThes:22003; NCIT_C63795,,,PO_0004513; PO_0025407; ENVO_00002040; PO_0005848,,,,,,,Wood cross-sectional fraction of fibre area [TRY:3019] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013164,wood_ray_parenchyma_fraction,Wood ray parenchyma fraction,"A vascular tissue morphology trait [TO:0000470] which is the fraction of a cross-section [NCIT:C63795] of sapwood [PO:0004513] comprised of ray secondary xylem parenchyma cells [PO:0004534], calculated as the ratio [PATO:0001470] of total ray parenchyma cross-sectional area [PATO:0001323] to sapwood cross-sectional area.",The fraction of a cross-section of sapwood comprised of rays. It is calculated as the ratio of total ray cross-sectional area to sapwood cross-sectional area.,,https://w3id.org/APD,STATO_0000251,0.01,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013001; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,wood_ray_fraction,,PO_0009047,STATO_0000300; PATO_0001470; EnvThes:22003; NCIT_C63795,,,PO_0004513; PO_0004534; ENVO_00002040; PO_0005848,,,,,,,Wood cross-sectional fraction of wod ray area [TRY:3020] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0013165,wood_tracheid_fraction,Wood tracheid fraction,"A vascular tissue morphology trait [TO:0000470] which is the fraction of a cross-section [NCIT:C63795] of sapwood [PO:0004513] comprised of tracheids [PO:0000301], calculated as the ratio [PATO:0001470] of total tracheid cross-sectional area [PATO:0001323] to sapwood cross-sectional area.",The fraction of a cross-section of sapwood comprised of tracheids. It is calculated as the ratio of total tracheid cross-sectional area to sapwood cross-sectional area.,,https://w3id.org/APD,STATO_0000251,0,1,mm2/mm2,square millimetre per square millimetre,trait_group_0013001; trait_group_0021002; trait_group_0011802,14/07/2021,05/02/2024,,,,PO_0009047,STATO_0000300; PATO_0001470; EnvThes:22003; NCIT_C63795,,,PO_0004513; PO_0000301; ENVO_00002040; GO_0006833; PO_0005848,,,,,,,,,,,,,,,,,,,,,,,
trait_0014011,leaf_work_to_punch,Leaf work to punch,A leaf lamina [PO:0025060] strength [PATO:0001230] trait which is a measure of a leaf's [PO:0025034] compressive strength [SWEET:propPressure/CompressiveStrength; MESH:D019245]. It is the force [PATO:0001035] (work) required to punch a hole in a leaf lamina (fracture [SWEET:phenSolid/Fracture]) with a punch and die.,"The force (work) required to punch a hole through a leaf lamina, generally with a punch and die. This is a measure of leaf compressive strength or toughness.","Variation in methods used will mean that, in some cases, values are not perfectly comparable across studies. The expected units for this trait are listed as N/m, which is identical to J/m2; Newtons are a unit of force, while Joules are a unit of work, indicating how much work (force per distance) is done when force is applied.",https://w3id.org/APD,STATO_0000251,0.5,10000,N/m,newton per metre,trait_group_0014001; trait_group_0011202,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0001026; PATO_0001035,,Sanson 2001,PO_0020039; PATO_0001230; D019245; Fracture; glossary_40088,,,,,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0014012,leaf_work_to_punch_adjusted,Leaf specific work to punch,"A leaf lamina [PO:0025060] strength [PATO:0001230] trait which is a measure of a leaf's [PO:0025034] compressive strength [SWEET:propPressure/CompressiveStrength; MESH:D019245]. It is the force [PATO:0001035] (work) required to punch a hole in a leaf lamina (fracture [SWEET:phenSolid/Fracture]) with a punch and die, scaled by leaf thickness [PATO:0000915].","The force (work) required to punch a hole through a leaf lamina, generally with a punch and die, adjusted for leaf thickness. This is a measure of leaf compressive strength or toughness.","Variation in methods used will mean that, in some cases, values are not perfectly comparable across studies. The expected units for this trait are listed as N/m2, which is identical to J/m3; Newtons are a unit of force, while Joules are a unit of work, indicating how much work (force per distance) is done when force is applied.",https://w3id.org/APD,STATO_0000251,1000,30000000,N/m2,newton per square meter,trait_group_0014001; trait_group_0011202,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0001026; PATO_0001035; PATO_0001470; PATO_0000915,,Sanson 2001,PO_0020039; PATO_0001230; D019245; Fracture; glossary_40088,,,,,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0014013,leaf_work_to_shear,Leaf work to shear,A leaf lamina [PO:0025060] strength [PATO:0001230] trait which is a measure of a leaf's [PO:0025034] compressive strength [SWEET:propPressure/CompressiveStrength; MESH:D019245]. It is the force [PATO:0001035] required to shear [SWEET:phenSolid/Shear] a leaf lamina with a pair of scissors.,The force (work) required to shear a leaf. This is a measure of leaf compressive strength or toughness that is equivalent to cutting a leaf with scissors.,"Variation in methods used will mean that, in some cases, values are not perfectly comparable across studies. The expected units for this trait, N is the same as J/m; Newtons are a unit of force, while Joules are a unit of work, indicating how much work (force per distance) is done when force is applied.",https://w3id.org/APD,STATO_0000251,0.01,10,N,newton,trait_group_0014001; trait_group_0011202,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0001026; PATO_0001035,,Sanson 2001,PO_0020039; PATO_0001230; D019245; Shear,,,,,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0014014,leaf_work_to_shear_adjusted,Leaf specific work to shear (fracture toughness),"A leaf lamina [PO:0025060] strength [PATO:0001230] trait which is a measure of a leaf's [PO:0025034] compressive strength [SWEET:propPressure/CompressiveStrength; MESH:D019245]. It is the force [PATO:0001035] required to shear [SWEET:phenSolid/Shear] a leaf lamina with a pair of scissors, scaled by leaf thickness [PATO:0000915].","The force (work) required to shear a leaf, adjusted to leaf thickness; also referred to as 'fracture toughness'. This is a measure of leaf compressive strength or toughness that is equivalent to cutting a leaf with scissors.","Variation in methods used will mean that, in some cases, values are not perfectly comparable across studies. The expected units for this trait, N/m is the same as J/m2; Newtons are a unit of force, while Joules are a unit of work, indicating how much work (force per distance) is done when force is applied.",https://w3id.org/APD,STATO_0000251,100,10000,N/m,newton per metre,trait_group_0014001; trait_group_0011202,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0001026; PATO_0001035; PATO_0001470; PATO_0000915,,Sanson 2001,PO_0020039; PATO_0001230; D019245; Shear,,,,,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,Leaf lamina fracture toughness [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
trait_0014015,leaf_work_to_tear,Leaf work to tear,A leaf lamina [PO:0025060] strength [PATO:0001230] trait which is a measure of a leaf's [PO:0025034] tensile strength [SWEET:propPressure/TensileStrength; MESH:D013718]. It is the force [PATO:0001035] required to tear or rip [SWEET:phenSolid/Rip] a leaf lamina.,The force (work) required to tear/rip a leaf. This is a measure of leaf tensile strength.,"Variation in methods used will mean that, in some cases, values are not perfectly comparable across studies. The expected units for this trait, N is the same as J/m; Newtons are a unit of force, while Joules are a unit of work, indicating how much work (force per distance) is done when force is applied. (Work to tear is also sometimes reported in J.)",https://w3id.org/APD,STATO_0000251,0.01,50,N,newton,trait_group_0014001; trait_group_0011202,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0001026; PATO_0001035,,Sanson 2001,PO_0020039; PATO_0001230; D013718; Rip,,,,,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0014016,leaf_work_to_tear_adjusted,Leaf specific work to tear,"A leaf lamina [PO:0025060] strength [PATO:0001230] trait which is a measure of a leaf's [PO:0025034] tensile strength [SWEET:propPressure/TensileStrength; MESH:D013718]. It is the force [PATO:0001035] required to tear or rip [SWEET:phenSolid/Rip] a leaf lamina, scaled by leaf thickness [PATO:0000915].","The force (work) required to tear/rip a leaf, adjusted to leaf thickness. This is a measure of leaf tensile strength.","Variation in methods used will mean that, in some cases, values are not perfectly comparable across studies. The expected units for this trait, N/m is the same as J/m2; Newtons are a unit of force, while Joules are a unit of work, indicating how much work (force per distance) is done when force is applied.",https://w3id.org/APD,STATO_0000251,10,15000,N/m,newton per metre,trait_group_0014001; trait_group_0011202,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0001026; PATO_0001035; PATO_0001470; PATO_0000915,,Sanson 2001,PO_0020039; PATO_0001230; D013718; Rip,,,,,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0014017,bark_modulus_of_elasticity,Bark modulus of elasticity,"A bark [PO:0004518] physical quality [PATO:0002079] trait which is the bark's modulus of elasticity [SWEET:propPressure/ModulusOfElasticity], its resistance to being deformed [SWEET:phenSolid/Deform] elastically [PATO:0001031] (non-permanently) when a force [PATO:0001035] is applied.  It is calculated as the ratio of the force applied to bark per unit area (stress) to the bark's deformation (bending).","A measure of stem stiffness and elasticity, which is how much the bark is deformed elastically (bends) under stress. It is calculated as the ratio of the force applied to bark per unit area (stress) to the bark's deformation (bending). The trait is also called Young's modulus for bark.",,https://w3id.org/APD,STATO_0000251,10,100000,MPa,megapascal,trait_group_0014001; trait_group_0012002,14/07/2021,05/02/2024,,modulus_of_elasticity_bark,,PO_0004518,PATO_0001026; PATO_0001035,,,PATO_0001031; ModulusOfElasticity; Deform,,,TO_0000507,,,,,,,,,,,,,,,,,,,,
trait_0014018,stem_modulus_of_elasticity,Stem modulus of elasticity,"A stem [PO:0009047] physical quality [PATO:0002079] trait which is the stem's modulus of elasticity [SWEET:propPressure/ModulusOfElasticity], its resistance to being deformed [SWEET:phenSolid/Deform] elastically [PATO:0001031] (non-permanently) when a force [PATO:0001035] is applied. It is calculated as the ratio of the force applied to wood per unit area (stress) to the stem's deformation (bending).","A measure of stem stiffness and elasticity, which is how much the stem is deformed elastically (bends) under stress. It is calculated as the ratio of the force applied to stem per unit area (stress) to the stem's deformation (bending).  This is the modulus of a compound tissue made up of bark and wood (or xylem) and potentially pith and could also be called structural modulus of elasticity. Trait is also called Young's modulus for a stem.",,https://w3id.org/APD,STATO_0000251,10,100000,MPa,megapascal,trait_group_0014001; trait_group_0011802,14/07/2021,05/02/2024,,modulus_of_elasticity_stem,,PO_0009047,PATO_0001026; PATO_0001035,,,PATO_0001031; ModulusOfElasticity; Deform; PO_0005848,,,TO_0000507,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,
trait_0014019,xylem_modulus_of_elasticity,Xylem modulus of elasticity,"A secondary xylem [PO:0005848] physical quality [PATO:0002079] trait which is the xylem's modulus of elasticity [SWEET:propPressure/ModulusOfElasticity], its resistance to being deformed [SWEET:phenSolid/Deform] elastically [PATO:0001031] (non-permanently) when a force [PATO:0001035] is applied.","A measure of wood stiffness and elasticity, which is how much wood (secondary xylem) is deformed elastically (bends) under stress. It is calculated as the ratio of the force applied to wood per unit area (stress) to the stem's deformation (bending).  This is the modulus of elasticity explicitly for xylem (wood). Trait is also called Young's modulus for xylem.",,https://w3id.org/APD,STATO_0000251,10,100000,MPa,megapascal,trait_group_0014001; trait_group_0011802,14/07/2021,05/02/2024,,modulus_of_elasticity_xylem,,PO_0009047,PATO_0001026; PATO_0001035,,,PATO_0001031; ModulusOfElasticity; Deform; PO_0005352; PO_0005848,,,TO_0000507,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,
trait_0014020,modulus_of_rupture,Modulus of rupture,"A secondary xylem [PO:0005848] physical quality [PATO:0002079] trait which is the xylem [PO:0005352] cell wall's [GO:0009505] mechanical [MESH:D055595] bending strength [PATO:0001230], reported as the force [PATO:0001035] applied to a stem [PO:0009047] that causes it to stop bending and break (fail).","A measure of wood bending strength, which is the force per unit surface area applied to a length of bent stem (surface stress) that causes it to break. This is also the force required to rupture xylem vessels.",,https://w3id.org/APD,STATO_0000251,1,10000,MPa,megapascal,trait_group_0014001; trait_group_0011802,14/07/2021,05/02/2024,,,,PO_0009047,PATO_0001025; PATO_0001035; PATO_0001230,,,PO_0005352; GO_0009505; TO_0000237; PO_0005848,,,,,,,,"Wood mechanical property: flexual stiffness, elasticity, rupture [TRY:1226] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,
trait_0020221,photosynthetic_pathway,Plant photosynthetic pathway,"The photosynthetic pathway, or biochemical reaction [NCIT:C19899], used by a plant to convert carbon dioxide [ENVO:01000451] into carbohydrates [CHEBI:16646], with options being C3 photosynthesis [GO:0019253], C4 photosynthesis [GO:0009760], and CAM photosynthesis [GO:0009761].",Type of photosynthetic pathway displayed by a plant.,,https://w3id.org/APD,STATO_0000252,,,,,trait_group_0020202,14/07/2021,05/02/2024,,,,PO_0000003; PO_0025034,PATO_0001995,,,GO_0019253; GO_0009760; GO_0009761; NCIT_C19899; GO_0019685; GO_0015979,,,,,,,Photosynthesis pathway [TRY:22] (https://www.try-db.org/de/de.php),,,,,,Photosynthetic_pathway [GIFT:4.2.1] (https://gift.uni-goettingen.de),,,,,,,,,,
trait_0020222,bark_photosynthetic_status,Bark photosynthesis,A photosynthetic trait [TO:0001015] which indicates whether a plant's bark [PO:0004518] does or does not have a photosynthetic rate greater than zero.,Binary variable indicating whether bark is photosynthetic.,,https://w3id.org/APD,STATO_0000252,,,,,trait_group_0020206,14/07/2021,05/02/2024,31/05/2023,photosynthetic_bark,,PO_0004518,PATO_0001995,,,TO_0001015; NCIT_C19899,,,,,,,,,,,,,,,,,,,,,,,
trait_0020240,leaf_photosynthetic_rate_per_area_ambient,Leaf photosynthesis rate per unit leaf area under ambient light and CO2 (A),"The photosynthetic rate [TO:0001015] of plant leaves [PO:0025034] exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels and ambient atmospheric carbon dioxide [ENVO:01000451; CHEBI:16526] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323].","The photosynthetic rate of a leaf exposed to ambient light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, air temperature and vapour pressure deficit, per unit leaf area.","Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,0.01,40,umol{CO2}/m2/s,micromole per square metre second,trait_group_0020206,14/07/2021,05/02/2024,31/05/2023,photosynthetic_rate_per_area_ambient,,PO_0025034,STATO_0000071; EnvThes:22003; PATO_0000161,Belinda Medlyn; David Ellsworth,Pérez-Harguindeguy 2013; Ely 2021,TO_0001015; GO_0009521; ENVO_01001864; CHEBI_16526; NCIT_C19899; glossary_40006,CO_357:0000527,TO_0001015; EnvThes:21422,,,Leaf photosynthetic rate per leaf area [TOP357] (https://top-thesaurus.org/index),,,Photosynthesis rate per leaf area [TRY:53] (https://www.try-db.org/de/de.php),,,,,,,,leaf photosynthetic rate per leaf area [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
trait_0020241,leaf_photosynthetic_rate_per_area_maximum,Leaf photosynthesis rate per unit leaf area under saturating light and CO2 (Amax),"The photosynthetic rate [TO:0001015] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and saturating atmospheric carbon dioxide [ENVO:01000451; CHEBI:16526] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323].","The photosynthetic rate of a leaf exposed to saturating light (photosynthetically active radiation) levels and saturating carbon dioxide concentrations, at optimal leaf temperature and VPD conditions, per unit leaf area; maximum photosynthetic rate.","Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,0.01,65,umol{CO2}/m2/s,micromole per square metre second,trait_group_0020206,14/07/2021,03/06/2025,31/05/2023,photosynthetic_rate_per_area_maximum,,PO_0025034,STATO_0000071; EnvThes:22003; PATO_0000161,Belinda Medlyn; David Ellsworth,Pérez-Harguindeguy 2013; Ely 2021,TO_0001015; GO_0009521; ENVO_01001864; CHEBI_16526; NCIT_C19899; glossary_40058,CO_357:0000527,TO_0001015; EnvThes:21422,,,Leaf photosynthetic rate per leaf area [TOP357] (https://top-thesaurus.org/index),,,Photosynthesis rate per leaf area [TRY:53] (https://www.try-db.org/de/de.php),,,,,,,,leaf photosynthetic rate per leaf area [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
