traitID,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_UCUM,units_uom,category,category2,category3,category4,created,modified,deprecated_trait_name,constraints,plant_structure_1,plant_structure_2,plant_structure_3,plant_structure_4,measurement_char_1,measurement_char_2,measurement_char_3,measurement_char_4,measurement_char_5,reviewers,reviewer01,reviewer02,reviewer03,reviewer04,reviewer05,reviewer06,reviewer07,reviewer08,reviewer09,reviewer10,references,ref1,ref2,ref3,ref4,ref5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,exact_TOP_verbal,close_TOP_verbal,related_TOP,related_TOP2,exact_other1,close_other1,close_other2,related_other,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,traitID_code,type_x,trait_category_encoded_x,plant_structure_x,keywords_x,measured_characteristic_x,exact_TOP_verb_x,exact_other1_x,close_TOP_verbal_x,close_other1_verbal_x,close_other2_verbal_x,traitID_x
0030016,plant_energy_aquisition_strategy,Plant energy acquisition strategy,A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which is the mechanism [NCIT:C25343] plants use to obtain [NCIT:C52349] or produce [SIO:001106] energy [PATO:0001021] (carbohydrates [CHEBI:16646]).,"Trait indicating the strategies used by a plant to obtain or produce energy (carbohydrates), including photosynthesis and various saprophytic and carnivorous energy acquistition mechanisms.","Although the majority of vascular plants use photosynthsis to produce their own carbohydrates, this trait mostly included data for the few taxa that are not photosynthetic. See also the trait `parasitic` which captures data on whether or not plants are parasitic (or partially parasitic), forming haustoria to penetrate their host plant.",https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,whole plant phenotype trait,,,,,,,,PO_0000003,PO_0009047,NA,NA,PATO_0000025,PATO_0000141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,PO_0025607,PO_0005848,CHEBI_6457,NCIT_C16977,FLOPO_0900038,NCIT_C93062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0030016,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits],whole plant [PO:0000003],,organismal quality [PATO:0001995],,,,,,0030016
0030017,woodiness,Woodiness,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait which indicates whether the plant stem [PO:0009047] (the vegetative shoot system [PO:0025607]) is woody, with “woody” defined to include both plant stems with secondary xylem (true wood) [PO:0005848] and those with wood-like lignification [CHEBI:6457] (woodiness in monocots and ferns).","A binary trait, indicating whether or not a plant’s stems are woody, with woody broadly defined to include both `true wood` (secondary xylem) and taxa that do not produce secondary xylem (i.e. monocots and ferns) but have thick, stiff, robust lignified stems.",This trait considers all species that have stiff lignified stems as `woody` and those that lack such stems as `herbaceous`. See the trait `plant woodiness detailed` for sub-categories of `woody` that indicate the extent and type of woodiness present in a plant stem.,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,whole plant phenotype trait,,,,2021-07-14,2022-10-31,,Vascular plants,PO_0000003,PO_0009047,NA,NA,PATO_0000025,PATO_0000141,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Simpson 2019 [ISBN:9780128126288] | LEDA Standards 2005 [uol.de/en/landeco/research/leda/standards],Simpson 2019,LEDA Data Standards 2005,NA,NA,NA,PATO_0001854,PATO_0001708,PATO_0000060,PO_0009005,PO_0025082,PO_0005848,CHEBI_6457,NCIT_C16977,NCIT_C25284,FLOPO_0900038,NCIT_C93062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP706,NA,NA,NA,NA,20744,NA,,Plant woodiness [TRY:38] (https://www.try-db.org/de/de.php),,,woodiness and stem specific density [LEDA:3.1] (https://uol.de/en/landeco/research/leda/standards),,,,,APD#0030017,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits],whole plant [PO:0000003]; stem [PO:0009047],"lignin [CHEBI:6457]; wood, secondary xylem [PO:0005848]; wood [NCIT:C93062]; shoot axis woodiness [FLOPO:0900038]",composition [PATO:0000025] < structure [PATO:0000141],,, whole plant woodiness [TOP:706] ,, woody plants [EnvThes:20744] ,0030017
0030018,woodiness_detailed,Detailed woodiness categories,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait which indicates the vertical [PATO:0001854] extent [PATO:0001708], distribution [PATO:0000060], and type [NCIT:C25284] of wood present in stems [PO:0009047], roots [PO:0009005], and reproductive shoot systems [PO:0025082], distinguishing between plants with secondary xylem (true wood) [PO:0005848] versus wood-like lignification [CHEBI:6457] (woodiness in monocots and ferns).","Trait indicating the extent, distribution, and type of secondary xylem (true wood) and wood-like lignification (woodiness in monocots and ferns) in stems, roots, and reproductive shoots.","This trait documents in detail the degree and type of lignification in a plant's stems and roots (woodiness), while `plant woodiness` is a binary trait collapsing woodiness into a pair of values, `woody` versus `herbaceous`. Datasets that only use the terms `woody` versus `herbaceous` are only mapped to the binary trait; only datasets that explicitly indicate different levels of woodiness are mapped to `plant woodiness detailed`.",https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,whole plant phenotype trait,,,,,2022-10-31,,Vascular plants,PO_0025034,PO_0009047,PO_0004518,PO_0000003,PATO_0000141,NA,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Simpson 2019 [ISBN:9780128126288] | LEDA Standards 2005 [uol.de/en/landeco/research/leda/standards] | Carlquist 2013 [doi:10.1086/670400],Simpson 2019,LEDA Data Standards 2005,Carlquist 2013,NA,NA,TO_0000839,PO_0009011,PO_0025173,PO_0025174,PO_0025613,PO_0025172,PO_0025169,NCIT_C61556,PATO_0000052,PATO_0001925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP706,NA,NA,NA,NA,20744,NA,,Plant woodiness [TRY:38] (https://www.try-db.org/de/de.php),,,woodiness and stem specific density [LEDA:3.1] (https://uol.de/en/landeco/research/leda/standards),,,,,APD#0030018,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits],whole plant [PO:0000003]; stem [PO:0009047],"lignin [CHEBI:6457]; wood, secondary xylem [PO:0005848]; wood [NCIT:C93062]; shoot axis woodiness [FLOPO:0900038]",composition [PATO:0000025] < structure [PATO:0000141],,, whole plant woodiness [TOP:706] ,, woody plants [EnvThes:20744] ,0030018
0030019,plant_physical_defence_structures,Physical defence structures,"A plant structure morphology trait [TO:0000839] which indicates the plant structures [PO:0009011] used for defence [NCIT:C61556], including spine leaves [PO:0025173], spine stipules [PO:0025174], spine petiole [PO:0025613], thorns [PO:0025172], and prickles [PO:0025169].","The presence (or explicit absence) of specific physical defence structures on a plant, including spines, thorns, prickles, and sharp-tipped leaves.","This trait identifies explicit physical defence structures on a plant. The trait `plant_spinescence` indicates the degree of defence afforded to plants, with values defined by Pérez-Harguindeguy et al. 2013 (doi:10.1071/BT12225).",https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,plant structure morphology trait,leaf morphology trait,stem morphology trait,bark morphology trait,2021-07-14,2022-10-31,physical_defence,none,PO_0000003,PO_0009047,PO_0025034,NA,PATO_0000141,NA,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Simpson 2019 [ISBN:9780128126288] | Hanley 2007 [doi:10.1016/j.ppees.2007.01.001],Simpson 2019,Hanley 2007,NA,NA,NA,NCIT_C16977,NCIT_C25343,NCIT_C81002,NCIT_C61460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Shoot emergences (pubescence, hairs, spines, thorns) [TRY:677]; Shoot emergences (pubescence, hairs, spines, thorns) [TRY:1255]; Shoot emergences (pubescence, hairs, spines, thorns) [TRY:1256] (https://www.try-db.org/de/de.php)",,,,,,leaf_spines_1 [GIFT:4.13.1]; leaf_thorns_1 [GIFT:4:14.1]; defence [GIFT:6.5] (https://gift.uni-goettingen.de),,APD#0030019,categorical,plant morphology trait [TO:0000017]; plant structure morphology trait [TO:0000839]; leaf morphology trait [TO:0000748]; stem morphology trait [TO:0000361]; bark morphology trait [AusTraits:xxxxxxx],leaf [PO:0025034]; stem [PO:0009047]; bark [PO:0004518]; whole plant [PO:0000003],defence [NCIT:C61556]; shape [PATO:0000052]; surface feature shape [PATO:0001925]; plant structure [PO:0009011]; spine leaf [PO:0025173]; spine stipule [PO:0025174]; spine petiole [PO:0025613]; thorn [PO:0025172]; prickle [PO:0025169],structure [PATO:0000141],,,,,,0030019
0030020,plant_climbing_mechanism,Plant climbing mechanisms,A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that indicates stem [PO:0009047] and leaf [PO:0025034] structures [PATO:0000141] and physical mechanisms [NCIT:C25343] a plant uses to climb [NCIT:C81002] up other plants or substrates.,"Mechanisms plants use to climb, including both specialised leaf and stem adaptations and stem growth habits.",,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,whole plant phenotype trait,,,,2021-07-14,2022-10-31,vine_climbing_mechanism,climbing and scrambling plants,PO_0000003,PO_0009047,PO_0025034,NA,PATO_0000141,NA,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,"
Gallagher 2012 [doi:10.1111/j.1365-2699.2012.02773.x]Simpson 2019 [ISBN:9780128126288] |",Simpson 2019,Gallagher 2012,NA,NA,NA,CARO_0000043,FLOPO_0900041,PATO_0000591,PATO_0002351,CHEBI_15377,TO_0000276,TO_0006001,NCIT_C16977,PATO_0085001,ENVO_01000230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Plant growth form [TRY:42] (https://www.try-db.org/de/de.php),,,,,,,APD#0030020,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits],whole plant [PO:0000003]; stem [PO:0009047]; leaf [PO:0025034],appendage [NCIT:C61460]; climbing [NCIT:C81002]; mechanism [NCIT:C25343]; structure [PATO:0000141],structure [PATO:0000141],,,,,,0030020
0030021,plant_succulence,Plant succulence,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that indicates whether or not any plant tissues [CARO:0000043] are succulent [FLOPO:0900041], indicating they are thick [PATO:0000591] and fleshy [PATO:0002351], generally storing water [CHEBI:15377] as a drought tolerance [TO:0000276] adaptation or filling with water as a salt tolerance [TO:0006001] adaptation.","Trait indicating whether the leaves or stems of a plant are thick and fleshy because they store water, generally an adaptation to arid or salty environments.",Succulence generally has either a water storage function or is a mechanism to cope with (or thrive in) saline conditions. See the categorical trait `plant_tolerance_salt` for plant salt tolerance and salt avoidance strategies and the numeric trait `plant_tolerance_soil_salinity` for the soil salinity a plant can tolerate.,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,whole plant phenotype trait,environmental tolerance trait,,,2022-10-31,,,none,PO_0000003,PO_0009047,NA,NA,PATO_0000052,NA,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Ogburn & Edwards 2010 [doi:10.1016/B978-0-12-380868-4.00004-1 | ]Pérez-Harguindeguy 2013 [doi:10.1071/BT12225] | Simpson 2019 [ISBN:9780128126288],Pérez-Harguindeguy 2013,Simpson 2019,Ogburn & Edwards 2010,NA,NA,PATO_0000141,PATO_0001710,PO_0025607,PATO_0000140,PATO_0002009,PATO_0001019,PO_0025073,PATO_0002326,NCIT_C16977,PATO_0000060,GO_0040007,PO_0025034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLOPO_0900041,NA,NA,NA,,,Plant growth form [TRY:42] (https://www.try-db.org/de/de.php),,,,plant_succulence [GIFT:4.16.1] (https://gift.uni-goettingen.de),,,APD#0030021,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits]; environmental tolerance trait [AusTraits],whole plant [PO:0000003]; stem [PO:0009047]; leaf [PO:0025034],tissue succulence [FLOPO:0900041]; fleshy [PATO:0002351]; salinity [PATO:0085001]; arid [ENVO:01000230]; drought tolerance [TO:0000276]; salt tolerance [TO:0006001],structure [PATO:0000141],,Tissue succulence [FLOPO:0900041] ,,,,0030021
0030022,stem_growth_habit,Stem growth habit,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that indicates the structure [PATO:0000141] and 3-dimensional extent [PATO:0001710] of a plant’s vegetative shoot system [PO:0025607], including the position [PATO:0000140] of stems [PO:0009047], degree of branchiness [PATO:0002009], density [PATO:0001019] of branches [PO:0025073], and branch angles [PATO:0002326] relative to each other and the ground surface [sweetontology.net/realmSoil/Ground].","Trait characterising a stem’s structure and 3-dimensional extent, including the position of stems, degree of branchiness, density of branches, and branch angles relative to other branches and the ground surface.","This trait captures how a plant explores 3-dimensional space, with trait values predominantly adjectives that modify the core plant growth forms.",https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,whole plant phenotype trait,,,,2021-07-14,2022-10-31,growth_habit,none,PO_0000003,NA,NA,NA,PATO_0001995,NA,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Simpson 2019 [ISBN:9780128126288],Simpson 2019,NA,NA,NA,NA,ENVO_01000355,ECSO_00000310,21097,NCIT_C25161,NCIT_C40098,21900,20535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,Shoot growth form [LEDA:3.2] | Leaf distribution along the stem [LEDA:3.3] (https://uol.de/en/landeco/research/leda/standards),shoot_orientation [GIFT:1.9.1] (https://gift.uni-goettingen.de),,climber_2 [GIFT:1.4.2] (https://gift.uni-goettingen.de),APD#0030022,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits],whole plant [PO:0000003]; stem [PO:0009047],"shape [PATO:0000052]; spatial pattern, distribution [PATO:0000060]; growth [GO:0040007]; leaf [PO:0025034]",shape [PATO:0000052],,,,,,0030022
0030023,competitive_stratum,Competitive stratum,"A classification [NCIT:C25161] that indicates the vegetation layer [ENVO:01000355] a taxon [NCIT:C40098] reaches within its community [ECSO:00000310], used to assess competition [EnvThes:21097] within the community.","Categorical descriptions of a taxon's relative stature in its community, used to assess competitive heirarchies within a community. ",,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,whole plant phenotype trait,,,,2021-07-14,,,,PO_0000003,PO_0009005,NA,NA,PATO_0001995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keith 2007 [doi:10.1111/j.1365-2745.2007.01302.x]; Gosper 2012 [doi: 10.1111/j.1654-1103.2012.01434.x],Keith 2007,Gosper 2012,NA,NA,NA,GO_0044403,NCBITaxon_1117,NCBITaxon_4751,GO_0009399,GO_0009877,NCIT_C14329,NCIT_C14187,GO_0085030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0030023,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits],whole plant [PO:0000003],layer [EnvThes:21900]; competition [EnvThes:21097]; vegetation layer [ENVO:01000355]; vegetation [EnvThes:20535],organismal quality [PATO:0001995],,,,,,0030023
0030024,nitrogen_fixing,Plant nitrogen fixation capacity,"A trait which indicates whether a plant has the capacity to engage in symbioses [GO:0044403] with microorganisms [NCIT:C14329] (bacteria [NCIT:C14187], cyanobacteria [NCBITaxon:1117], and fungi [NCBITaxon:4751]) capable of nitrogen fixation [GO:0009399] and usually identified by nodulation [GO:0009877] on the plant roots [PO:0009005].","Binary variable describing whether or not a plant has the capacity for nitrogen fixatation, indicating it engages in symbioses with microorganisms (most commonly bacteria or cyanobacteria) that are capable of nitrogen fixation. Nitrogen fixation capacity is usually identified by nodules on the plant roots. ",,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,interspecific interactions trait,,,,2021-07-14,,,,PO_0000003,PO_0009005,NA,NA,PATO_0001995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,PATO_0000141,GO_0085030,20656,NCIT_C25284,GO_0036377,GO_0044403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22051,NA,NA,NA,Plant nitrogen(N) fixation capacity [TRY:8] (https://www.try-db.org/de/de.php),,,,,,nitrogen_fix_1 [GIFT:4.5.1] (https://gift.uni-goettingen.de),,,APD#0030024,categorical,life history trait [AusTraits]; interspecific interactions trait [AusTraits],whole plant [PO:0000003]; root [PO:0009005],nitrogen fixation [GO:0009399]; nodulation [GO:0009877]; mutualism [GO:0085030]; biological process involved in symbiotic interaction [GO:0044403],organismal quality [PATO:0001995],, symbiotic nitrogen fixation [EnvThes:22051] ,,,,0030024
0030025,root_structure,Plant root structures,"A trait which indicates types [NCIT:C25284] of root [PO:0009005] structures [PATO:0000141], including structures associated with mutualisms [GO:0085030] with mycorrhizae [EnvThes:20656].","Specific specialized types of root structures and root symbioses, especially symbioses with mycorrhizal fungi.",,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,interspecific interactions trait,,,,2021-07-14,,,,PO_0000003,NA,NA,NA,PATO_0001995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brundrett 2008 [url:www.mycorrhizas.info],Brundrett 2008,NA,NA,NA,NA,ECOCORE_00000146,ECOCORE_00000022,GO_0085035,GO_0018995,PATO_0001021,CHEBI_27594,CHEBI_33284,CHEBI_15377,NCIT_C16977,NCIT_C43366,GO_0072519,GO_0044403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mycorrhiza type [TRY:7] (https://www.try-db.org/de/de.php),,,,,,mycorrhiza_1 [GIFT:6.4.1] (https://gift.uni-goettingen.de),,,APD#0030025,categorical,life history trait [AusTraits]; interspecific interactions trait [AusTraits],whole plant [PO:0000003]; root [PO:0009005],mycorrhizae [EnvThes:20656]; arbuscular mycorrhizal association [GO:0036377]; mutualism [GO:0085030]; biological process involved in symbiotic interaction [GO:0044403]; root [PO:0009005],organismal quality [PATO:0001995],,,,,,0030025
0030026,parasitic,Plant parasitism status,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that indicates if a plant is involved in a parasitic [ECOCORE:00000146] symbiosis [ECOCORE:00000022] where it forms haustorium [GO:0085035] on a host [GO:0018995] plant and the host plant provides all or some of its high energy [PATO:0001021] carbon [CHEBI:27594] compounds [NCIT:C43366], mineral nutrition (nutrients [CHEBI:33284]) and/or water [CHEBI:15377].","Trait indicating whether a plant forms haustoria and obtains part or all of its energy-rich carbon compounds (photosynthetic sugars), mineral nutrition and/or water directly from another plant (its host) in an interaction that does not benefit the host plant.","Plants described as parasitic in the context of this trait always have haustoria, specialised organs that penetrate the host plants’s vascular bundles. The trait `root_strctures` documents symbiotic relationships with fungi. The trait `plant_energy_acquisition_strategy` documents specialised strategies or specialised organs or tissues plants use to obtain carbon or mineral nutrition.",https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,interspecific interactions trait,,,,2021-07-14,2022-10-31,,none,PO_0000003,NA,NA,NA,PATO_0001995,NA,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Simpson 2019 [ISBN:9780128126288] | Těšitel 2016 [doi:10.5091/plecevo.2016.1097]​ | Nickrent & Musselman 2004 [doi: 10.1094/PHI-I-2004-0330-01],Simpson 2019,Těšitel 2016,Nickrent & Musselman 2004,NA,NA,TO_0000839,PATO_0000060,PATO_0000384,PATO_0000383,PATO_0001340,PO_0009046,542,PCO_0000001,PATO_0001894,NCIT_C25284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,parasite_1 [GIFT:1.5.1] (https://gift.uni-goettingen.de),,APD#0030026,categorical,life history trait [AusTraits]; interspecific interactions trait [AusTraits],whole plant [PO:0000003],parasite [ECOCORE:00000146]; parasitism [GO:0072519]; symbiosis [ECOCORE:00000022]; biological process involved in symbiotic interaction [GO:0044403]; haustorium [GO:0085035]; host [GO:0018995],organismal quality [PATO:0001995],,,,,,0030026
0030027,sex_type,Plant sex type,"A plant structure morphology trait [TO:0000839] which is the distribution [PATO:0000060] of male [PATO:0000384], female [PATO:0000383], and hermaphroditic [PATO:0001340] flowers [PO:0009046] on one individual [EFO:0000542] and across multiple individuals in a population [PCO:0000001].","Plant sex type, indicating, for a taxon the type of flowers (male, female, and hermaphroditic) on present individual plants versus separate plants within a population.",,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,plant structure morphology trait,,,,2021-07-14,,,,PO_0000003,NA,NA,NA,PATO_0000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,OMIT_0027643,CL_0002371,NCIT_C13202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP295,NA,NA,NA,NA,NA,NA,NA,"Flower sexual syndrome (dichogamy, cleistogamy, dioecious, monoecious) [TRY:915] (https://www.try-db.org/de/de.php)",,,,,,,reproduction_sexual_1 [GIFT:1.4.1] (https://gift.uni-goettingen.de),,APD#0030027,categorical,life history trait [AusTraits]; plant morphology trait [TO:0000017]; morphology [PATO:0000051]; plant structure morphology trait [TO:0000839],whole plant [PO:0000003],type [NCIT:C25284]; phenotypic sex [PATO:0001894],organismal quality [PATO:0001995],whole plant dicliny type [TOP:295],,,,,0030027
0030060,genome_size,Plant genome size,The total mass [PATO:0000125] of chromosomes [NCIT:C13202] that comprise a plant's genome [OMIT:0027643] in a somatic cell [CL:0002371].,"Mass of all chromosomes, the genome, in a somatic cell.",,https://github.com/traitecoevo/APD,STATO_0000251,0.5,100,pg,pg,picogram,genetic structures trait,,,,2021-07-14,,,,PO_0000003,NA,NA,NA,PATO_0001555,NCIT_C25463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CL_0002371,NCIT_C13202,PATO_0001374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OMIT_0027643,NA,NA,NA,Species genotype: genome size [TRY:1022] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0030060,numeric,life history trait [AusTraits]; genetic structures trait [AusTraits],whole plant [PO:0000003],genome size [OMIT:0027643]; chromosome [NCIT:C13202],mass [PATO:0000125],, genome size [OMIT:0027643],,,,0030060
0030061,ploidy,Chromosome ploidy,The count [NCIT:C25463] of copies of each chromosome [NCIT:C13202] present in a somatic cell [CL:0002371].,"Chromosome ploidy, the number of copies of each chromosome present in a somatic cell.",,https://github.com/traitecoevo/APD,STATO_0000251,1,4,{count},{count},{count},genetic structures trait,,,,2021-07-14,,,,PO_0025034,NA,NA,NA,PATO_0001995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,PO_0000003,PATO_0001729,ENVO_01000203,NCIT_C16977,PATO_0001733,PATO_0001731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP241,NA,NA,NA,PATO_0001374,NA,NA,NA,Species genotype: chromosome ploidy [TRY:222] (https://www.try-db.org/de/de.php),,,,,,Chromosome_number [GIFT:5.1.1] (https://gift.uni-goettingen.de),,,APD#0030061,numeric,life history trait [AusTraits]; genetic structures trait [AusTraits],whole plant [PO:0000003],"ploidy [PATO:0001374], chromosome [NCIT:C13202]",count [NCIT:C25463]; has number of [PATO:0001555], whole plant chromosome number [TOP:241] , ploidy [PATO:0001374] ,,,,0030061
0030110,leaf_phenology,Leaf phenology,A whole plant [PO:0000003] phenotype [NCIT:C16977] trait characterising whether there is a part of the year when a plant sheds all leaves [PO:0025034] (shedability [PATO:0001729]) and the environmental conditions [ENVO:01000203] that cause a plant to shed its leaves.,Trait indicating whether a plant retains a leaf canopy throughout the year and what environmental cues are associated with canopy shedding.,,https://github.com/traitecoevo/APD,STATO_0000252,,,,,NA,plant phenological trait,,,,2021-07-14,2022-10-31,,Plants with leaves.,PO_0025034,NA,NA,NA,PATO_0000165,PATO_0001309,NA,NA,NA,"Elizabeth Wenk, Hervé Sauquet, Russell Barrett, Ian J. Wright, Peter Vesk, Gregory J. Jordan, Andy Leigh, Patricia Lu-Irving, Lily Dun, David Coleman",Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Williams 1997 [doi:10.1890/0012-9658%281997%29078%5B2542%3ALPOWSI%5D2.0.CO%3B2],Williams 1997,NA,NA,NA,NA,PO_0009047,PATO_0001510,PATO_0001729,NCIT_C153298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP700,NA,NA,NA,NA,NA,NA,PATO_0001729,Leaf phenology type [TRY:37] (https://www.try-db.org/de/de.php),,,,,,deciduousnes_1 [GIFT:2.4.1] (https://gift.uni-goettingen.de),,,APD#0030110,categorical,life history trait [AusTraits]; whole plant phenotype trait [AusTraits:xxxxxxx]; plant phenological trait [TO:0000933],leaf [PO:0025034],shedability [PATO:0001729]; evergreen [PATO:0001733]; deciduous [PATO:0001731],organismal quality [PATO:0001995], whole plant vegetative phenology [TOP:700] ,,,,,0030110
